,values_0a,values_0b,values_0c,values_0d,values_1a,values_1b,values_1c,values_1d
0,14.099403963991655,3.2668579820335983,13.114340443800154,13.687973447331029,13.282303644478834,3.2668579820335983,14.343589710673186,17.031068379373583
1,14.10689447139757,3.1970827790642904,13.772048908919292,15.17575579640684,12.524710054300868,3.1970827790642904,13.061766275968965,16.91178059436376
2,12.810527711892814,3.4573568025008075,12.967692524223928,15.441599127424238,13.35195001986327,3.4573568025008075,13.1843831039696,17.020632596206177
3,15.443474896161701,3.529644416042031,13.112561041338441,13.50840710733409,12.61229007912865,3.529644416042031,13.244885462497148,16.519980609764
4,14.79313317204452,3.312718161130735,12.6887614561153,15.698203530581793,13.12510617273035,3.312718161130735,13.3392077516402,15.706607759114837
5,13.888485257297724,3.2401353318091584,13.774860706550276,13.645563843661298,12.878960663876809,3.2401353318091584,14.28736757822417,18.67235914209348
6,13.122851197736212,3.312194210280179,12.033011589060255,14.013060716508987,12.945438176688057,3.312194210280179,12.098292154798761,15.32986920627606
7,15.174874888600794,3.21803691968709,14.162552830005291,14.938443822716323,13.17735644162785,3.21803691968709,14.183252246950346,18.783041038307562
8,13.58868314243432,3.5149539630405675,12.901185878958316,15.532011287859822,13.208817586796647,3.5149539630405675,13.85189033598785,16.699144127853987
9,14.78067028896792,3.299412768053609,13.020018018809512,13.716094513921087,13.321531844119772,3.299412768053609,13.526881898117944,17.612333608241638
10,14.257798019334125,3.461181874727546,12.821852488592755,14.872693266393279,13.947161692704661,3.461181874727546,13.656701389707788,19.060900213941792
11,14.359677375174448,3.2362840587322315,13.393947958907034,14.190991895097772,12.663681833490918,3.2362840587322315,13.520920665694529,14.74345541011775
12,13.315444230761585,3.32281941199163,13.494980774267358,14.017770760343467,12.868532590189478,3.32281941199163,13.32251834096749,16.294610676101488
13,15.570659425715034,3.420694476161125,13.183747426930466,14.822476568861065,13.69170760581954,3.420694476161125,13.776748709339115,17.844711365455897
14,12.805852135142288,3.3857682691272943,12.30852225178115,15.566184232496267,14.051544785404507,3.3857682691272943,13.872772154314989,15.97548927183272
15,16.110581213151285,3.4258833680903935,13.19444893042626,13.445369249476744,12.378365916934323,3.4258833680903935,13.617242689824208,18.016686607280725
16,11.445235522212364,3.3184936109041625,13.797077224398913,15.912521721256315,13.203323610751553,3.3184936109041625,15.044181041744988,18.619134117732038
17,16.807170877547755,3.4898087108722824,12.491784881814567,12.969693020802024,13.243736789988871,3.4898087108722824,11.905751815203566,15.014878888246448
18,13.704307317818964,3.4120451214079464,13.194689911243808,15.375972761552243,13.695526246084869,3.4120451214079464,12.668741503654289,16.367589599984193
19,15.134133982948779,3.24316243283214,13.070792174810103,13.892941915015244,12.663493641371383,3.24316243283214,14.37873775821968,17.21246245598355
20,13.656838242253277,3.291651540307071,13.757801854734302,13.770286379233484,12.329219884956675,3.291651540307071,13.022534187056078,18.4572828543834
21,14.828313230329774,3.1592312757601917,12.663101030425237,15.303775727796122,13.60325634391923,3.1592312757601917,14.210284726384904,15.812113188133768
22,14.532735589911821,3.4630391782822536,12.177747604302104,13.734055162246346,14.09303290077901,3.4630391782822536,12.356278264401928,18.035245406436665
23,13.884474888829494,3.3948347715288305,14.238197531763134,15.081693802118535,12.008048266773807,3.3948347715288305,15.551319582830786,15.601012306071288
24,14.771308272603974,3.2903054811639643,12.40708417138511,13.614088014045276,12.534739595356536,3.2903054811639643,14.020943594897515,16.76107057521711
25,13.657580155310457,3.418957856414781,13.952924605641105,15.472168151513015,13.140467036564612,3.418957856414781,13.134916627250954,16.996441140829518
26,14.031414390986969,3.2957754883384225,12.88708148586084,14.71649674198267,13.293851162954082,3.2957754883384225,13.951618694113122,17.867529393747233
27,14.434864721156082,3.240016124119918,13.782659211611117,14.109432053008753,12.847305562284953,3.240016124119918,13.401120283238345,16.05950556033146
28,14.308774390861592,3.527485414133988,13.499908213848526,14.187698777607402,13.155027474996938,3.527485414133988,13.673070181291097,17.853699513608323
29,14.397455319230318,3.541816699461196,12.811418741518365,15.23918107247653,13.208009219933876,3.541816699461196,13.813382506053971,16.449446045768084
