,values_0a_su2,values_0b_su2,values_0c_su2,values_0d_su2,values_1a_su2,values_1b_su2,values_1c_su2,values_1d_su2
0,25.215031864597375,4.791000101769073,23.383644628937308,13.483214877577645,23.08948571099257,4.791000101769073,24.51238634360794,21.012662489614552
1,29.751983620472778,4.791000101769073,22.964273426866043,12.344580528524826,26.42976020695859,4.791000101769073,25.218926919387055,20.070572066157997
2,24.857254451826083,4.791000101769073,23.437585717967814,13.37370487607647,24.5782161452426,4.791000101769073,27.433127787735597,18.814373867257476
3,26.008487034202588,4.791000101769073,24.236187145143546,12.975154983368519,26.49319111580302,4.791000101769073,22.55848957345637,19.302090579565288
4,21.647650671767718,4.791000101769073,24.02172399397915,14.215456977441963,23.28703282218532,4.791000101769073,23.253428503287623,17.282560343419444
5,21.6237531596077,4.791000101769073,21.963613171464228,12.517160109966284,26.13844871059262,4.791000101769073,23.197918354945166,16.378266139908252
6,22.168747149047825,4.791000101769073,22.560768552450536,12.574735565495898,23.712776560570465,4.791000101769073,21.992235315843192,17.36424681997303
7,22.673109958520115,4.791000101769073,21.993125954966587,11.436733043673264,22.786744731880958,4.791000101769073,22.16971189574947,18.117143250685334
8,21.956827534994154,4.791000101769073,22.663591005782436,12.100607775483363,23.91979114296886,4.791000101769073,21.096679001914023,18.121477141300723
9,22.97722266238493,4.791000101769073,22.743449995427575,13.340939974129626,23.51636038331243,4.791000101769073,21.41068611213292,18.333160758822793
10,21.16422744929321,4.791000101769073,21.965022848499682,12.185882231276958,23.885728384653785,4.791000101769073,19.61304450915774,18.715732658403915
11,17.812104823056146,4.791000101769073,22.460832527473286,12.895998971118543,22.11951289385815,4.791000101769073,19.50613820152291,16.37842025684877
12,20.26205084804018,4.791000101769073,22.93799190193755,12.168836550779005,20.21215030054918,4.791000101769073,19.661501584415856,16.907719842002663
13,18.181804658161298,4.791000101769073,22.037876243274336,11.388951989347913,19.458339716662156,4.791000101769073,19.52606387418831,15.493005967074488
14,15.843300869863334,4.791000101769073,23.261240404022708,11.907671197404431,20.10966980187683,4.791000101769073,19.153880611410834,16.831604215474897
15,16.101556687822967,4.791000101769073,24.95647143546396,11.68758119378812,20.293458806700635,4.791000101769073,19.528427279102214,16.980279885412273
16,16.85543069173353,4.791000101769073,24.506164504712004,11.682806533171075,20.732243247955743,4.791000101769073,19.166197481114814,18.928109222117563
17,15.89462016113961,4.791000101769073,23.2930403562147,11.621252829841533,18.10640252783402,4.791000101769073,19.097592368956054,15.471290856461382
18,16.561863432086792,4.791000101769073,22.691618937770208,11.589174878723735,17.467063600886583,4.791000101769073,19.11100052850973,15.779206881091756
19,15.558745993230758,4.791000101769073,21.35590903167994,11.09132244078906,17.633179900958783,4.791000101769073,19.466766393071165,15.115354687210312
20,16.298737132945476,4.791000101769073,23.67808935038702,11.771599450958238,20.555451037211967,4.791000101769073,20.071337590452632,14.958198191721722
21,15.922151798747493,4.791000101769073,22.02322089512468,12.098284330575957,17.78740117981091,4.791000101769073,19.98077318914728,15.967844108814212
22,16.003979125499157,4.791000101769073,22.6722407524531,12.921853279288001,17.258243893056328,4.791000101769073,20.236271414853363,16.187644955434788
23,16.34980399800552,4.791000101769073,22.072037201189577,10.7089669387574,17.260717947086725,4.791000101769073,19.432893053284648,14.881971354863335
24,16.48633304824646,4.791000101769073,22.122656915523972,10.778407674459455,16.75452811080682,4.791000101769073,19.296082516762105,14.678287283698271
25,14.44068486617344,4.791000101769073,21.151087557680682,10.7385529709723,13.556672311697131,4.791000101769073,19.287501215610146,11.883939407425926
