,values_0a,values_0b,values_0c,values_0d,values_1a,values_1b,values_1c,values_1d
0,16.30878131665275,3.179100010176905,9.140411379392328,12.506714639340004,15.077974385889956,3.179100010176905,16.508758450467766,11.393469536250485
1,15.74521713661966,3.179100010176905,9.45163163921841,12.573341608657563,14.896205992115025,3.179100010176905,16.23101389882245,11.058209575580047
2,16.46724588000488,3.179100010176905,8.378520077082541,12.789514513888108,13.575476557210132,3.179100010176905,16.94671600741557,9.97935818603387
3,15.508815582370948,3.179100010176905,8.419602936752737,12.824305570905238,13.979056328136801,3.179100010176905,15.99072701374132,10.149444157889445
4,14.132826752976804,3.179100010176905,8.82192499580141,11.401582542734047,13.940593839788491,3.179100010176905,15.065911619521298,10.898567099911693
5,14.347852758598362,3.179100010176905,8.661399931125151,10.728499208977238,14.019535334787552,3.179100010176905,14.777822683541812,10.065980721843713
6,14.013343793053815,3.179100010176905,8.709477527018409,11.811369874669838,12.56678336105287,3.179100010176905,15.167418631424907,9.205671644345289
7,13.974709312153822,3.179100010176905,8.603794175781935,10.701317677041741,13.076504381927103,3.179100010176905,14.502374618658703,9.772462327394575
8,13.656706594226806,3.179100010176905,9.492758617209237,10.508561060119806,13.150818955318691,3.179100010176905,15.180170122213006,10.080858088719967
9,13.49990262448741,3.179100010176905,8.632608003162815,10.55940680065102,12.279457793151833,3.179100010176905,14.173876776858997,8.828196913317312
10,12.427621912843342,3.179100010176905,7.7780837070398166,9.5385267356156,11.906282226153916,3.179100010176905,13.543340178351956,9.708391934193079
11,11.87552949439002,3.179100010176905,8.069961549231538,9.741702617871972,12.271659000908805,3.179100010176905,13.31401391624478,9.279421673295719
12,12.984360260514816,3.179100010176905,8.563791806592368,9.520630269441794,12.79160858013868,3.179100010176905,13.78734207130937,9.436617041018373
13,11.87552949439002,3.179100010176905,7.828671738197361,9.520630269441794,11.906282226153916,3.179100010176905,13.28345541100273,8.828196913317312
14,11.87552949439002,3.179100010176905,7.7767981638001835,9.520630269441794,11.906282226153916,3.179100010176905,13.641868380117629,8.828196913317312
15,11.87552949439002,3.179100010176905,7.399541496609376,9.520630269441794,11.906282226153916,3.179100010176905,13.176430679802108,8.828196913317312
16,11.87552949439002,3.179100010176905,7.454301875876528,9.520630269441794,11.906282226153916,3.179100010176905,13.54848972340223,8.828196913317312
17,11.87552949439002,3.179100010176905,7.497116539708007,9.520630269441794,11.906282226153916,3.179100010176905,13.202454251715178,8.828196913317312
18,11.87552949439002,3.179100010176905,7.4261701280501216,9.520630269441794,11.906282226153916,3.179100010176905,13.294551309773299,8.828196913317312
19,11.87552949439002,3.179100010176905,7.4022183807159765,9.520630269441794,11.906282226153916,3.179100010176905,13.112324749825591,8.828196913317312
20,11.87552949439002,3.179100010176905,7.409946624035191,9.520630269441794,11.906282226153916,3.179100010176905,13.407327034553738,8.828196913317312
21,11.87552949439002,3.179100010176905,7.287581295268069,9.520630269441794,11.906282226153916,3.179100010176905,13.285639567708209,8.828196913317312
22,11.87552949439002,3.179100010176905,7.274206345075291,9.520630269441794,11.906282226153916,3.179100010176905,13.289903640577416,8.828196913317312
23,11.87552949439002,3.179100010176905,7.330242162569181,9.520630269441794,11.906282226153916,3.179100010176905,12.847003838713503,8.828196913317312
24,11.87552949439002,3.179100010176905,6.59379762136986,9.520630269441794,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
25,11.821386710600407,3.179100010176905,6.59379762136986,9.59651389124674,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
26,12.516451746022645,3.179100010176905,6.59379762136986,9.718718848735008,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
27,11.720823593827042,3.179100010176905,6.59379762136986,10.012683827605455,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
28,11.166447007327694,3.179100010176905,6.59379762136986,9.209419116415008,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
29,11.375092418887817,3.179100010176905,6.59379762136986,8.740781909461985,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
30,10.336420334328048,3.179100010176905,6.59379762136986,9.60424011238731,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
31,9.963864201016033,3.179100010176905,6.59379762136986,8.37152359908348,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
32,9.086946600761836,3.179100010176905,6.59379762136986,7.489194130282349,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
33,8.670418603834499,3.179100010176905,6.59379762136986,7.431611406029146,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
34,7.9186488803182975,3.179100010176905,6.59379762136986,6.423035347442406,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
35,7.754881768243824,3.179100010176905,6.59379762136986,6.760622337887369,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
36,8.76528438626548,3.179100010176905,6.59379762136986,7.4025536368859735,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
37,6.624397482690435,3.179100010176905,6.581088236391019,5.852985893838293,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
38,6.492621829790908,3.179100010176905,7.242187738275686,5.933593339711209,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
39,6.553707222178432,3.179100010176905,6.35922116018832,6.257019035147214,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
40,6.200698394971704,3.179100010176905,6.907963616238869,6.104954902119658,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
41,5.903324268415734,3.179100010176905,6.7852185874596795,5.659391453490754,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
42,5.647405752587918,3.179100010176905,6.813347586263944,5.5267334411795055,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
43,5.207570505799382,3.179100010176905,6.995586905710161,5.312512557267107,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
44,4.891680392051453,3.179100010176905,6.999447187629918,5.5907598409170784,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
45,4.721771400443165,3.179100010176905,6.591993896708675,5.3133329956037745,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
46,5.690958160885066,3.179100010176905,6.987114035845164,6.3061629643509685,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
47,4.773705721291548,3.179100010176905,6.2197107155983336,5.404367546982894,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
48,4.664563727087368,3.179100010176905,6.141832207022725,4.925039323693216,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
49,4.7445251226944904,3.179100010176905,6.151825051514135,5.223659578689111,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
50,5.174224232264246,3.179100010176905,6.140319464711993,5.00026273322052,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
51,4.664563727087368,3.179100010176905,6.142886670741325,4.623127183723368,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
52,5.2404008470178995,3.179100010176905,6.159724068854661,3.9775468387588355,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
53,4.664563727087368,3.179100010176905,6.085639476213787,4.192699507965001,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
54,4.9523511964937885,3.179100010176905,6.005281636829837,3.8257538075067083,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
55,4.664563727087368,3.179100010176905,6.077740715779718,3.9368447111055267,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
56,4.63354618873467,3.179100010176905,6.044943165006341,3.8257538075067083,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
57,4.63354618873467,3.179100010176905,6.009098734171438,3.7384145012826373,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
58,4.653870186648346,3.179100010176905,5.990104063013175,3.7384145012826373,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
59,4.63354618873467,3.179100010176905,6.056150281968603,3.731126741711304,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
60,4.683649914946494,3.179100010176905,6.139595785206707,3.731126741711304,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
61,4.63354618873467,3.179100010176905,5.757099711164748,3.7135110179343696,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
62,4.664935339860663,3.179100010176905,5.785974652778345,3.7135110179343696,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
63,4.63354618873467,3.179100010176905,6.252824590623944,3.712378145857342,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
64,4.679855310396499,3.179100010176905,5.942025620559637,3.712378145857342,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
65,4.40462073446366,3.179100010176905,5.849939694291852,3.7816635341241494,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
66,4.937538520455174,3.179100010176905,5.881317830338356,3.712378145857342,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
67,4.446231576802227,3.179100010176905,6.506709109698311,3.8219046138974697,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
68,5.387977546079193,3.179100010176905,5.8279876902768555,3.839179067549815,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
69,4.5230976206762685,3.179100010176905,6.017546536519423,4.105179944633872,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
70,5.177300559771763,3.179100010176905,5.831434575772819,3.897740685031591,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
71,4.3744942643005835,3.179100010176905,5.602766531732085,3.8346630795725862,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
72,4.766727869744032,3.179100010176905,5.61873186744318,3.8659984897513473,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
73,4.451466644721853,3.179100010176905,5.306360504740943,4.31837861091449,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
74,3.8041876981060767,3.179100010176905,5.322622308248119,3.929024371989032,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
75,4.321950216330673,3.179100010176905,5.519305401524728,3.9994514666382273,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
76,3.7377106555264814,3.179100010176905,5.293688411695542,3.8639571747885,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
77,3.5765338140350105,3.179100010176905,5.369956536170332,4.051405952929577,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
78,3.7948293290297594,3.179100010176905,5.3534154845590605,3.988885595277079,11.906282226153916,3.179100010176905,12.376223037171705,8.828196913317312
79,4.1023071927070225,3.179100010176905,5.989608679369726,3.955730996457878,11.742783118644372,3.179100010176905,12.376223037171705,8.349095014756283
80,3.767411471505803,3.179100010176905,5.618038971038839,4.014334187348513,11.235467925601524,3.179100010176905,12.376223037171705,8.071193334030344
81,3.7830112835948357,3.179100010176905,5.816632034882746,3.6768702437011815,11.694731141046809,3.179100010176905,12.376223037171705,8.154433715933473
82,3.5809755733211093,3.179100010176905,5.497384897217273,3.789083449535709,11.57916911600224,3.179100010176905,12.376223037171705,9.084502703828381
83,3.8024227739207475,3.179100010176905,5.598558523818382,4.00070324958075,11.699042728242551,3.179100010176905,12.376223037171705,8.191129483087817
84,3.561750882818566,3.179100010176905,5.313979699726807,3.8919695781011563,11.529197896448064,3.179100010176905,12.376223037171705,6.9808203701185265
85,3.8138480619494044,3.179100010176905,5.264717143324352,4.259578612122214,11.717004759246638,3.179100010176905,12.376223037171705,7.5630997529277195
86,3.6035487124665226,3.179100010176905,5.264717143324352,3.6800416981999047,11.821640285072228,3.179100010176905,12.376223037171705,7.870555146671896
87,4.050041054124316,3.179100010176905,4.928771246602288,3.922162124901699,11.310974680615745,3.179100010176905,12.376223037171705,6.549986541291007
88,3.654799767068389,3.179100010176905,4.928771246602288,3.9039261702783183,10.251520497528242,3.179100010176905,12.376223037171705,7.453616314219623
89,3.4789669759987425,3.179100010176905,4.652902820568702,4.091115372037679,10.630538863468592,3.179100010176905,12.376223037171705,7.110789664074161
90,3.4789669759987425,3.179100010176905,4.652902820568702,3.5373697714500785,11.132803747631995,3.179100010176905,12.376223037171705,7.207143154175995
91,3.756772523579938,3.179100010176905,4.862739570346064,3.7996058469613754,8.154970261019429,3.179100010176905,12.640424237478156,5.221650697363421
92,3.4789669759987425,3.179100010176905,4.652902820568702,3.5373697714500785,6.7856201570679575,3.179100010176905,12.28529583736592,5.273669586144618
93,3.750096375372309,3.179100010176905,4.681926150658252,3.9979171009515486,5.584439364107008,3.179100010176905,12.50442830241574,5.422401549967722
94,3.4789669759987425,3.179100010176905,4.652902820568702,3.5373697714500785,5.6654309228726785,3.179100010176905,13.223368403056181,4.792324692603863
95,3.982272322622661,3.179100010176905,4.367653780647512,3.468085719301434,5.180519169585935,3.179100010176905,12.323646811903075,4.909193373528172
96,3.4716725278517875,3.179100010176905,4.367653780647512,3.496374046381638,6.2744855375780215,3.179100010176905,11.278684978375242,4.5483783556025505
97,4.042201247914738,3.179100010176905,5.166592032722141,3.9027661527605066,4.831193400656222,3.179100010176905,11.812384923993347,4.266876435510511
98,3.432468867921132,3.179100010176905,4.367653780647512,3.468085719301434,5.103381924037672,3.179100010176905,12.0025870928619,4.730829904784315
