,values_0a_su2,values_0b_su2,values_0c_su2,values_0d_su2,values_1a_su2,values_1b_su2,values_1c_su2,values_1d_su2
0,22.972602365190582,4.067431928134401,25.6888520793405,21.768040917762974,19.216248932034166,4.067431928134401,21.276863801150476,26.975797421946766
1,24.964116660027432,3.7883311162571576,25.693470879459866,18.50245440317511,18.043652379138802,3.7883311162571576,23.363184514300688,32.61326903502708
2,25.019978684794292,4.82942721000323,26.544671595505346,21.336613717793604,18.70955327054961,4.82942721000323,23.08418485471963,28.89489333898368
3,25.51043517665486,5.1185776641681455,23.995167610241822,18.270034751253014,19.481751725632535,5.1185776641681455,22.86063774492278,31.50587491630952
4,25.5784065594774,4.250872644522934,24.581120437586094,18.882008567222176,20.68499903345299,4.250872644522934,23.119165141043933,33.49794347304748
5,24.144474964776723,3.960541327236634,25.401092804036317,20.45385096058175,17.196321018967637,3.960541327236634,22.819861516446203,28.619620854773594
6,24.677824419966953,4.248776841120711,24.675851647451704,21.21222102559314,20.955997734390802,4.248776841120711,23.511332242701958,31.63939672794947
7,23.152781692549247,3.8721476787483593,24.92714136242356,19.09163390153374,17.453891732003427,3.8721476787483593,21.156118469195818,27.832512619969986
8,25.989588623150244,5.059815852162261,25.082897618561066,18.095750710703975,18.461732379118715,5.059815852162261,23.01251003764708,31.386915930383413
9,22.958367380809932,4.197651072214431,24.868594491354894,22.041447663239307,18.898072617037094,4.197651072214431,22.759770613052773,30.000442098474956
10,26.91409001612412,4.844727498910169,23.79889090348732,23.87962003162282,17.75352751541312,4.844727498910169,22.090823240066282,31.151015430223445
11,22.909020558955184,3.9451362349289267,25.57436735911153,17.912018767120532,20.311435314917023,3.9451362349289267,22.713789236741647,29.24999314036154
12,27.039167999233683,4.291277647966515,24.776809627995235,18.88666722164238,17.919498734099484,4.291277647966515,22.377374265464823,31.24761924649138
13,22.900496452126912,4.682777904644508,25.18474989063025,21.497154311958322,18.51484886881889,4.682777904644508,24.395496495775593,28.440075445640577
14,23.386787377980074,4.5430730765091765,27.456424467971512,19.42627013064256,17.995082344705583,4.5430730765091765,20.296676871626033,29.01673865670737
15,25.44463741344384,4.703533472361574,23.579194819198037,19.990057256505718,19.927600326556064,4.703533472361574,23.919202513817723,32.305248022576194
16,25.419558548533434,4.2739744436166305,24.33835540842161,19.539213752127274,19.97470003306292,4.2739744436166305,22.45305671896047,31.56518780484355
17,22.70798930066268,4.959234843489135,24.555294441656116,20.531398454950665,18.98626732610898,4.959234843489135,22.253508089966015,29.211633567110944
