,ev_op_Hp15_2f_s170,ev_op_Hp15_2f_s225,ev_op_Hp15_2f_s128,ev_op_Hp15_2f_s88,ev_op_Hp15_2f_s28,ev_op_Hp15_2f_s11,ev_op_Hp15_2f_s34
0,22.424222495270268,19.856143887829962,26.925625447336692,14.773091676622467,29.0298724148376,19.055551212415647,33.84098807169725
1,23.013568366684343,23.769699371120563,22.1118441745258,17.68508361580464,31.9554533332471,23.065636095996236,34.93471304687218
2,22.529315240547287,19.057380226119122,21.300008551081582,14.131954975541607,32.04181061525206,21.668556745211283,32.389822665704074
3,22.509990897781993,20.28187148729823,24.84507849537347,16.63429034025291,33.214218002729424,21.407679461867716,33.08919216560662
4,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
5,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
6,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
7,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
8,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
9,22.424222495270268,19.057380226119122,21.300008551081582,14.131954975541607,29.0298724148376,19.055551212415647,32.389822665704074
10,28.27568610800673,20.494477074264726,19.078198478355528,14.98292720453952,25.777305740034276,20.69970079366296,31.170457360168268
11,20.7880715519322,26.282058845791497,17.101158657305497,16.08739532184042,26.415524289056883,19.203007966495925,29.967866496669792
12,22.58100106045917,23.921510182492657,12.413956232770795,14.657115741963015,29.199274393971944,24.206622183741455,24.44669825153865
13,16.67830258984083,15.504988480963847,15.671418334699466,18.059666153183738,26.687393999434157,16.40169282292591,20.06606420545311
14,16.866893308870676,14.049125863777906,13.040228605274374,15.586131804253782,28.628589057583646,12.989951989236346,21.74992142985964
15,18.71601732188921,14.84260247260674,13.786625710058566,16.764281532221677,23.25948333660778,16.313762859228113,20.785299064183462
16,17.15866954050486,18.648443477174464,14.85931210800509,16.164555387986095,24.40267783252087,17.35900377546551,14.450031993831074
17,15.248999698125793,18.981821243479704,15.903426596799884,13.837096501522465,25.886089717878864,16.562206376552464,19.714988631204626
18,15.698110856779127,15.423723816660567,14.12621702330811,17.546427545453483,24.24688502995257,16.0808295349283,19.35398868253471
19,20.032522502520045,19.027135658088074,18.81374813068458,14.117457060955585,19.585708218032526,12.499382349245725,14.532920410504842
20,16.707783125012767,17.66893936808887,17.344452604175068,18.504901924455602,22.679067819550873,12.43284660005552,15.131854866773276
21,13.190996709645574,16.144591439274066,11.398211288031623,17.186306729744476,17.189740247807684,13.630683501703114,15.098876543850588
22,15.572554609152686,14.142924978512244,13.83639332780804,15.179808354103526,14.612802267082959,11.69960987462098,12.383222337889897
23,15.878728789699535,17.658503375434538,11.285705346996755,14.719964303102293,18.886080970035632,12.09285871841924,12.489036797166357
