,ev_op_Hp25_spsa
1147,4.0615767423029405
1148,3.9367185079202773
1149,4.089824250334805
1150,3.9398422059165545
1151,4.047740966439093
1152,3.9437316335435977
1153,3.9958078703141715
1154,4.026550286740036
1155,4.129915355703643
1156,3.9396996335218573
1157,4.112595181454818
1158,3.825574556708011
1159,3.9391538066309697
1160,4.097625415285541
1161,3.985837892134077
1162,3.892888369185137
1163,4.142506419254915
1164,4.0208988645783466
1165,4.0097695220760645
1166,3.833653717904893
1167,4.161188897345938
1168,3.642020578916474
1169,4.279628968150043
1170,3.7364445561998005
1171,4.029782205632664
1172,3.7632163426590344
1173,4.2898022717386395
1174,4.016789561318134
1175,4.041253302950654
1176,4.027219943530295
1177,3.8482747788930194
1178,3.9355897551591275
1179,4.185307331349216
1180,4.0159109893988
1181,4.193431932571856
1182,3.768658365937152
1183,4.140008009279149
1184,4.037434787863822
1185,4.356567411294084
1186,3.8287718710060488
1187,4.424410888830928
1188,3.9638613812701546
1189,4.055564373687351
1190,3.7157447634552563
1191,4.209320828798483
1192,4.124298294784676
1193,4.240428467887174
1194,4.045226100205458
1195,3.8507675720478454
1196,3.902019554420751
1197,4.2508441418874305
1198,3.68444485950667
1199,4.307809444707625
1200,3.8730290133026886
1201,4.203650635351358
1202,4.118555907243353
1203,4.25761569660361
1204,4.087263934374232
1205,4.218710093749364
1206,3.763872035288291
1207,4.176223413943994
1208,3.8863873737600483
1209,4.374668552081914
1210,4.1269862935521475
1211,4.331243730484394
1212,4.0042004212261775
1213,4.251650226826353
1214,4.100464579419709
1215,4.257151327711948
1216,4.051518821053632
1217,4.163751984782908
1218,4.130665194378281
1219,4.226573382016588
1220,4.204828184786924
1221,4.248837347020602
1222,3.9252463217204334
1223,3.9976753213969825
1224,4.074656402046054
1225,4.09935525360018
1226,4.071434115458108
1227,4.294226701909674
1228,4.063445503258606
1229,3.9011945487652335
1230,3.8511951823832113
1231,4.029527430970799
1232,3.9778895563977614
1233,4.0045295682001845
1234,3.9572167045992908
1235,4.052613295575742
1236,3.9983258445794165
1237,3.948978866800113
1238,3.9332680403187728
1239,4.144601507552472
1240,3.8341168165822888
1241,4.265600030943022
1242,4.016136906985756
1243,4.209580884722086
1244,4.136318349915562
1245,3.9432615352774207
1246,4.029934737904306
1247,4.186456505897762
1248,3.6999080462147984
1249,4.085096558133335
1250,3.931631884662597
1251,4.1920896241547565
1252,3.9749382521294656
1253,4.265596856027788
1254,3.8748111475281584
1255,3.928092787679809
1256,3.9536198686825736
1257,4.225768396516795
1258,3.787839253199382
1259,4.267621736209819
1260,3.796044461555276
1261,4.127285569300397
1262,3.946118483563061
1263,4.182790493536329
1264,3.846112914114677
1265,4.208156341338383
1266,3.9927124385064374
1267,4.076031123853576
1268,3.6863557871965527
1269,4.082936572686706
1270,4.050307917740914
1271,4.085203057378317
1272,3.970717610250954
1273,4.079180752485559
1274,4.028522761776333
1275,4.044840934035906
1276,3.9094902860738006
1277,4.4557390183598535
1278,3.827764226928414
1279,4.270548466969161
1280,4.143705578279493
1281,4.053186141118069
1282,3.9328496625367886
1283,4.207551434243865
1284,3.8374603694683076
1285,4.07802821178108
1286,3.827881554893882
1287,3.985319296027673
1288,3.8467461454793823
