,ev_op_Hp15_2f_s170,ev_op_Hp15_2f_s225,ev_op_Hp15_2f_s128,ev_op_Hp15_2f_s88,ev_op_Hp15_2f_s28,ev_op_Hp15_2f_s11,ev_op_Hp15_2f_s34
136,9.08095014699,7.396950977320297,6.15713692063268,11.02574000923926,8.47667259213097,6.992957765341846,9.38832447384155
137,7.655279435871716,7.0071721509422185,6.585834266888165,11.069349400316275,5.494453387508058,10.02260580023384,8.714504088119693
138,9.715058047904881,6.7754133679152035,6.858685414962123,11.286978399006367,6.778670174299808,9.565650696048891,10.783898992022266
139,7.633669722101417,8.459985457007647,6.861343982839086,12.288433220401592,5.663977121550777,6.93392727391056,5.8782870119929385
140,8.210071614331062,9.526595163090013,6.507884063626014,11.90680784559232,5.947457264893135,8.049129698616206,8.38387665756325
141,8.664297857541914,8.192053501483398,6.946660575094162,12.525384517811073,6.19354697310518,9.439411820083157,5.614293812593231
142,8.44335435275898,8.913873942075304,7.530257647878063,11.607225093998888,6.678681759931542,9.759575012729355,6.502065674306018
143,9.78570484646388,7.805017458037315,7.095966161252632,11.409215625754568,7.067101661336371,9.431505548417537,8.053885454240637
144,9.900294535097458,6.901868029486496,7.569604324564135,11.639377366806524,4.989825950851676,6.728110831667576,6.004870292248331
145,6.492548968120203,8.264823120614093,7.0433178167512445,10.54520539572472,6.48530709292456,12.198508246926163,6.6773901530553905
146,7.678122018537417,6.301317365588545,8.041592014826014,10.252969087876679,5.601990752039979,9.320567034734495,6.139196597055029
147,7.152363958744044,8.692528899567176,6.148187413432228,11.713427334915208,6.522741696852931,7.992405499120234,7.355191808361966
148,7.13496044162095,7.657869656678377,6.993149688226544,9.617431670534426,6.319991607646032,7.133604632160938,5.4990855008859185
149,7.686182024830438,8.813872761542402,5.850725120462776,11.277543394791177,4.843683849798327,8.3695826845403,8.041162713254094
150,10.466972999166586,7.9460143667076455,8.21972341799903,9.937911171095914,7.897654456155715,6.320146097528391,7.692019617326148
151,6.259921299311771,7.100427165677571,5.6353959812521,11.005145890600504,7.131443729492933,7.4100195964554,6.171180451270095
152,7.309355673409895,6.6269044440463665,7.3139137821321665,10.299888252598201,6.225857629332065,6.642179423499699,7.551394173564174
153,6.884727231455224,6.134717882966893,7.460527078914313,10.461457439718794,6.736574845860865,8.356723748652492,5.55327803294213
154,6.162070923934056,9.922409990907292,8.822702933357553,8.418725651597773,6.073962454771095,6.909587049351549,5.684836195572822
155,9.22769255010179,6.854508737660307,6.23007470000265,11.096375759637182,6.17223589198228,7.5298630345626405,7.7011426883970495
156,7.114512246155738,6.474967711312403,5.979979774774192,9.89459668519642,7.1652323037288435,9.738699280728508,6.004840045412982
157,5.785571450447068,8.0375991129469,5.929455980262327,9.296408275205849,5.762899866519661,8.135838943959214,7.4307310592997915
158,7.139967238746685,6.09057481730774,6.8528462751621735,9.075361409066208,6.528550312959769,6.71328678538886,5.738230312171171
159,7.70653471485565,7.909968301700108,5.791425292103196,10.826395957889757,5.865084039084867,6.952754883613564,6.152128719435121
160,7.345487178841778,8.181690734089331,6.9975429860300915,10.177129933412523,7.8323734513374506,6.953504676031226,7.126522148528932
161,8.087631963946103,7.219346896104038,6.601448805212441,11.17150010328369,6.313950605410021,7.986060779431817,6.802728722572914
162,7.911832887351487,6.271223551480521,6.5463746607029805,9.884616963110185,5.584414732910833,7.501145894291595,6.624797339536754
163,7.096351154484918,6.869461495075226,6.751029163260094,10.190062554089849,7.09743815618292,6.475935353570146,6.900861998042454
164,5.923281725603006,6.556906275755955,7.068077440854346,7.762262006989849,5.105767122500702,7.204670709820262,7.025678400672467
165,7.995104709568845,6.493235666810364,5.736715570943604,9.076579862818814,6.092850489674478,8.456865579469675,5.182109676364129
166,6.357014969980994,6.9077790816613955,6.17198864387647,7.898875699987841,6.175747239668204,7.4600122418618104,7.0838846046756725
167,6.667224051959287,6.585976780752315,6.859097667431536,10.777800160843345,6.513171610902682,6.32966952156797,6.868933492569358
168,7.733407142728287,8.310752009934498,5.990061910461018,9.135267658135858,6.861721736124277,9.489949974666402,5.910620403627048
169,6.292983431414944,6.025755188188148,5.683814985069048,8.512874190871255,5.8335521745959955,7.06493562297244,6.29705403892247
170,7.247167958938499,6.637601508058478,6.444254338126857,6.988217678094593,6.33549071991695,6.671564839743196,6.98600871707191
171,5.20238675793168,7.456999910523835,6.706129285809706,10.152769297813274,7.025245067475105,5.3633736472168865,5.589812834876468
172,5.334703500932471,8.101720573433202,6.597416303843351,5.772468820507552,5.418304435400368,6.334335863438412,5.704009468330368
173,7.028877069278983,6.252447524850933,6.197072063768495,10.308462951635205,6.526020902006244,7.933838996905146,7.181095910157813
174,6.076751335434009,4.537682933155798,6.899904805652165,7.210367339530759,6.32921606697648,5.711430411005982,5.809284459615573
