,ev_op_Hp15,ev_op_Hp20,ev_op_Hp25,ev_op_Hp30,ev_op_H40,ev_op_Hp15_2f,ev_op_Hp20_2f,ev_op_Hp25_2f,ev_op_Hp30_2f,ev_op_Hp40_2f
0,24.278822030174958,24.84791336559841,18.723751834015356,20.036991664612632,20.26987765362388,25.784396426139168,22.042959006862738,26.34458641488733,17.554459372932048,17.750060388424828
1,23.73478312485904,22.08424302490535,15.139711895338309,17.31977225162125,18.064291808762473,15.218364453355695,21.58810738597575,18.423040853016712,18.012042559570684,19.91448449649572
2,22.893059332233122,24.25626120228019,16.978647560633643,17.1307730571528,19.044926159413098,16.09303316750804,19.064679000926986,22.378231603773695,17.638892289464,19.18084680309354
3,24.01861403831145,21.126989488940673,17.17288913325544,18.081468795635768,22.187546138761544,20.675766162000276,21.033624362296305,19.713965063700375,14.363356382216299,18.29024115291067
4,28.137917873019873,20.696253492718863,17.161857519478918,14.3730491522864,21.602999328558948,23.374759288198607,21.522709465596602,23.016643432368543,17.482719310308205,18.393563439404495
5,20.742841410376094,24.096639529149385,17.49266583221197,19.531382728131387,18.841342389435134,16.63709238413018,21.94957649769019,18.54007774095819,18.758425846305375,19.489658756610012
6,22.612576567655257,21.42898667840668,15.093088838171758,15.379598444423015,20.8724384945467,23.949001228681176,19.89532943825258,19.0949239327299,21.164142989176998,19.396601564506767
7,26.200517739907365,23.198403283992896,19.313288782171455,19.915341095169634,19.100447273081095,16.83479475868982,22.92025472560205,21.42541560965617,19.43227938621029,18.56458005086379
8,26.543114517946417,18.405452762447013,19.121938945861082,15.894303883277182,18.612522427253325,21.787830024640968,24.871519502866615,22.216386499067717,17.818740876906574,18.548224856794125
9,22.041690308816314,27.39609627331392,15.586429668162927,20.98376569094494,19.969054872351986,18.563977144570472,24.692617168067965,23.91301458256966,17.753604414728922,18.99921025671823
10,28.118801469835077,25.145272146021693,19.719206305169976,17.573383922388235,23.020610647160492,17.02354865965343,18.719277634865364,22.416045678216285,18.016810864100712,19.452246551503528
11,21.22577587196795,21.237522570623508,14.63246384180994,18.6529343083259,18.532354606300572,24.80337779242671,20.36406194732437,20.954826004726772,18.625891262462684,18.13688292553419
12,23.638952791065204,20.536062448344094,19.559423473827266,17.2651709375289,19.157087365540217,21.09882107150274,21.155614859784723,21.245769742115755,15.365238635622065,19.21738453920543
13,24.313523099364314,24.565434948057522,15.121144339976723,18.34844911273964,18.061553995663637,24.634139835314606,22.522870453819134,21.667354169661667,19.77768286019195,19.079430386150193
14,24.897836083379648,26.049100451496997,19.318387290441347,18.405740689029223,19.58827854424242,19.751403844080432,19.06244589105344,19.902959042331656,15.561574656036392,17.24529489714309
15,23.396204514682474,20.736248527757194,15.686551498506471,18.83681202645027,19.958889820198845,20.360294896116685,21.553032098340957,24.98583134183776,19.811722485208104,19.263695210627766
16,25.805431798219622,20.56962458876386,17.346173514742617,17.926393058505678,24.442391813649383,19.7198116651441,22.58780699136025,22.391886309991726,23.21588103131685,17.746714299936578
17,23.067901380351156,24.222412115363948,16.434591647043412,17.465194201977592,18.713042090099496,24.52892782604428,18.60210728953342,21.96379615075986,20.07964220501175,19.069924391204864
18,23.82600536670484,21.11975431396344,19.765109276446402,18.07940408463443,19.88928932818393,19.780285743465058,23.29748070838711,23.552597324875318,18.200558311397632,17.97566731856943
19,25.994887568405236,25.54072185460767,15.387545007327699,16.785012779817688,20.90612397130394,19.503917946228402,16.967457489563,19.454625327517544,17.680284546693994,20.30176811592362
20,24.568148549112824,23.622064022287173,18.306708382482583,20.07552797058958,19.243767724310814,22.703058876042732,21.422377665713977,23.073294094237088,18.865187779793114,18.801479111915114
21,24.02509078862551,21.7582164533195,16.55420937719064,15.544692198279963,20.73660491150224,19.464105060721558,25.662287334341613,20.698941172752946,19.71187597481529,18.993827015823907
22,24.572140966703707,24.77323131616157,16.159167113255027,17.482482792675977,17.511662070119087,16.957932166080248,21.28874405609831,20.212593868352496,18.45210458922354,19.452489901117236
23,23.752312293118596,18.58058525969672,17.390660831476954,17.284186477201267,20.00456189809285,25.55119142629654,20.206941601456894,22.367562186910632,19.87840301526451,19.71438127939971
24,25.905731062713688,25.041558156090407,18.908648924037188,15.746564539732804,20.040036665950762,20.69991376575225,23.25898516784071,22.06993064454929,17.950431025505885,20.16786010992638
25,21.370468329250297,20.853501623652438,17.1606738046677,19.848887705546563,20.112957701607858,19.61835447655512,20.529293779274692,21.281526817539827,20.559635752412508,19.671483966442914
26,24.87043886108395,22.370147453578646,17.480379035233597,21.14476479893283,20.40788962461013,17.62081763644777,16.287342421312474,18.616746381543166,20.798551371063475,17.933769339408837
27,23.709043795849112,23.242090768400267,17.628354251859253,15.898811949355567,16.632798548345086,22.060167235236317,24.206706842834507,23.35451049115357,20.22273519583985,17.45556369860843
28,22.052830250457905,22.623158463138644,17.601483609493535,19.26748505175317,23.418703570169345,15.25272718114757,22.31846166863392,22.17026210070888,15.480607496549737,18.971775656989028
29,26.387681708397206,23.57189676751406,15.543969930529503,17.646802507086257,19.23997321928176,27.32794284028404,24.19843774451353,18.10782566165365,20.42227725597602,17.77416113341643
30,20.977156046640516,22.283994425905664,18.732174402628484,18.645241153109662,20.06598398469167,23.64915756127825,21.09608584169026,18.86888754048804,18.730164247246538,18.40499462627835
31,27.794621603282287,21.798351020693957,16.118443924940237,17.372331642582562,20.066570701780023,19.58973771298579,19.22364871955617,20.036515861543492,19.85485812121598,18.0486516383168
32,21.813918365666243,24.536585052946258,16.314673417397792,16.31664645982135,22.011260578722016,20.770921274665895,20.899719239410057,21.119244305427113,17.628436829656717,18.913688433934514
33,24.734348070201417,20.368942176014755,18.287895234008637,19.755912808720073,19.924379282909385,19.50148885816476,22.347935122452594,19.209161449924007,19.244815133934896,19.79703052859135
34,23.328328186399,24.494089262524124,16.910002644680787,20.198357179682958,17.76192840443483,19.56354089300987,26.319934653038818,24.7581611110359,18.981782732985014,18.53235876192216
35,26.558872626976015,21.570284345913254,17.983451130668374,17.483228306854546,23.171253766245925,17.937011625573586,17.73398788717333,19.67794314480755,17.206804495005464,18.1037845010068
36,23.75362891103327,20.647732865981887,19.38572348404476,17.01254969825975,21.5352912423701,18.851776847684143,24.28316200655016,20.482286657357786,18.059512781429966,19.509673017584372
37,24.770991218864427,26.32292685130442,16.230134074907465,18.254069114835172,17.944887310926685,21.06283363179876,17.378085470873106,25.58890004256037,22.46558267967756,18.240544423734825
38,26.66175809668463,23.15789180513247,18.213843126214886,15.399330474444266,18.52253380827919,25.865762868106543,24.003242643217803,23.562681447333606,17.556853499326447,17.937482044137607
39,22.44040835027797,20.91046999338877,16.453737988806203,20.2054385974853,18.92794525373987,15.507717035125932,19.273218948862425,19.330948155635706,18.137525173335032,17.992348581932596
40,23.08853509499257,25.85682623966033,20.69743428466409,19.34049479407559,20.15891334658014,19.87349461876689,18.143876432612387,20.97063196296037,18.537418065736137,18.538778995223666
41,25.15316744788397,20.304863394340224,14.12570398512085,17.4598162203406,20.387324593297116,20.571571471147237,26.51372121718099,18.896724720434516,21.093262499512342,19.607114874075624
42,25.518904564709214,21.21802775448388,19.9347642768993,19.73868641723224,18.57595235446728,21.05454157813745,22.58428618143446,23.204521507809837,18.212510655116272,17.987322939774742
43,23.048468205632656,24.169100461442785,15.700814795767766,17.74563992107519,21.465983934098993,19.40342151042438,16.49373732858344,20.561652694989007,19.738172754133533,18.568522368727578
44,21.37869090035522,20.034947387786058,19.559596667113542,18.70685845620229,20.371782516872173,17.021837982671887,25.834129546288736,16.119748571962212,16.86708085273594,17.823721833739537
45,26.372534645050465,24.23043469415339,15.476681479231454,18.476385042920057,20.1021069961422,28.45566634873693,19.49425095533148,23.177864067467077,18.015787966626252,18.397677641130517
46,27.370119584274363,22.669943024134078,17.04842062646616,18.169597665209828,21.03358920475372,21.499510318627078,22.54278094923433,21.49977873264195,21.906325713103463,18.968109162564225
47,21.953401486151705,22.971964677296572,18.016815302930727,20.27694930636834,21.60789599657526,16.686949146913946,22.656481574751172,20.436165949057344,15.785065083213452,18.678342499088167
48,24.548201780692665,23.247285836441172,14.452876273872773,19.314475705970857,21.030015178723158,15.781366288626192,19.145274480256393,22.122466849099332,20.86836004258136,17.155738856680433
49,22.475898996714882,22.444178839625266,20.984779354803397,14.974056708431853,17.099600719740135,25.577845396576368,22.03154998231905,19.699751280602467,18.788163249905228,17.11938495756903
50,21.2506697635353,25.542161115210213,14.729926534472535,17.912402570824376,23.06031211964798,21.53744031379692,20.287538590064532,18.857800620759566,18.10501570871501,18.649013240485484
51,26.380884175038485,19.80884650603942,18.936437930398917,17.358367155434877,19.321899928466948,20.011960610410462,18.811682552710653,25.108844613630794,18.760940502420922,18.022256013821533
52,15.799652941206872,12.936674692652609,13.605068630799373,19.030951034081998,15.619772579274363,21.268115719887202,18.713693161581197,22.607881880106497,22.036271152140568,17.990458975042348
53,15.134519150798788,14.569649635574798,11.95630580824263,18.867507305336456,17.430646630463595,17.215877703522217,16.989611219315744,22.20754026699004,14.429670969281483,17.317763008547477
54,13.122749499801714,13.510703193464614,10.80370780046478,17.648492329910454,15.664783068679835,16.552241826122444,21.113689895796345,22.331208923626594,19.00373096278641,18.380028028300387
55,17.56710470198533,13.111930179611397,13.913708004726823,20.51911011084159,17.68639610570307,17.446517181027474,14.516475579345355,21.440817773819948,17.897196590396405,18.569551164481997
56,12.595846428609411,12.020966196338764,11.466800845201027,20.271543177779026,15.214454999307149,18.44422835300902,17.61173029738291,21.12140211948088,18.765081629680576,17.81770009771535
57,16.586838003975526,14.899994304545594,13.347764409199145,18.337277436924815,17.55469027573118,17.95230440891731,13.897429382029337,22.44515811714446,17.789722306378547,17.964247200761417
58,12.151845259362334,13.64398560554942,12.562457269378188,17.584293880817146,20.081406183142402,20.89160229061377,13.317018574670664,24.483974520216496,20.46786304790431,18.37853296491432
59,10.364641818734665,12.949986831348204,10.709447518400934,17.32150648552986,15.994139743958879,13.693124075586107,15.072049263151522,19.126935021694752,15.767652096896114,17.763640523027558
60,11.342539334424773,13.217498078149022,12.793738292621276,17.80449098087933,16.571040468723506,13.308047866575556,14.536894339103194,19.73756977386469,20.738503505455213,18.17790071221624
61,9.163637356358539,12.579417015477018,10.51093439638326,18.156833791304688,17.009734804746525,10.75517401385939,11.667263799077318,15.414676885379166,18.53630801431833,17.38778885712192
62,8.1137360781052,14.460242067710446,9.47146318615476,19.29462588690913,16.681797080725815,12.241446539401222,12.618416967135289,17.572220629710458,18.282885624543606,18.966187071456545
63,11.181492371737814,11.558591883968267,13.299444333437338,15.980733066167657,18.1344315406842,11.991654987530831,12.255770229029956,17.85612150685516,16.47684748063768,19.810868229303157
64,10.696909269975404,11.856201876177192,12.631281029260322,14.922466985309798,18.56542998528494,10.091821627646524,11.158853731727893,17.98421827290486,15.611701336217061,19.80329160303918
65,7.931258372850302,12.365716704677416,8.289710067717769,16.05607292850978,15.096861852913275,14.995936506194798,14.547841806658768,16.391520540673,18.376700885236332,18.665896452389543
66,7.906882640457061,12.794210503896972,7.621339468910693,17.208842883851286,18.271924205102117,11.087491708112918,11.74515547408403,17.24160086162358,14.224620532868887,20.22187231734475
67,8.562893367580797,10.904037927845316,11.849212914126962,13.15213106353523,16.23981352160295,12.44944860550028,11.86628616044435,15.595112729247635,15.79580677101926,19.0248930657376
68,6.4462851294129155,12.583859981811758,9.336810559149303,12.933744316771996,18.114397528337744,10.536940641912512,11.16914459354233,16.16696008326539,17.09074094922549,19.45904692539485
69,9.6228526087165,11.037114825741693,7.826619914222044,12.11046093280539,15.501684138201917,10.064759520314084,12.372759116554052,19.323827053010152,13.930498105783803,18.925247372491192
70,7.617087977212163,10.916651368670578,9.863314777878346,12.354752839536511,15.710592321048116,13.312162053151058,14.130623418185777,18.15594261107309,18.443613652646007,17.980624961255682
71,6.841544683449474,11.871973093057745,7.055777917383451,12.436316279278358,16.23407329779157,9.820666389712722,11.334719163448085,18.261601891984693,15.933213690515123,19.191603477733548
72,8.102032040639902,13.138599406175345,10.204667494229145,11.757790125985998,17.53485618925681,10.494824267203873,11.62324160717653,18.68294537839806,20.42534784206716,17.394424637686615
73,6.546043014408328,9.702624787613347,6.196385225089771,13.488292522272825,13.885583359816502,12.504847315141236,13.3471630907393,14.328117939442876,14.969250389591673,17.962266099118544
74,8.138163024789037,11.613610543879693,7.537721742294587,12.997600681560296,14.024826616664045,14.495687849095038,12.090812488613512,15.3925977399434,19.252709444602168,18.599351940253648
75,6.095643382945561,9.283589358300501,6.963393941445195,11.925899416288237,14.880418613415682,8.585478240931288,12.674952124591947,14.35702299803319,21.333372467426656,17.697786689548856
76,6.335962283847591,13.101302131916745,8.99281207478748,10.9513933463074,14.922274947246093,7.779849263576447,13.984257747109584,16.016487366229015,18.907257337835247,20.069716748601447
77,6.636851696399511,7.68069999960283,5.928305072339287,13.09464688066256,15.42528354551866,12.690850447407048,11.613498538744443,11.986421012547193,18.907287205619472,18.675852440766757
78,7.436010943980746,7.510239181618517,6.686375406626152,14.124748058541746,12.495146042607267,9.942667372475727,11.919715895994086,13.021291316251315,18.87231123965506,19.877120973538236
79,5.9559683888121855,8.592935376197921,7.172663267782225,10.154560887652933,16.190253110519965,8.618064034134298,11.272395822145391,12.998663294412541,17.519357780956636,18.68590850851426
80,7.02131053779908,10.12929142776431,6.9745763218538235,11.157657982575397,14.741321433657426,10.56977344924757,12.594832259478306,13.195093504886497,18.946003977723727,18.64298878264438
81,6.058686531311299,6.387767948154846,5.65194208946177,11.805533694903499,15.08983269022886,6.7554483935573915,10.659715261808605,11.971626043462008,16.615910417950484,17.643433201932798
82,6.201112346449356,7.62358724454077,6.616304465160061,11.332733730189187,15.285081610023566,9.15772093903112,12.860090400999987,9.99519616773439,17.92854559394153,18.11998550421549
83,6.34962253837746,6.758423301871597,6.686875342817156,11.330983411594563,13.974977792552881,8.148977935606773,10.321113574761169,15.906753156960677,16.00645868159744,17.755415296578242
84,5.982221508734521,6.508957219246035,6.496304545582562,12.697444878384655,15.200210751701569,9.430379351456626,11.221555186253905,11.580728881663058,17.408071137811568,16.106360176098075
85,6.579197869591373,7.8964875202951825,6.804667865308602,9.669823678246798,13.023077467456224,6.8167719450723645,11.308963319495355,14.479141241002175,16.627558162035267,17.97797651592934
86,5.77413505721066,5.3690690320422165,7.788154915116504,9.894908232579073,13.800581545366366,8.295705339654676,10.098161001441246,12.905169118538504,18.842071001548646,19.108306060951275
87,6.869638740585887,7.9709459218875045,5.413424751890574,10.975362375318989,13.99192340893896,6.753977917422819,9.91897087589037,14.541215076651927,16.322430215437365,17.97215074801846
88,6.541996629705604,6.162441570734644,5.4812968342355575,8.582328451957665,13.816009070930923,8.47685880478367,10.493570123811855,11.97368425642769,18.777665340464885,19.692642607010683
89,5.721340521356915,6.279827150440289,6.902484392208689,12.11983557625505,15.15215500069457,7.25962770327652,11.250337279820808,13.706995294725548,16.726949088515607,17.18741355503903
90,6.18475744257728,5.0895990685165575,5.869928705537684,10.310499237705828,12.928156800448429,6.951059301020673,10.060874777473055,12.20261575548514,17.080565032014214,17.156744285920997
91,5.902920824482602,7.420089031812694,5.534947960491708,9.401516718212969,15.21095762000878,8.152782049993691,13.020674428031581,14.609626005910123,16.79495326239006,19.886751157196546
92,6.528794010004708,5.132637709095069,5.894282871724374,9.620039591533336,16.040966703309614,7.745122778091038,10.413428774769123,11.55979326169995,16.955723148583907,18.76194838334488
93,5.754907151611621,6.611114286821078,6.053743638337796,9.720984852402548,12.243554549785934,6.766972986882942,10.99940347741605,12.715011481820554,15.032305581378242,18.632554368531714
