,ev_op_Hp15,ev_op_Hp20,ev_op_Hp25,ev_op_Hp30,ev_op_Hp15_2f,ev_op_Hp20_2f,ev_op_Hp25_2f,ev_op_Hp30_2f
0,14.90189454576731,14.723072162314798,12.588531683090444,17.128535084458818,8.281388428064918,14.42106485051124,14.944608243604304,14.058374826753605
1,14.90189454576731,14.395842233899188,12.588531683090444,15.935168612879966,8.281388428064918,19.877094178194188,14.944608243604304,17.83192376289318
2,14.90189454576731,14.09641992266662,12.588531683090444,14.273313993410616,8.281388428064918,17.846826612611846,14.944608243604304,14.449172475953077
3,14.90189454576731,14.569231095676177,12.588531683090444,14.188066964329304,8.281388428064918,16.542298255356542,14.944608243604304,15.154356232270688
4,12.05240143260323,14.948989689311391,12.588531683090444,14.139518990931863,10.134310501773014,16.701884602089898,14.944608243604304,13.172634537615563
5,13.751551416359865,14.582362245167722,12.053336580701457,14.139518990931863,10.185584967872478,14.352777206113483,14.535722860857126,13.172634537615563
6,12.637949863981977,14.948989689311391,12.441480259755055,14.303892382933586,10.413213870679948,16.778694706140485,13.922621477640904,14.362349390903097
7,9.75878301529719,14.569231095676177,7.977949804804727,14.112095190951106,8.905619387574767,16.598034683435067,15.12057801790104,13.531778505790998
8,8.82987659442942,14.582362245167722,8.029305303332151,14.128823809471582,8.803024448880421,14.37797551136779,14.352623998017656,14.075388602387209
9,11.414358036862286,12.384583633152271,8.174358091562452,14.24007383682404,9.651140005723402,12.288376386214106,15.447434030888088,13.329437857476456
10,8.95379545649226,11.491419066028463,8.179989419304807,14.239147263241406,8.072101925042503,11.95985600303704,14.726732606795563,11.75309748837398
11,8.857980385693784,11.002256308299732,8.174358091562452,14.760728507195925,8.385957445110366,10.470503945538496,15.447434030888088,12.445545196680584
12,9.345057885053375,11.73650046606124,8.029305303332151,14.518307567568838,7.584576461213717,9.038151690565918,14.352623998017656,13.978806284646051
13,8.679439127609431,13.060647769426136,8.179989419304807,14.842694208374096,7.965813793663309,10.695858134920249,14.726732606795563,11.938868156150347
14,9.129304546220808,10.387690480832532,6.411573086487486,14.710785516534768,7.450745851210205,10.782506250819894,14.48577112016527,11.91763454744454
15,8.882166781252748,10.066957396106654,8.038513423839175,14.72291482706437,8.596278225591986,8.236214627343415,16.447285976766953,11.924573504127542
16,8.453772549870047,9.876096313959048,8.092226626237927,14.710785516534768,7.450745851210205,8.528454330342512,15.27718581660198,11.91763454744454
17,8.453772549870047,10.399865849236448,8.629501827304782,14.842694208374096,7.450745851210205,9.378232180488425,13.796133435510084,11.938868156150347
18,8.312444811818933,10.014674130391397,7.010521999172924,14.72291482706437,7.450745851210205,8.246933856660394,12.54421841271922,11.924573504127542
19,8.312444811818933,10.376275736418773,8.64337964405954,15.51788046353088,8.963971869963814,8.949050692048027,11.802626269751377,12.013016715142747
20,10.56200893343141,9.93837429610472,6.429698071406442,14.631459112507478,8.825936357086038,8.889894338797268,11.685441336392778,13.702047931563245
21,7.6075148132688035,9.896260847039873,6.52436972382792,14.222691957024146,9.37191075265486,11.918205674809144,11.238008022666572,12.051356691359214
22,11.168379420361935,10.731864410427187,5.926732663568874,15.73658329360874,8.528691366960224,10.881793062482094,11.70737375089182,12.004792395966804
23,7.445131485672778,10.82493512714228,6.314707780834482,17.020111920110786,8.049128459459993,8.873142096077274,11.210161484553938,12.193267890737564
24,5.03952958702643,8.881465698500776,5.736685926025813,14.339216760975226,9.576431958195052,8.724699160430198,12.117808077068291,12.662531079246548
