,ev_op_Hp15_3f,ev_op_Hp20_3f
0,17.22233743235681,22.514780598351106
1,14.19018006575766,22.514780598351106
2,16.957282227148177,22.514780598351106
3,15.933015116862217,22.514780598351106
4,16.07425855617363,22.514780598351106
5,12.15564535501065,22.514780598351106
6,15.705161501854937,22.38995948636433
7,11.155834034035447,18.612140230194253
8,10.886629757140229,19.79945860739386
9,13.295019541512819,22.18652738194419
10,11.084503425927421,16.334236322798656
11,12.329902971492793,17.324700453305493
12,11.643221953524678,15.664825595960792
13,12.077453443011532,16.545394500107875
14,10.168099113262572,15.373129114364627
15,10.556040444469641,15.896888743065185
16,11.82317372887463,14.259540975237819
17,11.963489903663499,15.70398804191832
18,12.334896986649241,13.420724916149902
19,12.93140249820101,13.42293581142883
20,9.831641199332857,14.610391936922296
21,12.691149693427198,15.941470216025074
22,10.45872743472945,15.078648682996862
23,11.838269971426076,14.229857903515777
24,11.514362707688154,13.361423676123785
25,9.656469032072371,14.748870738097308
26,10.488339191264858,16.023516932692946
27,10.470798333655027,14.84231641104774
28,11.024971392837548,14.218384998587247
29,10.149412861669392,13.412375877865706
30,11.521857246468558,14.431562003241464
31,11.535212509649886,15.58492693505717
32,11.029455172930316,13.402046655751832
33,11.695236835662326,11.69513382132078
34,11.2534443320357,11.906606826442752
35,11.882718359808067,12.56436409724301
36,11.549121780536247,13.411736425977475
37,9.50064722600428,12.540507555384252
38,9.46404632634024,13.249145681455898
39,12.102983788985258,11.231385313064276
40,8.48905273118815,13.522184344964877
41,8.429863725173732,11.232801080350118
42,8.512556922590916,11.455810942189572
43,9.104114555013842,12.113396488208187
44,9.277129001517949,13.062059841295936
45,8.30653716412371,12.55951550156594
46,7.29380669960472,12.097911006669177
47,8.9922591628342,11.989693424324365
48,7.282238664878324,10.908889827007844
49,8.833434329838862,13.208453040267592
50,11.572710900651815,12.62454497428656
51,7.737453090343045,11.871626992695935
52,8.967741922685281,12.744462528929557
53,7.851356211743055,11.925108816785473
54,8.969106047340937,13.09258720807954
55,7.569111605815509,11.464119060245766
56,8.556165480586621,11.59190074123502
57,8.100598953414343,10.922396926004975
58,10.197033610052609,11.599833637843787
59,7.748547841346286,10.462895698048932
60,8.545368140160985,9.790345340212822
61,8.01871086578461,9.559032568095523
62,9.802846729126328,9.559032568095523
63,6.5493386600729195,9.93232426789826
64,7.122503322211169,9.559032568095523
65,7.941506184137688,10.267314846198484
66,10.142668824401948,9.559032568095523
67,6.760809155924027,10.220921365495409
68,7.5520590145622135,9.559032568095523
69,7.760088464289554,10.865283622220383
70,8.42007885075449,8.775821006791103
71,7.1269588537830675,10.580487050838316
72,9.26373183533716,9.520515853935445
73,8.077600022116357,10.044889611257913
74,5.961562716220825,10.504302226777165
75,7.05355344965123,9.737162594343097
76,10.019263303155652,9.19252039223467
77,7.093764711720762,10.54028499420473
78,9.098444781633416,9.247086574068739
79,5.713628892731159,10.51241981979342
80,6.299001309245116,9.037951615264502
81,6.6529509546728205,9.22158306467013
82,6.26495929157055,9.135874715223743
83,6.706218098259914,9.059746646219226
