,ev_op_Hp15_3f,ev_op_Hp20_3f
0,17.9365370142516,20.415316109919694
1,15.50028795845727,25.964596721062495
2,21.852941345658028,21.333433532258297
3,14.643407260675,22.44343335772025
4,20.70581562665224,22.850456868473238
5,14.887572726616364,18.248649929747653
6,15.310600708031524,23.43325322894748
7,18.50763794922417,23.072355696716368
8,15.82255076507028,19.87893298992758
9,20.85702692703482,22.456772514971863
10,22.729796141286602,22.87956671082874
11,17.445830072929283,16.759797348635843
12,16.71385916080749,21.929594870962664
13,20.078634895122054,22.569038706516476
14,20.46148875647782,24.540203661259724
15,17.75456419885477,20.728044780879173
16,22.71408347269392,23.80466505479468
17,16.4001523351293,21.792731227437073
18,23.209394909916206,20.464563319600053
19,14.651931266673586,20.561701863663696
20,16.202324493407243,23.106851616633797
21,21.60247609551093,20.794875837110023
22,20.847683721553473,23.50957252712299
23,15.748076987051626,25.02117028199554
24,16.856156145441492,20.135039055297344
25,22.766233794785226,22.176012368561548
26,14.501043759967702,24.870250422046325
27,24.92792656158049,19.73366149470461
28,21.082501264834047,17.24038597025683
29,12.03550331474496,26.393611661842215
30,22.593010122207712,22.837989677112997
31,15.044080114499632,20.377393140756766
32,17.21001216436351,21.265609600665755
33,22.09382940797992,19.870866159294675
34,15.01807556430125,21.8710034372129
35,17.13267902489535,22.174386019655653
36,24.333717024165825,22.367007260525693
37,14.257721249299772,22.57402897081077
38,21.49536643978103,21.63475926864803
39,16.32648135081218,19.39477466040576
40,19.557987734013945,21.251867914139716
41,19.995019019583772,22.493297460894052
42,17.540057527731417,24.112670635619892
43,17.992391000086293,19.422372350474735
44,19.78943296471218,21.875774667687857
45,17.861566877373722,25.33634217410341
46,20.419649790757372,22.78488507067147
47,18.048848594342488,20.295629151452392
48,16.56891846395149,22.970356029444662
49,20.01884192993726,23.218104084935856
50,18.216587264838672,20.34708867852367
51,19.04559123783645,23.700349229412907
52,16.031479490396315,18.549092941208745
53,21.812015068999976,21.18112635673919
