,ev_op_Hp15_3f,ev_op_Hp20_3f
0,3.7823614391722584,15.211639012817566
1,4.993923077124165,15.39067501246405
2,5.602873939223161,14.819994687091013
3,5.101521903342802,12.998426309404062
4,3.7823614391722584,14.853416408709768
5,3.7823614391722584,14.537596626133489
6,3.7823614391722584,11.755371319164267
7,3.7823614391722584,9.967710833446189
8,3.7823614391722584,11.120637143699259
9,3.7823614391722584,9.123996923784155
10,3.840905206198271,8.918550892073386
11,4.9815570004630425,9.872810088113122
12,5.2790412952687005,9.887757397470068
13,3.7823614391722584,9.87764360659428
14,3.7823614391722584,9.872810088113122
15,3.7823614391722584,9.10260284899169
16,4.94372497592966,8.818426001081862
17,4.652953991497009,8.972069295062772
18,4.723507815449945,10.71839358514696
19,3.7823614391722584,8.185353342584126
20,3.7823614391722584,8.70048963165166
21,3.7823614391722584,7.255692383860615
22,3.7823614391722584,8.513015885878449
23,3.7823614391722584,8.526690995727018
24,3.7823614391722584,8.413168134397413
25,4.405358355817514,8.031983961630708
26,3.9456076917080947,8.28933255208999
27,4.411246150804166,8.297166603734041
28,3.7823614391722584,7.7875210914650586
29,3.7823614391722584,9.318459144698522
30,3.7823614391722584,8.716932264155083
31,4.735376406019808,7.234386544196823
32,5.588066757271508,8.319396803490598
33,4.018798276139758,9.38644613279321
34,3.7823614391722584,7.317006249828144
35,3.7823614391722584,7.627427423219647
36,3.7823614391722584,7.06769453934504
37,3.7823614391722584,7.867888012449222
38,3.7823614391722584,7.838849168070673
39,3.7823614391722584,7.497028315116219
40,3.8946220369602855,8.443228086753946
41,3.8504372231262867,10.008960845202271
42,3.813593200307624,10.06086897610231
43,3.7823614391722584,6.565278815858305
44,3.7823614391722584,8.022992602768207
45,3.7823614391722584,8.425694594447377
46,4.150391415513916,8.107258681629077
47,3.5530953541211816,7.6697324816272685
48,3.675357910705135,6.304407760916558
49,3.6479498061335316,6.4324910925235335
50,3.7405355810207412,6.405913484706645
51,3.880799068722354,6.331186820029919
52,3.8425691760489977,6.405913484706645
53,3.740280702974942,6.4324910925235335
54,3.7922259255974486,6.331186820029919
55,3.352112846437006,6.531023967028501
56,3.6671617163346264,6.567680608196571
57,3.4869825615625034,6.2286440174109705
58,3.7079026741034355,6.178108455929764
59,3.708195041217976,6.234352920847523
60,3.432024850517056,6.047277125894116
61,3.425260630656662,6.383354716660308
62,3.731420731775209,7.855730706541984
63,3.3262736499491803,5.357270643879665
64,3.4542478243117394,6.897972057567009
65,3.3375667350336684,5.048107381871783
66,3.3244007308791055,4.959762007588873
67,3.2958510207662237,6.495010801026204
68,3.3235280780247822,5.505122380121987
69,3.2958510207662237,7.1479506321049096
70,3.301625853902902,5.377671967389883
71,3.2958510207662237,5.400104939366524
72,3.3282682948428755,6.227262961154653
73,3.2958510207662237,5.095047512900693
74,3.3174003451573792,4.959762007588873
75,3.2958510207662237,5.147213868407317
76,3.3107467426607937,5.588655096025552
