,ev_op_r_COBYLA,ev_op_r3_COBYLA,ev_op_H_COBYLA,ev_op_H_2f_COBYLA,ev_op_H_3f_COBYLA,ev_op_Hp_COBYLA,ev_op_Hp2_COBYLA,ev_op_Hp3_COBYLA,ev_op_Hp4_COBYLA,ev_op_r_SPSA,ev_op_r3_SPSA,ev_op_H_SPSA,ev_op_H_2f_SPSA,ev_op_H_3f_SPSA,ev_op_Hp_SPSA,ev_op_Hp2_SPSA,ev_op_Hp3_SPSA,ev_op_Hp4_SPSA
0,6.09619140625,3.564453125,7.37744140625,6.6064453125,6.64013671875,4.94970703125,6.9970703125,7.10986328125,6.830078125,5.11181640625,3.9658203125,5.28857421875,4.8974609375,5.3623046875,7.4169921875,7.00830078125,6.0048828125,5.96923828125
1,6.09619140625,3.564453125,7.37744140625,6.6064453125,6.64013671875,4.94970703125,6.9970703125,7.10986328125,6.830078125,5.11181640625,3.9658203125,5.28857421875,4.8974609375,5.3623046875,7.4169921875,7.00830078125,6.0048828125,5.96923828125
2,6.09619140625,3.564453125,7.37744140625,6.6064453125,6.64013671875,4.94970703125,6.9970703125,7.10986328125,6.830078125,5.11181640625,3.9658203125,5.28857421875,4.8974609375,5.3623046875,7.4169921875,7.00830078125,6.0048828125,5.96923828125
3,5.05322265625,6.00927734375,7.37744140625,6.6064453125,6.64013671875,6.48681640625,6.08251953125,6.568359375,6.544921875,6.06103515625,4.17919921875,5.28857421875,4.8974609375,5.3623046875,7.2392578125,7.3720703125,7.1796875,5.81982421875
4,3.44482421875,4.271484375,7.37744140625,6.6064453125,6.64013671875,4.98974609375,6.63134765625,6.9970703125,6.7197265625,3.42138671875,5.08251953125,5.28857421875,4.8974609375,5.3623046875,7.37646484375,7.2998046875,5.97412109375,5.5478515625
5,5.57177734375,4.271484375,6.94580078125,7.02685546875,5.7587890625,3.86767578125,7.03076171875,6.0625,5.1669921875,5.80029296875,5.08251953125,7.21630859375,6.14892578125,6.6650390625,4.9931640625,7.08544921875,6.9111328125,6.63232421875
6,3.44482421875,4.77197265625,6.89208984375,6.60888671875,5.568359375,6.69580078125,7.33642578125,5.619140625,5.84326171875,4.39404296875,4.00244140625,5.29638671875,4.96044921875,6.3876953125,5.4013671875,6.94140625,6.94287109375,5.69091796875
7,3.76123046875,3.8251953125,7.20849609375,6.4560546875,7.01025390625,4.55029296875,6.6689453125,5.61181640625,5.57470703125,3.42138671875,4.7236328125,7.22216796875,6.80322265625,5.98681640625,4.67919921875,6.84716796875,5.99072265625,6.1787109375
8,4.34130859375,3.8251953125,5.8125,6.77197265625,7.1689453125,3.86767578125,7.06005859375,6.57080078125,6.60791015625,3.42138671875,4.7236328125,6.5029296875,7.2822265625,6.537109375,6.044921875,6.3623046875,6.95849609375,6.8115234375
9,3.50634765625,4.8798828125,5.65771484375,7.21923828125,4.86279296875,5.19775390625,6.00634765625,6.68701171875,6.732421875,3.73193359375,4.3876953125,5.28076171875,5.548828125,5.50830078125,4.67919921875,6.388671875,5.82958984375,5.6220703125
10,3.41845703125,3.822265625,3.552734375,5.03076171875,5.0869140625,3.86767578125,5.84228515625,7.15234375,6.783203125,3.76416015625,5.01416015625,4.49365234375,5.27978515625,6.1904296875,3.82373046875,4.1748046875,5.63818359375,6.5498046875
