,ev_op_r_COBYLA,ev_op_r3_COBYLA,ev_op_H_COBYLA,ev_op_H_2f_COBYLA,ev_op_H_3f_COBYLA,ev_op_Hp_COBYLA,ev_op_Hp2_COBYLA,ev_op_Hp3_COBYLA,ev_op_Hp4_COBYLA,ev_op_r_SPSA,ev_op_r3_SPSA,ev_op_H_SPSA,ev_op_H_2f_SPSA,ev_op_H_3f_SPSA,ev_op_Hp_SPSA,ev_op_Hp2_SPSA,ev_op_Hp3_SPSA,ev_op_Hp4_SPSA
0,5.18505859375,5.48388671875,6.85400390625,5.45654296875,5.07177734375,7.3076171875,6.7138671875,6.71142578125,7.02490234375,5.67431640625,3.931640625,5.9541015625,7.2470703125,5.62158203125,5.6455078125,6.88037109375,5.43505859375,6.36083984375
1,5.18505859375,5.48388671875,6.85400390625,5.45654296875,5.07177734375,7.3076171875,6.7138671875,6.71142578125,7.02490234375,5.67431640625,3.931640625,5.9541015625,7.2470703125,5.62158203125,5.6455078125,6.88037109375,5.43505859375,6.36083984375
2,5.18505859375,5.48388671875,6.85400390625,5.45654296875,5.07177734375,7.3076171875,6.7138671875,6.71142578125,7.02490234375,5.67431640625,3.931640625,5.9541015625,7.2470703125,5.62158203125,5.6455078125,6.88037109375,5.43505859375,6.36083984375
3,3.42431640625,3.47412109375,6.85400390625,5.45654296875,5.07177734375,7.255859375,7.1064453125,4.95703125,5.1025390625,3.38037109375,4.6748046875,5.9541015625,7.2470703125,5.62158203125,7.310546875,5.10986328125,6.65966796875,5.19775390625
4,5.82958984375,4.9013671875,6.85400390625,5.45654296875,5.07177734375,7.2890625,7.05078125,6.33740234375,7.2080078125,5.35791015625,3.40673828125,5.9541015625,7.2470703125,5.62158203125,5.64306640625,5.15869140625,4.98486328125,6.83935546875
5,4.47900390625,4.9013671875,6.599609375,6.23486328125,4.94091796875,6.341796875,7.123046875,7.40625,6.85009765625,3.94580078125,3.99365234375,7.21826171875,7.318359375,7.37744140625,4.21728515625,4.38916015625,5.9619140625,7.2265625
6,3.42431640625,5.302734375,6.41748046875,6.90087890625,5.076171875,5.9765625,6.98876953125,6.12744140625,6.8134765625,3.38037109375,5.2265625,6.54541015625,7.1806640625,5.4658203125,6.05078125,6.109375,5.52978515625,6.375
7,3.40673828125,3.61376953125,7.271484375,6.12841796875,6.048828125,7.3681640625,6.77490234375,6.21728515625,6.7998046875,3.52392578125,5.37451171875,6.51953125,5.94091796875,7.10791015625,5.99365234375,6.1826171875,5.6982421875,6.4423828125
8,4.23291015625,3.61376953125,5.6240234375,6.1005859375,6.15625,5.9765625,6.61328125,6.52685546875,6.322265625,4.06005859375,5.37451171875,7.26611328125,6.4658203125,6.85205078125,4.21728515625,5.51171875,4.7373046875,6.7294921875
9,3.40380859375,5.70654296875,5.595703125,5.20361328125,6.02001953125,4.2509765625,6.85546875,5.42578125,6.96630859375,3.47998046875,5.28466796875,5.95849609375,7.15283203125,6.2880859375,4.02978515625,4.2734375,5.2587890625,5.26904296875
10,3.40380859375,3.8466796875,6.908203125,5.76708984375,6.72802734375,5.8095703125,5.421875,4.8046875,6.3505859375,3.39501953125,6.03271484375,4.2939453125,4.9677734375,4.66357421875,4.02978515625,7.16015625,5.74658203125,4.861328125
11,3.38037109375,3.5283203125,5.595703125,6.2734375,7.21533203125,4.90869140625,7.228515625,6.26708984375,6.7998046875,3.46240234375,4.5478515625,5.6767578125,6.60400390625,6.71826171875,3.53369140625,4.5966796875,5.30126953125,4.70849609375
