,ev_op_r,ev_op_r3,ev_op_H,ev_op_H_2f,ev_op_H_3f,ev_op_Hp,ev_op_Hp2,ev_op_Hp3,ev_op_Hp4
0,5.67431640625,3.931640625,6.54638671875,4.8974609375,5.3623046875,5.6455078125,6.646484375,4.1982421875,6.36083984375
1,5.67431640625,3.931640625,6.662109375,4.8974609375,5.3623046875,5.6455078125,7.1708984375,5.29638671875,6.36083984375
2,5.67431640625,3.931640625,7.1259765625,4.8974609375,5.3623046875,5.6455078125,6.90625,4.51220703125,6.36083984375
3,3.38037109375,4.6748046875,6.38916015625,4.8974609375,5.3623046875,7.310546875,7.1240234375,6.9736328125,5.19775390625
4,5.35791015625,3.40673828125,6.03759765625,4.8974609375,5.3623046875,5.64306640625,6.72216796875,6.27490234375,6.83935546875
5,3.94580078125,3.99365234375,7.22998046875,6.14892578125,6.6650390625,4.21728515625,7.07861328125,4.69677734375,7.2265625
6,3.38037109375,5.2265625,6.57275390625,4.96044921875,6.3876953125,6.05078125,6.423828125,5.97119140625,6.375
7,3.52392578125,5.37451171875,6.69921875,6.80322265625,5.98681640625,5.99365234375,7.1708984375,5.9150390625,6.4423828125
8,4.06005859375,5.37451171875,7.107421875,7.2822265625,6.537109375,4.21728515625,7.25146484375,5.43359375,6.7294921875
9,3.47998046875,5.28466796875,6.60400390625,5.548828125,5.50830078125,4.02978515625,6.7822265625,5.94970703125,5.26904296875
10,3.39501953125,6.03271484375,6.6572265625,5.27978515625,6.1904296875,4.02978515625,7.3896484375,4.94921875,4.861328125
11,3.46240234375,4.5478515625,6.56982421875,4.99609375,7.1298828125,3.53369140625,6.4755859375,6.79248046875,4.70849609375
12,3.37158203125,3.40673828125,6.82861328125,5.548828125,5.50830078125,4.19189453125,7.16845703125,4.81201171875,4.61474609375
13,3.38037109375,3.77099609375,6.626953125,5.27978515625,6.1904296875,3.8486328125,7.13623046875,5.34033203125,6.14306640625
14,3.37158203125,3.40673828125,6.45751953125,6.24609375,6.9755859375,3.62353515625,7.017578125,4.17626953125,4.59033203125
15,3.37451171875,4.41357421875,6.955078125,5.22412109375,6.14111328125,3.53369140625,6.75048828125,6.39208984375,4.55029296875
16,3.37451171875,3.4228515625,7.0986328125,6.48681640625,7.2333984375,3.798828125,6.2744140625,5.39306640625,4.2578125
17,3.37158203125,4.23291015625,6.59326171875,7.3974609375,6.05078125,3.53369140625,7.3056640625,7.02587890625,6.70166015625
18,3.37451171875,3.5478515625,7.21533203125,5.021484375,5.45947265625,3.38427734375,7.17822265625,6.0146484375,6.82666015625
19,3.37451171875,3.4052734375,5.57275390625,5.7412109375,4.97900390625,3.48876953125,7.14306640625,5.6982421875,4.13525390625
20,3.37158203125,3.74951171875,6.376953125,4.49365234375,6.33544921875,3.3837890625,6.8837890625,4.37255859375,5.29931640625
21,3.37451171875,3.548828125,6.96337890625,5.5888671875,5.82177734375,3.458984375,7.11572265625,6.05712890625,5.1064453125
