,ev_op_r_COBYLA,ev_op_r3_COBYLA,ev_op_H_COBYLA,ev_op_H_2f_COBYLA,ev_op_H_3f_COBYLA,ev_op_Hp_COBYLA,ev_op_Hp2_COBYLA,ev_op_Hp3_COBYLA,ev_op_Hp4_COBYLA,ev_op_r_SPSA,ev_op_r3_SPSA,ev_op_H_SPSA,ev_op_H_2f_SPSA,ev_op_H_3f_SPSA,ev_op_Hp_SPSA,ev_op_Hp2_SPSA,ev_op_Hp3_SPSA,ev_op_Hp4_SPSA
0,3.1515625000000003,3.3021484375000005,5.3826171875,6.1138671875,6.421484375,7.149609375000001,7.151953125,4.4712890625,7.188671875000001,3.5207031250000003,5.772265625,6.2837890625,7.1064453125,5.481640625000001,4.0199218750000005,7.1572265625,6.578125,5.491015625
1,3.1515625000000003,3.3021484375000005,5.3826171875,6.1138671875,6.421484375,7.149609375000001,7.151953125,4.4712890625,7.188671875000001,3.5207031250000003,5.772265625,6.2837890625,7.1064453125,5.481640625000001,4.0199218750000005,7.1572265625,6.578125,5.491015625
2,3.1515625000000003,3.3021484375000005,5.3826171875,6.1138671875,6.421484375,7.149609375000001,7.151953125,4.4712890625,7.188671875000001,3.5207031250000003,5.772265625,6.2837890625,7.1064453125,5.481640625000001,4.0199218750000005,7.1572265625,6.578125,5.491015625
3,5.231640625000001,5.20859375,5.3826171875,6.1138671875,6.421484375,6.86484375,6.386914062500001,5.0316406250000005,5.2498046875,4.349804687500001,3.8251953125000004,6.2837890625,7.1064453125,5.481640625000001,7.1052734375,6.8548828125000005,5.884375,5.0703125
4,5.348828125000001,4.705859375,5.3826171875,6.1138671875,6.421484375,6.8462890625,6.2556640625,4.347851562500001,6.389453125,5.993359375000001,4.51328125,6.2837890625,7.1064453125,5.481640625000001,4.052929687500001,6.9857421875000005,5.959179687500001,5.4197265625
5,3.8986328125000003,4.705859375,6.7626953125,5.647656250000001,7.155078125,5.5806640625,4.62578125,4.975390625,6.891796875000001,4.874218750000001,4.51328125,7.1560546875,5.7513671875000005,6.0794921875000005,5.8167968750000005,5.1666015625,6.4634765625,6.533203125
6,3.3068359375000003,5.3552734375,6.0531250000000005,5.25078125,6.2919921875,3.2150390625000003,4.580078125,4.2505859375,6.8935546875,3.1779296875000003,4.2718750000000005,6.7435546875000005,6.543164062500001,5.175000000000001,5.0423828125000005,5.9417968750000005,6.8285156250000005,6.8701171875
7,3.1515625000000003,4.6546875000000005,6.6626953125,7.0466796875,6.6744140625,6.09921875,4.6585937500000005,6.0498046875,6.260546875,3.2335937500000003,3.8726562500000004,6.9412109375,6.772265625,4.3724609375000005,3.7439453125,5.3345703125,7.0048828125,6.8140625
8,3.3595703125000003,4.6546875000000005,7.072265625,3.8986328125000003,4.268750000000001,3.2150390625000003,6.542187500000001,6.515234375,6.9593750000000005,3.1779296875000003,3.8726562500000004,6.9177734375,5.5955078125,6.0849609375,5.5693359375,5.832226562500001,6.4896484375000005,6.10625
9,3.1515625000000003,5.3382812500000005,5.4072265625,3.9435546875000003,6.9287109375,3.1626953125000004,4.5107421875,4.146679687500001,6.4619140625,3.2335937500000003,4.2734375,6.4392578125,5.5927734375,4.1177734375,3.7408203125000004,5.2486328125,6.8759765625,5.089062500000001
