,ev_op_r_COBYLA,ev_op_r3_COBYLA,ev_op_H_COBYLA,ev_op_H_2f_COBYLA,ev_op_H_3f_COBYLA,ev_op_Hp_COBYLA,ev_op_Hp2_COBYLA,ev_op_Hp3_COBYLA,ev_op_Hp4_COBYLA,ev_op_r_SPSA,ev_op_r3_SPSA,ev_op_H_SPSA,ev_op_H_2f_SPSA,ev_op_H_3f_SPSA,ev_op_Hp_SPSA,ev_op_Hp2_SPSA,ev_op_Hp3_SPSA,ev_op_Hp4_SPSA
0,4.573046875,4.8125,7.168164062500001,3.9611328125000003,6.5824218750000005,7.1751953125000005,5.229296875,6.765234375,6.4925781250000005,4.1716796875,4.597265625,6.6931640625,5.499218750000001,7.0941406250000005,6.629101562500001,6.898046875,6.859375,6.666210937500001
1,4.573046875,4.8125,7.168164062500001,3.9611328125000003,6.5824218750000005,7.1751953125000005,5.229296875,6.765234375,6.4925781250000005,4.1716796875,4.597265625,6.6931640625,5.499218750000001,7.0941406250000005,6.629101562500001,6.898046875,6.859375,6.666210937500001
2,4.573046875,4.8125,7.168164062500001,3.9611328125000003,6.5824218750000005,7.1751953125000005,5.229296875,6.765234375,6.4925781250000005,4.1716796875,4.597265625,6.6931640625,5.499218750000001,7.0941406250000005,6.629101562500001,6.898046875,6.859375,6.666210937500001
3,3.3220703125,3.7412109375000004,7.168164062500001,3.9611328125000003,6.5824218750000005,7.124609375,5.565234375,6.1468750000000005,6.5355468750000005,6.1521484375,4.3716796875,6.6931640625,5.499218750000001,7.0941406250000005,6.1345703125,5.7671875,5.064648437500001,5.050390625
4,5.7771484375,5.93515625,7.168164062500001,3.9611328125000003,6.5824218750000005,7.1326171875,5.4658203125,6.421093750000001,6.2533203125000005,3.61796875,5.9873046875,6.6931640625,5.499218750000001,7.0941406250000005,6.207226562500001,5.4470703125,5.5443359375000005,5.0394531250000005
5,4.432421875,5.93515625,5.64453125,6.3978515625000005,6.746289062500001,6.483984375,4.0376953125,4.5376953125,6.7015625000000005,6.0173828125,5.9873046875,7.04453125,5.775585937500001,6.740429687500001,6.1970703125,5.4349609375000005,5.0859375,6.1306640625
6,3.3220703125,4.4560546875,5.4634765625,5.640820312500001,6.935546875,6.166210937500001,4.6048828125000005,4.272656250000001,6.593359375,4.8806640625,3.9400390625000004,6.6541015625,6.6566406250000005,6.45078125,4.4294921875,5.966796875,5.2994140625,3.8615234375000003
7,3.166796875,5.4955078125000005,5.749609375,4.8267578125,6.6904296875,5.6458984375000005,4.1625000000000005,4.8228515625,6.3392578125000005,3.61796875,4.3330078125,6.693554687500001,5.5771484375,5.804296875,5.6009765625000005,6.0492187500000005,5.3509765625000005,3.8806640625
8,3.8494140625,5.4955078125000005,6.9431640625,6.1292968750000005,6.6658203125,6.9986328125,4.6650390625,5.3306640625,6.055859375000001,3.1697265625,4.3330078125,5.36484375,5.0941406250000005,5.612890625,4.4294921875,6.466015625000001,6.326367187500001,5.624218750000001
9,3.2107421875,5.677734375,5.517578125,5.77734375,5.4710937500000005,5.4427734375000005,4.094921875000001,5.4814453125,6.261914062500001,3.658984375,6.07578125,5.369335937500001,4.190625000000001,4.710546875,4.978710937500001,5.4144531250000005,5.1189453125,4.6052734375
