,ev_op_r,ev_op_r3,ev_op_H,ev_op_H_2f,ev_op_H_3f,ev_op_Hp,ev_op_Hp2,ev_op_Hp3,ev_op_Hp4
0,6.0296875000000005,3.3021484375000005,5.3826171875,6.94609375,6.6689453125,7.149609375000001,7.151953125,4.764453125,6.023632812500001
1,6.0296875000000005,3.3021484375000005,5.3826171875,6.94609375,6.6689453125,7.149609375000001,7.151953125,4.764453125,6.023632812500001
2,6.0296875000000005,3.3021484375000005,5.3826171875,6.94609375,6.6689453125,7.149609375000001,7.151953125,4.764453125,6.023632812500001
3,4.6117187500000005,5.20859375,5.3826171875,6.94609375,6.6689453125,6.86484375,6.386914062500001,5.68828125,6.1376953125
4,3.3109375000000005,4.705859375,5.3826171875,6.94609375,6.6689453125,6.8462890625,6.2556640625,4.368359375000001,6.8873046875
5,5.7835937500000005,4.705859375,6.7626953125,5.964453125,4.5640625,5.5806640625,4.62578125,7.0048828125,6.1380859375000005
6,3.3109375000000005,5.3552734375,6.0531250000000005,6.1228515625,5.2744140625,3.2150390625000003,4.580078125,5.9501953125,5.9646484375
7,5.7894531250000005,4.6546875000000005,6.6626953125,3.3666015625000005,5.5980468750000005,6.09921875,4.6585937500000005,5.0193359375,6.5257812500000005
8,3.3109375000000005,4.6546875000000005,7.072265625,5.7328125000000005,4.7607421875,3.2150390625000003,6.542187500000001,6.391796875000001,4.745312500000001
9,5.7953125000000005,5.3382812500000005,5.4072265625,6.44609375,6.5146484375,3.1626953125000004,4.5107421875,6.5130859375000005,4.984375
10,4.5062500000000005,4.674023437500001,3.2580078125000003,4.1890625,5.8865234375,3.1626953125000004,5.8740234375,4.843359375,6.03203125
11,3.1527343750000005,3.673828125,6.41953125,5.49609375,6.296484375,6.1109375,5.646484375,6.5951171875000005,5.122265625000001
12,3.3519531250000005,3.5951171875000005,4.140625,6.44609375,6.5146484375,5.7884765625000005,4.5107421875,4.7250000000000005,5.0056640625
13,3.1527343750000005,3.3021484375000005,6.1013671875,4.1890625,5.8865234375,3.9439453125,5.888671875,6.326171875,4.86015625
14,3.3519531250000005,3.652734375000001,4.075,5.916015625,5.759765625,3.1626953125000004,4.5107421875,4.3626953125000005,4.769726562500001
15,3.1527343750000005,3.3021484375000005,3.5451171875000003,6.2087890625,5.1001953125,4.2548828125,6.990234375,6.4603515625000005,6.12578125
