,seed_10,seed_20,seed_30,seed_40,seed_50,seed_155,seed_125
0,6.008588674355825,6.365340028181641,5.479665121779294,3.9816889342140014,5.81579681774458,5.658119579147818,5.978790456519909
1,5.60683649027241,5.608311970360356,6.126163257573142,4.711183828843122,4.893182695769588,4.369269558778724,5.838041316504212
2,5.289905538126699,6.098030959849438,5.836404305405668,4.7104604078603565,4.861788253177184,5.39174975004353,5.936769416739156
3,5.712996481350079,5.741457965551056,5.149514910928718,4.059777998367883,5.3345671880441,4.964422332520875,5.981266197031719
4,5.424990266038429,6.0486943297354445,5.4783729981502445,4.809143402049917,5.313652339354042,5.771120166042888,5.478775229587381
5,5.8191920586699055,5.10748741906772,5.455195937391183,4.148235239380264,5.209762568266913,4.375934580910521,6.567456421222173
6,5.684268308996362,6.787690518736978,5.247940251719176,3.591252783643857,5.4557793709305,4.827145798093695,5.213002459370633
7,5.527341731088914,5.020617842117883,5.721575015407451,4.824912698206796,5.514497745995793,5.867542538757852,7.159702720338592
8,5.097421877197983,4.866803202624519,5.682676336220389,3.3315721596448222,5.140098493101544,4.411279263013594,5.613511595969747
9,5.844051586176861,6.230514137926541,5.6489656762055835,5.160437194986086,5.448632395173223,5.45801108339143,5.973805532620953
10,6.117499790237622,5.874810180470959,6.119333016212541,4.426270715507529,4.502905222645391,5.366727507268449,6.065863478347011
11,6.0900574816112485,6.022773227737623,5.181179177119667,4.651331037495544,5.793858709914729,4.816483332782041,5.7685457881919895
12,5.7395799721448215,5.85343972647549,5.838246498411412,4.554636066330099,5.379775354565616,5.437840511033254,5.628779820181961
13,5.108761744080743,5.612198831149924,5.561819181101937,4.197277231437137,5.343237321618205,5.001985654509065,5.969064376871524
14,5.750364141234304,6.1943511644325335,4.851767817352829,4.6681405000217655,5.3425575515320425,5.7096362061716865,5.798057026288357
15,5.183650812086487,5.783241632529616,6.123649426858501,4.207122928229451,5.197003448729131,4.7543272501523495,6.230545900504856
16,6.064986794176539,6.28973143057978,6.290533254047739,4.444462299595228,5.269518808909306,4.12607949756262,7.002399356937707
17,5.708463214636972,5.455007020238512,4.970644529052023,4.752255963157202,5.6817807478890785,5.0574448847058315,5.050355174203478
18,5.708422834631798,5.322530722558336,5.193755492970959,5.735982887926539,5.619388487704619,4.641309011076783,5.796511343815294
19,6.219384314436815,5.858669231197733,5.693993689436814,2.236088744276619,4.643221124586488,5.741910378677754,6.061999277659308
20,5.7472724376741136,6.046515584805911,6.007574235811332,4.433035615968855,5.326503768606395,4.829168843597654,5.388933498498468
21,5.395828720164483,5.827698721035038,5.43391980103147,4.584824220947982,5.371363990925326,4.953710384727594,6.947617810193203
22,5.44685790059191,4.6242988895151305,5.65626042217961,4.389511788670796,5.70189654796311,4.332095474364566,5.725126294372415
23,6.108283129069503,6.019602772088271,5.2211327425792105,4.755037530836488,4.856323608722172,5.874340735658985,6.230260996409306
24,6.021501057081314,5.890439139580421,5.928847518606396,4.542538647371201,5.653893391582525,5.146171250108821,6.027573746365779
25,5.557096444463753,5.5872866857155365,5.119272750957441,4.405466595643288,4.787085598363426,4.883586034949517,6.102503543980665
26,5.915145268454046,6.058279305405668,5.40950448655113,5.087742369733662,4.941110224516914,4.709313629200087,6.094334550074033
27,5.8640149577167495,5.337664316852434,5.784332116034146,3.8114288379830907,5.862670430318613,5.9076073180928015,5.962735692505177
28,6.132495901048952,6.409216457999681,5.71334081604717,4.478869411777511,5.322033474277509,5.534961219381156,5.4663163088004865
29,5.625902886055019,5.649281654661412,6.051962509357609,4.664143891495471,5.421687819877268,5.208699053577675,5.259863416695629
30,5.491240963048383,6.011422307190132,5.629852786951622,2.057860527332848,5.375979619233092,5.1051025221318,5.217039662060441
31,6.012412213157202,5.799704809170474,5.745559595773871,5.220325775744257,5.073728731720067,4.795914217204942,6.474158766626055
32,5.498728314393288,6.211317217770802,4.674778474625558,4.055131295699838,6.117703235114887,4.798433676336167,6.302990088200731
33,6.013530082803805,5.16929312125696,6.18702075350364,4.809968235223708,4.713861626806231,5.467943033165051,5.35722280655898
34,5.8675926527246,6.112388097906558,5.245038435410841,3.520739128568933,5.653430827167478,4.810977676836736,5.158449803447089
35,5.140689292087379,5.481657307081313,5.565642381289247,4.987738061020231,5.193044445356073,5.141797292326782,7.011778383769983
36,5.472417286603399,4.653246703777832,6.149410656162946,3.8236843138927177,5.924179340094016,5.584781336982126,5.595215678403563
37,6.164373538257282,6.18959186046311,5.229587407512134,5.1130049633313135,5.162126406685281,4.6991180370169126,5.541752039845871
38,5.65322487832953,5.1535926400592285,5.711565069485517,4.7045960249389935,5.252229896718284,5.46915042668439,6.319841803207688
39,5.4416916391451435,6.288392114271445,5.675616380375162,4.496802643258173,5.882909738923221,4.92510009248787,5.5422713277333395
40,6.601133232024764,6.391084575404777,5.916674122410273,3.6154973859244346,5.56126000924879,5.355191910558907,5.75878162933067
41,5.412250332542638,4.6182201544873,5.67015826671311,5.183438400178395,6.27963134028989,5.217378018736979,6.063859889776297
42,5.437218220360357,5.847252213810119,6.053516391930749,3.213908751762704,4.739626127002107,4.852438349516913,5.934039147284147
43,5.921037376131552,6.182915164171365,5.77696563381351,5.196101882377268,6.169721904182605,5.043143906358822,5.782320327363354
44,5.41251167415995,5.580299921265699,5.366363433756959,4.039676444137295,4.934606801118528,5.249633287082205,6.453228701993366
