,seed_10,seed_20,seed_30,seed_40,seed_50,seed_155,seed_125
0,7.18798828125,7.94287109375,7.076171875,5.4931640625,7.01611328125,7.11669921875,7.671875
1,6.61376953125,6.8974609375,7.619140625,5.97216796875,6.7177734375,5.7275390625,7.443359375
2,6.40380859375,7.5732421875,7.1806640625,5.837890625,5.9091796875,6.8681640625,7.05419921875
3,6.955078125,7.33349609375,6.08984375,5.52783203125,6.96484375,6.25244140625,7.47021484375
4,6.53759765625,7.70654296875,6.77490234375,5.79638671875,6.29541015625,7.25390625,6.75146484375
5,7.099609375,6.376953125,6.734375,5.6943359375,6.72998046875,5.7705078125,8.05810546875
6,7.119140625,8.2470703125,6.53759765625,5.236328125,6.611328125,6.2314453125,6.5
7,6.619140625,6.580078125,7.419921875,5.9521484375,6.7392578125,7.37744140625,8.3759765625
8,6.70361328125,6.431640625,6.90185546875,4.44677734375,6.75,5.79345703125,7.1572265625
9,7.09326171875,7.58837890625,6.8203125,6.5517578125,6.80908203125,7.00146484375,7.16796875
10,7.34375,7.31640625,7.30517578125,5.83740234375,5.97412109375,6.64453125,7.6943359375
11,7.552734375,7.3017578125,6.9013671875,5.45361328125,7.2890625,6.26708984375,6.87255859375
12,6.91455078125,7.34326171875,7.28857421875,5.98828125,6.59716796875,6.744140625,7.1767578125
13,6.33740234375,7.1474609375,6.44580078125,5.3740234375,6.65869140625,6.3798828125,7.36279296875
14,6.92822265625,8.00341796875,5.83544921875,6.0400390625,6.70703125,7.294921875,7.462890625
15,6.349609375,7.25,7.6689453125,5.52978515625,6.6318359375,6.203125,7.490234375
16,7.4052734375,7.849609375,7.818359375,5.79443359375,6.6572265625,5.22509765625,8.552734375
17,6.86767578125,6.83544921875,6.1259765625,6.087890625,6.91064453125,6.51416015625,6.10986328125
18,7.0771484375,6.76416015625,6.6845703125,7.09912109375,7.30126953125,5.94921875,7.15771484375
19,7.60498046875,6.7998046875,7.14111328125,3.46142578125,5.796875,7.08203125,7.41455078125
20,7.24609375,7.5869140625,7.6572265625,5.83837890625,6.849609375,5.98193359375,6.86181640625
21,6.51953125,7.416015625,6.4951171875,6.064453125,6.76806640625,6.53076171875,8.05322265625
22,6.734375,5.890625,6.6875,5.71337890625,7.1787109375,5.71484375,7.2080078125
23,7.69140625,7.369140625,6.576171875,5.87353515625,6.31884765625,7.4287109375,7.66015625
24,7.39697265625,7.1943359375,7.4150390625,6.0185546875,6.99755859375,6.572265625,7.3486328125
25,6.748046875,6.93017578125,5.96240234375,5.6083984375,5.658203125,6.34228515625,7.4091796875
26,7.30078125,7.5712890625,6.45458984375,6.56201171875,6.46484375,6.2744140625,7.66064453125
27,7.23486328125,7.015625,7.23779296875,5.03515625,7.2705078125,7.28076171875,7.05224609375
28,7.625,7.88720703125,7.01171875,5.796875,6.634765625,7.30908203125,6.8447265625
29,7.015625,7.1962890625,7.42724609375,6.00634765625,6.7685546875,6.68310546875,6.30712890625
30,6.7841796875,7.56494140625,7.10546875,3.27001953125,6.66650390625,6.3876953125,6.6826171875
31,7.298828125,7.23046875,7.1923828125,6.51171875,6.4736328125,6.333984375,7.81591796875
32,6.87744140625,8.05859375,5.25244140625,5.24169921875,7.3759765625,6.1328125,7.671875
33,7.43505859375,6.4599609375,7.3994140625,6.125,6.01025390625,6.8017578125,6.49365234375
34,7.31396484375,7.75146484375,6.43603515625,4.8251953125,6.974609375,6.3115234375,6.54541015625
35,6.42041015625,6.87646484375,7.32666015625,6.53173828125,6.8125,6.51123046875,8.15087890625
36,6.755859375,5.92236328125,7.45751953125,4.90966796875,7.29541015625,7.22412109375,7.02099609375
37,7.40087890625,7.6171875,6.2421875,6.490234375,6.73388671875,6.1279296875,6.5830078125
38,6.857421875,6.62109375,6.876953125,5.626953125,6.484375,6.8515625,7.63818359375
39,6.5009765625,7.7548828125,6.97216796875,5.7890625,7.2802734375,6.623046875,7.1708984375
40,8.2021484375,7.80615234375,6.91162109375,4.880859375,6.95361328125,7.07373046875,7.369140625
41,6.71337890625,5.9619140625,7.09423828125,6.2060546875,7.74072265625,6.8173828125,7.41015625
42,6.6982421875,7.541015625,7.59814453125,4.52978515625,6.13818359375,6.3076171875,7.3505859375
43,6.92529296875,7.73095703125,6.91943359375,6.54296875,7.3720703125,6.40771484375,7.1494140625
44,6.54248046875,7.03564453125,6.6640625,5.0234375,6.11328125,6.796875,7.7099609375
45,6.94970703125,7.5166015625,7.138671875,6.2880859375,7.38134765625,6.13623046875,6.59033203125
46,6.8681640625,7.32568359375,6.55908203125,5.76953125,7.50048828125,5.8427734375,6.1865234375
47,7.251953125,6.765625,7.63232421875,6.15673828125,6.47998046875,6.939453125,7.9716796875
48,6.88720703125,6.96533203125,7.341796875,6.56640625,6.44921875,6.21875,6.60009765625
49,7.49462890625,7.8232421875,6.56640625,4.94677734375,7.4248046875,6.75830078125,7.6005859375
50,6.908203125,7.4658203125,7.587890625,6.17431640625,6.546875,6.6318359375,6.95849609375
51,7.52783203125,6.64306640625,6.11083984375,5.791015625,7.03369140625,6.71923828125,7.416015625
52,5.46728515625,6.177734375,7.916015625,7.2578125,5.7021484375,6.67919921875,6.61962890625
53,6.69287109375,5.20703125,6.29150390625,5.91748046875,6.42626953125,6.37255859375,7.27734375
54,7.07470703125,6.08935546875,7.962890625,5.138671875,5.2783203125,5.88134765625,6.18212890625
55,7.1953125,7.8662109375,6.8818359375,6.72705078125,6.18603515625,7.037109375,5.97216796875
56,7.03857421875,7.39990234375,6.0537109375,3.1708984375,7.16650390625,5.80810546875,6.5107421875
57,7.130859375,5.68408203125,6.0009765625,5.6357421875,6.03955078125,6.3544921875,5.625
