,ansatz_0a,ansatz_0b,ansatz_0c,ansatz_0d,ansatz_1a,ansatz_1b,ansatz_1c,ansatz_1d
0,6.39404296875,3.37451171875,6.96435546875,6.39404296875,6.43310546875,3.37451171875,7.50830078125,6.43310546875
1,5.95263671875,3.37451171875,6.76123046875,5.95263671875,6.05126953125,3.37451171875,7.4501953125,6.05126953125
2,5.48681640625,3.37451171875,6.4892578125,5.48681640625,5.78271484375,3.37451171875,7.28076171875,5.78271484375
3,4.99755859375,3.37451171875,6.25439453125,4.99755859375,6.15185546875,3.37451171875,7.46240234375,6.15185546875
4,5.134765625,3.37451171875,6.0224609375,5.134765625,6.1875,3.37451171875,7.19189453125,6.1875
5,5.48046875,3.37451171875,5.8466796875,5.48046875,5.33203125,3.37451171875,7.29541015625,5.33203125
6,5.486328125,3.37451171875,5.75634765625,5.486328125,4.87060546875,3.37451171875,7.224609375,4.87060546875
7,4.99755859375,3.37451171875,6.12451171875,4.99755859375,4.87060546875,3.37451171875,6.951171875,4.87060546875
8,4.99755859375,3.37451171875,5.88818359375,4.99755859375,4.87060546875,3.37451171875,7.0302734375,4.87060546875
9,4.99755859375,3.37451171875,5.93896484375,4.99755859375,4.87060546875,3.37451171875,6.65966796875,4.87060546875
10,4.99755859375,3.37451171875,5.65673828125,4.99755859375,4.87060546875,3.37451171875,6.61376953125,4.87060546875
11,4.99755859375,3.37451171875,5.7197265625,4.99755859375,4.87060546875,3.37451171875,6.5390625,4.87060546875
12,4.99755859375,3.37451171875,5.5751953125,4.99755859375,4.87060546875,3.37451171875,6.59912109375,4.87060546875
13,4.90478515625,3.37451171875,5.5751953125,4.90478515625,4.87060546875,3.37451171875,6.5390625,4.87060546875
14,4.580078125,3.37451171875,5.5751953125,4.580078125,4.87060546875,3.37451171875,6.5390625,4.87060546875
15,4.2431640625,3.37451171875,5.5751953125,4.2431640625,4.87060546875,3.37451171875,6.5390625,4.87060546875
16,4.548828125,3.37451171875,5.5751953125,4.548828125,4.87060546875,3.37451171875,6.5390625,4.87060546875
17,4.697265625,3.37451171875,5.5751953125,4.697265625,4.87060546875,3.37451171875,6.5390625,4.87060546875
18,4.6982421875,3.37451171875,5.5751953125,4.6982421875,4.87060546875,3.37451171875,6.5390625,4.87060546875
19,3.75146484375,3.37451171875,5.7998046875,3.75146484375,4.87060546875,3.37451171875,6.5390625,4.87060546875
20,3.5986328125,3.37451171875,5.12841796875,3.5986328125,4.87060546875,3.37451171875,6.5390625,4.87060546875
21,3.66162109375,3.37451171875,5.4638671875,3.66162109375,4.87060546875,3.37451171875,6.5390625,4.87060546875
22,3.6220703125,3.37451171875,5.54345703125,3.6220703125,4.859375,3.37451171875,6.5390625,4.859375
23,3.63671875,3.37451171875,5.5712890625,3.63671875,4.3779296875,3.37451171875,6.5390625,4.3779296875
24,4.076171875,3.37451171875,4.6796875,4.076171875,4.75732421875,3.37451171875,6.5390625,4.75732421875
25,3.65087890625,3.37451171875,4.67822265625,3.65087890625,4.806640625,3.37451171875,6.5390625,4.806640625
26,3.55859375,3.37451171875,4.68701171875,3.55859375,4.3759765625,3.37451171875,6.5390625,4.3759765625
27,3.55859375,3.37451171875,4.6875,3.55859375,4.31298828125,3.37451171875,6.5390625,4.31298828125
28,3.55517578125,3.37451171875,4.68310546875,3.55517578125,4.115234375,3.37451171875,6.451171875,4.115234375
29,3.55517578125,3.37451171875,4.6875,3.55517578125,4.01904296875,3.37451171875,5.9931640625,4.01904296875
30,3.5595703125,3.37451171875,4.68115234375,3.5595703125,3.88037109375,3.37451171875,6.18505859375,3.88037109375
31,3.55517578125,3.37451171875,3.9267578125,3.55517578125,4.25390625,3.37451171875,6.16650390625,4.25390625
32,3.6015625,3.37451171875,3.82861328125,3.6015625,4.05908203125,3.37451171875,6.15869140625,4.05908203125
33,3.59619140625,3.37451171875,3.93115234375,3.59619140625,3.7578125,3.37451171875,5.94482421875,3.7578125
34,3.677734375,3.37451171875,3.7578125,3.677734375,3.7578125,3.37451171875,5.95361328125,3.7578125
35,3.712890625,3.37451171875,4.0087890625,3.712890625,3.72607421875,3.37451171875,5.95361328125,3.72607421875
36,3.6298828125,3.37451171875,3.70654296875,3.6298828125,3.72607421875,3.37451171875,5.9443359375,3.72607421875
37,3.70263671875,3.37451171875,3.60302734375,3.70263671875,4.0068359375,3.37451171875,5.94677734375,4.0068359375
38,3.578125,3.37451171875,3.6240234375,3.578125,3.72607421875,3.37451171875,5.916015625,3.72607421875
39,3.58544921875,3.37451171875,3.6875,3.58544921875,4.046875,3.37451171875,5.92431640625,4.046875
40,3.64599609375,3.37451171875,3.6259765625,3.64599609375,3.72607421875,3.37451171875,5.34521484375,3.72607421875
41,3.57470703125,3.37451171875,3.60498046875,3.57470703125,3.95751953125,3.37451171875,5.130859375,3.95751953125
42,3.560546875,3.37451171875,3.58349609375,3.560546875,3.72607421875,3.37451171875,5.34716796875,3.72607421875
43,3.677734375,3.37451171875,3.564453125,3.677734375,4.18017578125,3.37451171875,5.2841796875,4.18017578125
44,3.59619140625,3.37451171875,3.77099609375,3.59619140625,3.72607421875,3.37451171875,5.04736328125,3.72607421875
45,3.49072265625,3.37451171875,3.564453125,3.49072265625,3.732421875,3.37451171875,5.03759765625,3.732421875
46,3.49072265625,3.37451171875,3.56689453125,3.49072265625,3.72607421875,3.37451171875,5.46728515625,3.72607421875
47,3.5537109375,3.37451171875,3.564453125,3.5537109375,3.72216796875,3.37451171875,5.1103515625,3.72216796875
48,3.52783203125,3.37451171875,3.56298828125,3.52783203125,3.72216796875,3.37451171875,4.40673828125,3.72216796875
49,3.53515625,3.37451171875,3.56298828125,3.53515625,3.73779296875,3.37451171875,4.34228515625,3.73779296875
50,3.47998046875,3.37451171875,3.61474609375,3.47998046875,3.72216796875,3.37451171875,4.43798828125,3.72216796875
51,3.40966796875,3.37451171875,3.64453125,3.40966796875,3.75244140625,3.37451171875,4.18408203125,3.75244140625
52,3.41357421875,3.37451171875,3.63330078125,3.41357421875,3.72216796875,3.37451171875,4.259765625,3.72216796875
53,3.52587890625,3.37451171875,3.58251953125,3.52587890625,3.82568359375,3.37451171875,4.677734375,3.82568359375
54,3.4150390625,3.37451171875,3.75732421875,3.4150390625,3.89013671875,3.37451171875,4.18408203125,3.89013671875
55,3.39501953125,3.37451171875,3.55712890625,3.39501953125,3.994140625,3.37451171875,4.11669921875,3.994140625
56,3.42041015625,3.37451171875,3.75390625,3.42041015625,3.5537109375,3.37451171875,4.11669921875,3.5537109375
