,ansatz_0a_su2_2f,ansatz_0b_su2_2f,ansatz_0c_su2_2f,ansatz_0d_su2_2f,ansatz_1a_su2_2f,ansatz_1b_su2_2f,ansatz_1c_su2_2f,ansatz_1d_su2_2f
93,6.4169921875,4.50390625,7.4267578125,5.638671875,5.787109375,4.50390625,7.142578125,5.4384765625
94,6.1689453125,4.498046875,7.6611328125,6.1435546875,5.9677734375,4.498046875,7.21875,5.6240234375
95,6.0908203125,4.50390625,7.3759765625,5.5625,5.810546875,4.50390625,6.9482421875,5.06640625
96,6.3740234375,4.498046875,7.44140625,5.4853515625,5.78125,4.498046875,7.0185546875,5.51171875
97,5.830078125,4.50390625,7.3447265625,5.884765625,5.9443359375,4.50390625,7.0712890625,5.2841796875
98,6.0556640625,4.498046875,7.4208984375,5.5146484375,5.7353515625,4.498046875,7.19921875,5.447265625
99,6.0126953125,4.50390625,7.3037109375,5.5654296875,6.01953125,4.50390625,6.9482421875,5.3076171875
100,6.015625,4.498046875,7.6044921875,5.5263671875,5.533203125,4.498046875,7.14453125,5.6123046875
101,5.8671875,4.50390625,7.0986328125,5.544921875,6.01953125,4.50390625,6.82421875,5.1015625
102,6.03125,4.498046875,6.96875,5.466796875,5.60546875,4.498046875,7.0029296875,5.2548828125
103,6.03515625,4.50390625,7.025390625,5.6083984375,5.7421875,4.50390625,6.90625,5.3408203125
104,6.0546875,4.498046875,7.1123046875,5.5517578125,5.6953125,4.498046875,6.9287109375,5.31640625
105,5.9970703125,4.50390625,6.9638671875,5.619140625,5.583984375,4.50390625,6.9609375,5.3447265625
106,6.1982421875,4.498046875,7.0830078125,5.5625,5.7509765625,4.498046875,7.021484375,5.3251953125
107,5.8916015625,4.50390625,6.9248046875,5.529296875,5.45703125,4.50390625,6.8232421875,5.0830078125
108,6.048828125,4.498046875,7.1298828125,5.5771484375,5.6533203125,4.498046875,7.0751953125,5.091796875
109,6.1044921875,4.50390625,6.8828125,5.619140625,5.6513671875,4.50390625,6.826171875,5.2724609375
110,6.0458984375,4.498046875,6.9423828125,5.5634765625,5.77734375,4.498046875,6.9140625,5.373046875
111,5.9267578125,4.50390625,6.9052734375,5.544921875,5.4873046875,4.50390625,6.87890625,4.9990234375
112,6.1630859375,4.498046875,6.7646484375,5.6328125,5.685546875,4.498046875,6.9033203125,5.2939453125
113,5.7841796875,4.50390625,7.05859375,5.5634765625,5.3994140625,4.50390625,6.87109375,4.92578125
114,6.0234375,4.498046875,6.8388671875,5.5712890625,5.87109375,4.498046875,6.81640625,5.134765625
115,5.94140625,4.50390625,6.703125,5.6220703125,5.3037109375,4.50390625,6.9326171875,5.03125
116,6.0986328125,4.498046875,6.7724609375,5.31640625,5.4306640625,4.498046875,6.9189453125,5.1162109375
117,5.8759765625,4.50390625,6.9072265625,5.787109375,5.392578125,4.50390625,6.857421875,4.92578125
118,6.0341796875,4.498046875,6.8515625,5.3173828125,5.4404296875,4.498046875,6.6640625,5.123046875
119,5.861328125,4.50390625,6.626953125,5.5244140625,5.435546875,4.50390625,7.0283203125,4.890625
120,5.8291015625,4.498046875,6.830078125,5.35546875,5.2802734375,4.498046875,6.6455078125,5.076171875
121,6.1455078125,4.50390625,6.6015625,5.3427734375,5.486328125,4.50390625,6.7763671875,5.078125
122,6.0126953125,4.498046875,6.7998046875,5.4365234375,5.361328125,4.498046875,6.734375,5.08984375
123,5.744140625,4.50390625,6.7021484375,5.3544921875,5.3515625,4.50390625,6.5986328125,4.9912109375
124,5.9794921875,4.498046875,6.8857421875,5.388671875,5.4755859375,4.498046875,6.8544921875,5.0888671875
125,5.76953125,4.50390625,6.607421875,5.41796875,5.3330078125,4.50390625,6.6259765625,4.9365234375
126,5.994140625,4.498046875,6.8193359375,5.333984375,5.3798828125,4.498046875,6.720703125,4.921875
127,5.7939453125,4.50390625,6.5771484375,5.2666015625,5.4931640625,4.50390625,6.658203125,5.2099609375
128,5.8662109375,4.498046875,6.8408203125,5.4091796875,5.4814453125,4.498046875,6.6806640625,5.0966796875
129,5.84765625,4.50390625,6.5712890625,5.361328125,5.4013671875,4.50390625,6.6259765625,4.9521484375
130,5.98828125,4.498046875,6.6396484375,5.3388671875,5.4091796875,4.498046875,6.7314453125,5.1220703125
131,5.84375,4.50390625,6.552734375,5.44921875,5.34375,4.50390625,6.6015625,4.8603515625
132,6.0400390625,4.498046875,6.658203125,5.3916015625,5.3916015625,4.498046875,6.7197265625,5.1171875
133,5.7119140625,4.50390625,6.5595703125,5.2421875,5.4755859375,4.50390625,6.7255859375,4.7470703125
134,5.71484375,4.498046875,6.6455078125,5.3798828125,5.322265625,4.498046875,6.693359375,4.9111328125
135,6.1201171875,4.50390625,6.5078125,5.3525390625,5.3466796875,4.50390625,6.5947265625,4.8583984375
136,5.7734375,4.498046875,6.91015625,5.3779296875,5.3408203125,4.498046875,6.6982421875,4.9658203125
137,5.8828125,4.50390625,6.4521484375,5.5048828125,5.466796875,4.50390625,6.6904296875,4.857421875
138,5.765625,4.498046875,6.6748046875,5.478515625,5.4755859375,4.498046875,6.8427734375,5.0029296875
139,5.728515625,4.50390625,6.6953125,5.1923828125,5.3017578125,4.50390625,6.548828125,4.7490234375
140,6.1494140625,4.498046875,6.6708984375,5.32421875,5.6083984375,4.498046875,6.7734375,4.931640625
141,5.5625,4.50390625,6.689453125,5.3056640625,5.2431640625,4.50390625,6.5654296875,4.91015625
142,5.90625,4.498046875,6.7421875,5.51953125,5.365234375,4.498046875,6.5966796875,4.8564453125
143,5.6083984375,4.50390625,6.6943359375,5.1787109375,5.30859375,4.50390625,6.5712890625,4.896484375
144,5.623046875,4.498046875,6.7109375,5.236328125,5.2958984375,4.498046875,6.5869140625,4.9287109375
145,5.7978515625,4.50390625,6.556640625,5.330078125,5.478515625,4.50390625,6.634765625,4.9384765625
146,5.6435546875,4.498046875,6.6650390625,5.3916015625,5.384765625,4.498046875,6.5751953125,4.9658203125
147,5.7587890625,4.50390625,6.70703125,5.18359375,5.263671875,4.50390625,6.5458984375,4.7998046875
148,5.7060546875,4.498046875,6.626953125,5.201171875,5.236328125,4.498046875,6.6005859375,4.8857421875
149,5.708984375,4.50390625,6.7705078125,5.3330078125,5.375,4.50390625,6.591796875,4.7451171875
150,5.8125,4.498046875,6.8115234375,5.2578125,5.337890625,4.498046875,6.708984375,4.9404296875
151,5.7158203125,4.50390625,6.435546875,5.169921875,5.3388671875,4.50390625,6.5478515625,4.8330078125
152,5.7861328125,4.498046875,6.2939453125,5.1640625,5.3642578125,4.498046875,6.591796875,4.8212890625
153,5.7578125,4.50390625,6.6923828125,5.259765625,5.3662109375,4.50390625,6.490234375,4.849609375
154,5.6513671875,4.498046875,6.400390625,5.2392578125,5.4619140625,4.498046875,6.6328125,4.853515625
155,5.73046875,4.50390625,6.3388671875,5.216796875,5.0947265625,4.50390625,6.5390625,4.9365234375
156,5.7060546875,4.498046875,6.4111328125,5.412109375,5.3544921875,4.498046875,6.5634765625,4.8330078125
157,5.6513671875,4.50390625,6.294921875,5.1875,5.2353515625,4.50390625,6.5986328125,4.890625
158,5.6865234375,4.498046875,6.4677734375,5.13671875,5.22265625,4.498046875,6.6025390625,4.8955078125
159,5.6201171875,4.50390625,6.3232421875,5.2509765625,5.24609375,4.50390625,6.4912109375,4.845703125
160,5.8603515625,4.498046875,6.205078125,5.189453125,5.2841796875,4.498046875,6.685546875,4.818359375
161,5.67578125,4.50390625,6.5166015625,5.2275390625,5.283203125,4.50390625,6.4619140625,4.9072265625
162,5.880859375,4.498046875,6.3037109375,5.1416015625,5.3720703125,4.498046875,6.69921875,5.025390625
163,5.7109375,4.50390625,6.25390625,5.2822265625,5.107421875,4.50390625,6.4248046875,4.599609375
164,5.873046875,4.498046875,6.2109375,5.107421875,5.2900390625,4.498046875,6.4990234375,4.7490234375
165,5.5244140625,4.50390625,6.3408203125,5.248046875,5.2666015625,4.50390625,6.6123046875,4.7958984375
166,5.7333984375,4.498046875,6.2255859375,5.2421875,5.365234375,4.498046875,6.60546875,4.8037109375
167,5.6181640625,4.50390625,6.16015625,5.1044921875,5.19921875,4.50390625,6.271484375,4.7275390625
168,5.955078125,4.498046875,6.1982421875,5.1845703125,5.3232421875,4.498046875,6.1923828125,4.9521484375
169,5.486328125,4.50390625,6.220703125,5.1787109375,5.1845703125,4.50390625,6.4560546875,4.7275390625
170,5.71484375,4.498046875,6.19921875,5.3125,5.390625,4.498046875,6.326171875,4.8134765625
171,5.7724609375,4.50390625,6.2666015625,5.0048828125,5.1005859375,4.50390625,6.3095703125,4.787109375
172,5.6552734375,4.498046875,6.36328125,5.2744140625,5.3203125,4.498046875,6.478515625,4.77734375
173,5.591796875,4.50390625,6.2109375,4.9931640625,5.1640625,4.50390625,6.15234375,4.7314453125
174,5.837890625,4.498046875,6.3828125,5.09765625,5.29296875,4.498046875,6.30859375,4.744140625
175,5.6259765625,4.50390625,6.083984375,5.095703125,5.1142578125,4.50390625,6.19140625,4.81640625
176,5.619140625,4.498046875,6.296875,5.1259765625,5.357421875,4.498046875,6.2724609375,4.6826171875
177,5.7412109375,4.50390625,6.0751953125,4.9541015625,5.2021484375,4.50390625,6.3046875,4.896484375
178,5.677734375,4.498046875,6.1767578125,5.041015625,5.21875,4.498046875,6.296875,4.8388671875
179,5.6474609375,4.50390625,6.259765625,5.1298828125,5.2578125,4.50390625,6.2392578125,4.642578125
180,5.7578125,4.498046875,6.19921875,5.0302734375,5.4228515625,4.498046875,6.3115234375,4.9033203125
181,5.6494140625,4.50390625,6.021484375,5.1142578125,5.15625,4.50390625,6.1142578125,4.6669921875
182,5.6533203125,4.498046875,6.08203125,5.041015625,5.0830078125,4.498046875,6.2470703125,4.720703125
183,5.658203125,4.50390625,6.248046875,5.1767578125,5.3388671875,4.50390625,6.2666015625,4.798828125
184,5.7099609375,4.498046875,6.1396484375,5.005859375,5.177734375,4.498046875,6.3056640625,4.6923828125
185,5.51171875,4.50390625,6.0791015625,5.158203125,5.076171875,4.50390625,6.1494140625,4.7900390625
186,5.73828125,4.498046875,6.2587890625,5.1435546875,5.30859375,4.498046875,6.2099609375,4.8359375
187,5.5986328125,4.50390625,6.0771484375,5.0166015625,5.0888671875,4.50390625,6.3203125,4.70703125
188,5.7470703125,4.498046875,6.3271484375,5.16015625,5.208984375,4.498046875,6.306640625,4.7265625
189,5.603515625,4.50390625,6.0048828125,4.888671875,5.091796875,4.50390625,6.08203125,4.73828125
190,5.62890625,4.498046875,6.0654296875,5.0048828125,5.0849609375,4.498046875,6.13671875,4.7861328125
191,5.6484375,4.50390625,6.1728515625,5.02734375,5.2724609375,4.50390625,6.2314453125,4.703125
192,5.59765625,4.498046875,6.296875,5.029296875,5.203125,4.498046875,6.2548828125,4.693359375
193,5.673828125,4.50390625,5.880859375,5.0166015625,5.1162109375,4.50390625,6.2333984375,4.734375
194,5.8076171875,4.498046875,6.19140625,5.1826171875,5.17578125,4.498046875,6.23828125,4.7734375
195,5.6337890625,4.50390625,6.0830078125,4.8828125,5.1376953125,4.50390625,6.2802734375,4.6484375
196,5.595703125,4.498046875,6.11328125,5.0634765625,5.2587890625,4.498046875,6.1044921875,4.6513671875
197,5.6953125,4.50390625,6.220703125,4.8681640625,5.0791015625,4.50390625,6.265625,4.728515625
198,5.7705078125,4.498046875,6.1826171875,5.02734375,5.1875,4.498046875,6.3291015625,4.7080078125
199,5.5791015625,4.50390625,5.9970703125,4.9990234375,5.0947265625,4.50390625,5.9541015625,4.744140625
200,5.712890625,4.498046875,6.2490234375,5.001953125,5.259765625,4.498046875,6.025390625,4.7744140625
201,5.51171875,4.50390625,6.166015625,4.9619140625,5.1005859375,4.50390625,6.0498046875,4.712890625
202,5.638671875,4.498046875,6.361328125,4.9560546875,5.1259765625,4.498046875,6.1572265625,4.7822265625
203,5.6767578125,4.50390625,5.966796875,5.0,5.1884765625,4.50390625,5.951171875,4.71484375
204,5.712890625,4.498046875,6.412109375,5.0654296875,5.2548828125,4.498046875,6.330078125,4.7041015625
205,5.51171875,4.50390625,5.9716796875,4.923828125,5.0263671875,4.50390625,5.8056640625,4.654296875
206,5.61328125,4.498046875,6.2265625,4.8330078125,5.240234375,4.498046875,6.06640625,4.6513671875
207,5.5390625,4.50390625,6.2587890625,4.9423828125,5.1708984375,4.50390625,5.8388671875,4.6201171875
208,5.5634765625,4.498046875,6.1708984375,4.9599609375,5.146484375,4.498046875,6.00390625,4.87109375
209,5.650390625,4.50390625,6.1240234375,4.91796875,5.1318359375,4.50390625,5.74609375,4.732421875
210,5.6279296875,4.498046875,6.3212890625,4.9462890625,5.1318359375,4.498046875,5.87109375,4.6591796875
211,5.6455078125,4.50390625,6.0595703125,4.9658203125,5.1318359375,4.50390625,5.96875,4.7548828125
212,5.56640625,4.498046875,6.271484375,4.845703125,5.3173828125,4.498046875,5.8056640625,4.8115234375
213,5.515625,4.50390625,6.068359375,4.947265625,4.9931640625,4.50390625,5.8408203125,4.576171875
214,5.5537109375,4.498046875,6.2294921875,4.9560546875,5.171875,4.498046875,5.904296875,4.787109375
215,5.5380859375,4.50390625,6.1435546875,4.984375,5.099609375,4.50390625,5.8564453125,4.595703125
216,5.5478515625,4.498046875,6.3759765625,4.8681640625,5.0234375,4.498046875,5.8779296875,4.666015625
217,5.6826171875,4.50390625,5.8603515625,4.9404296875,5.1650390625,4.50390625,5.931640625,4.658203125
218,5.7001953125,4.498046875,5.80859375,4.9453125,5.2861328125,4.498046875,5.8671875,4.744140625
219,5.4248046875,4.50390625,6.2421875,4.8828125,5.0400390625,4.50390625,5.8544921875,4.6611328125
220,5.5439453125,4.498046875,6.0283203125,5.0,5.2099609375,4.498046875,5.9140625,4.6982421875
221,5.4697265625,4.50390625,5.6259765625,4.888671875,5.0615234375,4.50390625,5.8544921875,4.7470703125
222,5.548828125,4.498046875,5.73828125,4.9677734375,5.1640625,4.498046875,5.9931640625,4.7548828125
223,5.5419921875,4.50390625,5.9150390625,4.8056640625,5.048828125,4.50390625,5.6171875,4.60546875
224,5.46875,4.498046875,5.7236328125,4.900390625,5.1533203125,4.498046875,5.8984375,4.71875
225,5.595703125,4.50390625,5.951171875,4.9755859375,5.0732421875,4.50390625,5.73046875,4.580078125
226,5.7275390625,4.498046875,5.685546875,4.94140625,5.130859375,4.498046875,5.7509765625,4.7724609375
227,5.5478515625,4.50390625,5.7783203125,4.9912109375,5.0732421875,4.50390625,5.8349609375,4.693359375
228,5.455078125,4.498046875,5.6904296875,4.7421875,5.1923828125,4.498046875,5.85546875,4.6669921875
229,5.5048828125,4.50390625,5.8056640625,4.916015625,4.9853515625,4.50390625,5.7265625,4.65234375
230,5.556640625,4.498046875,5.890625,4.921875,5.1416015625,4.498046875,6.013671875,4.5908203125
231,5.5009765625,4.50390625,5.634765625,4.84375,5.07421875,4.50390625,5.6044921875,4.5615234375
232,5.4970703125,4.498046875,5.806640625,4.97265625,5.193359375,4.498046875,5.783203125,4.6826171875
233,5.5166015625,4.50390625,5.8251953125,4.845703125,5.08203125,4.50390625,5.669921875,4.6337890625
234,5.587890625,4.498046875,5.775390625,4.849609375,5.1083984375,4.498046875,5.630859375,4.7177734375
235,5.396484375,4.50390625,5.6826171875,4.85546875,5.1064453125,4.50390625,5.78125,4.6142578125
236,5.638671875,4.498046875,5.7490234375,4.984375,4.9384765625,4.498046875,5.638671875,4.796875
237,5.3828125,4.50390625,5.658203125,4.7734375,5.15234375,4.50390625,5.7685546875,4.58203125
238,5.541015625,4.498046875,5.583984375,4.9501953125,5.19140625,4.498046875,5.7568359375,4.7783203125
239,5.5078125,4.50390625,6.01953125,4.76953125,4.9541015625,4.50390625,5.5615234375,4.6748046875
240,5.5615234375,4.498046875,5.7294921875,4.8544921875,5.404296875,4.498046875,5.7890625,4.6611328125
241,5.4912109375,4.50390625,5.48828125,4.8720703125,4.8466796875,4.50390625,5.470703125,4.6533203125
242,5.6259765625,4.498046875,5.5146484375,4.80078125,5.14453125,4.498046875,5.7265625,4.6552734375
243,5.40234375,4.50390625,5.7744140625,4.84375,5.015625,4.50390625,5.53515625,4.662109375
244,5.6220703125,4.498046875,5.5947265625,4.8505859375,5.0537109375,4.498046875,5.775390625,4.7060546875
245,5.4345703125,4.50390625,5.494140625,4.7890625,4.97265625,4.50390625,5.4208984375,4.7021484375
246,5.548828125,4.498046875,5.5029296875,4.7890625,4.986328125,4.498046875,5.58984375,4.666015625
247,5.5869140625,4.50390625,5.6201171875,4.84765625,4.9775390625,4.50390625,5.5859375,4.6220703125
248,5.6083984375,4.498046875,5.54296875,4.7080078125,4.9873046875,4.498046875,5.779296875,4.70703125
249,5.2822265625,4.50390625,5.498046875,5.015625,5.095703125,4.50390625,5.4794921875,4.599609375
250,5.4794921875,4.498046875,5.6640625,4.794921875,5.1376953125,4.498046875,5.681640625,4.7109375
251,5.4716796875,4.50390625,5.376953125,4.7548828125,4.8701171875,4.50390625,5.51171875,4.650390625
252,5.5419921875,4.498046875,5.626953125,4.7373046875,5.072265625,4.498046875,5.5263671875,4.67578125
253,5.41796875,4.50390625,5.5400390625,4.802734375,4.8671875,4.50390625,5.568359375,4.623046875
254,5.48828125,4.498046875,5.609375,4.896484375,5.1064453125,4.498046875,5.658203125,4.67578125
255,5.5380859375,4.50390625,5.568359375,4.7060546875,4.9912109375,4.50390625,5.498046875,4.603515625
256,5.5478515625,4.498046875,5.689453125,4.7880859375,5.029296875,4.498046875,5.5537109375,4.646484375
257,5.3701171875,4.50390625,5.4580078125,4.796875,4.9111328125,4.50390625,5.54296875,4.642578125
258,5.6142578125,4.498046875,5.7998046875,4.8115234375,5.154296875,4.498046875,5.4619140625,4.6572265625
259,5.333984375,4.50390625,5.3486328125,4.7548828125,4.8974609375,4.50390625,5.64453125,4.6015625
260,5.5341796875,4.498046875,5.6767578125,4.8720703125,5.056640625,4.498046875,5.341796875,4.595703125
