,ansatz_0a,ansatz_0b,ansatz_0c,ansatz_0d,ansatz_1a,ansatz_1b,ansatz_1c,ansatz_1d
0,7.3623046875,4.498046875,8.0439453125,7.3623046875,7.57421875,4.498046875,8.6259765625,7.57421875
1,6.91796875,4.498046875,7.8525390625,6.91796875,7.2509765625,4.498046875,8.583984375,7.2509765625
2,6.3818359375,4.498046875,7.5849609375,6.3818359375,7.263671875,4.498046875,8.3662109375,7.263671875
3,5.775390625,4.498046875,7.3486328125,5.775390625,7.6142578125,4.498046875,8.5859375,7.6142578125
4,5.5302734375,4.498046875,7.1474609375,5.5302734375,7.59375,4.498046875,8.283203125,7.59375
5,6.25390625,4.498046875,6.998046875,6.25390625,6.70703125,4.498046875,8.427734375,6.70703125
6,6.1064453125,4.498046875,6.9326171875,6.1064453125,6.2802734375,4.498046875,8.443359375,6.2802734375
7,5.5302734375,4.498046875,7.3271484375,5.5302734375,6.2802734375,4.498046875,8.158203125,6.2802734375
8,5.5302734375,4.498046875,7.017578125,5.5302734375,6.2802734375,4.498046875,8.2138671875,6.2802734375
9,5.5302734375,4.498046875,7.103515625,5.5302734375,6.2802734375,4.498046875,7.806640625,6.2802734375
10,5.5302734375,4.498046875,6.7978515625,5.5302734375,6.2802734375,4.498046875,7.7724609375,6.2802734375
11,5.5302734375,4.498046875,6.8740234375,5.5302734375,6.2802734375,4.498046875,7.7197265625,6.2802734375
12,5.5302734375,4.498046875,6.7119140625,5.5302734375,6.2802734375,4.498046875,7.79296875,6.2802734375
13,6.2109375,4.498046875,6.7119140625,6.2109375,6.2802734375,4.498046875,7.7197265625,6.2802734375
14,5.47265625,4.498046875,6.7119140625,5.47265625,6.2802734375,4.498046875,7.7197265625,6.2802734375
15,5.4345703125,4.498046875,6.7119140625,5.4345703125,6.2802734375,4.498046875,7.7197265625,6.2802734375
16,5.8955078125,4.498046875,6.7119140625,5.8955078125,6.2802734375,4.498046875,7.7197265625,6.2802734375
17,5.9541015625,4.498046875,6.7119140625,5.9541015625,6.2802734375,4.498046875,7.7197265625,6.2802734375
18,5.9306640625,4.498046875,6.7119140625,5.9306640625,6.2802734375,4.498046875,7.7197265625,6.2802734375
19,5.0654296875,4.498046875,6.93359375,5.0654296875,6.2802734375,4.498046875,7.7197265625,6.2802734375
20,5.431640625,4.498046875,6.2607421875,5.431640625,6.2802734375,4.498046875,7.7197265625,6.2802734375
21,5.158203125,4.498046875,6.603515625,5.158203125,6.2802734375,4.498046875,7.7197265625,6.2802734375
22,5.0869140625,4.498046875,6.6904296875,5.0869140625,6.3828125,4.498046875,7.7197265625,6.3828125
23,5.3544921875,4.498046875,6.7080078125,5.3544921875,6.10546875,4.498046875,7.7197265625,6.10546875
24,4.771484375,4.498046875,5.798828125,4.771484375,6.48046875,4.498046875,7.7197265625,6.48046875
25,4.75390625,4.498046875,5.79296875,4.75390625,6.4638671875,4.498046875,7.7197265625,6.4638671875
26,4.75390625,4.498046875,5.828125,4.75390625,5.6669921875,4.498046875,7.7197265625,5.6669921875
27,4.7373046875,4.498046875,5.830078125,4.7373046875,5.9375,4.498046875,7.7197265625,5.9375
28,4.7373046875,4.498046875,5.8125,4.7373046875,5.591796875,4.498046875,7.62890625,5.591796875
29,5.0087890625,4.498046875,5.830078125,5.0087890625,5.8017578125,4.498046875,7.150390625,5.8017578125
30,4.7373046875,4.498046875,5.8046875,4.7373046875,5.828125,4.498046875,7.33203125,5.828125
31,5.2421875,4.498046875,5.037109375,5.2421875,5.83984375,4.498046875,7.275390625,5.83984375
32,4.7373046875,4.498046875,4.90625,4.7373046875,5.8974609375,4.498046875,7.3056640625,5.8974609375
33,5.134765625,4.498046875,5.0380859375,5.134765625,5.5234375,4.498046875,7.1123046875,5.5234375
34,4.7373046875,4.498046875,4.853515625,4.7373046875,5.0849609375,4.498046875,7.1474609375,5.0849609375
35,4.94140625,4.498046875,5.140625,4.94140625,5.068359375,4.498046875,7.1474609375,5.068359375
36,4.7373046875,4.498046875,4.83984375,4.7373046875,5.068359375,4.498046875,7.1103515625,5.068359375
37,5.080078125,4.498046875,4.720703125,5.080078125,5.091796875,4.498046875,7.1201171875,5.091796875
38,4.837890625,4.498046875,4.732421875,4.837890625,5.068359375,4.498046875,6.9970703125,5.068359375
39,4.7314453125,4.498046875,4.845703125,4.7314453125,5.095703125,4.498046875,7.0302734375,5.095703125
40,4.619140625,4.498046875,4.7294921875,4.619140625,5.068359375,4.498046875,6.4208984375,5.068359375
41,4.7548828125,4.498046875,4.703125,4.7548828125,4.8330078125,4.498046875,6.62890625,4.8330078125
42,4.6630859375,4.498046875,4.6474609375,4.6630859375,4.8330078125,4.498046875,6.208984375,4.8330078125
43,4.828125,4.498046875,4.6884765625,4.828125,4.7734375,4.498046875,6.0283203125,4.7734375
44,4.75390625,4.498046875,4.876953125,4.75390625,4.7734375,4.498046875,5.9443359375,4.7734375
45,4.783203125,4.498046875,4.6474609375,4.783203125,4.791015625,4.498046875,5.8427734375,4.791015625
46,4.6044921875,4.498046875,4.7021484375,4.6044921875,4.7734375,4.498046875,6.2705078125,4.7734375
47,4.662109375,4.498046875,4.6474609375,4.662109375,4.79296875,4.498046875,5.8193359375,4.79296875
48,4.68359375,4.498046875,4.66796875,4.68359375,4.7734375,4.498046875,5.5283203125,4.7734375
49,4.6357421875,4.498046875,4.6474609375,4.6357421875,4.8056640625,4.498046875,5.640625,4.8056640625
50,4.669921875,4.498046875,4.69921875,4.669921875,4.7734375,4.498046875,5.322265625,4.7734375
