,ansatz_0a_su2,ansatz_0b_su2,ansatz_0c_su2,ansatz_0d_su2,ansatz_1a_su2,ansatz_1b_su2,ansatz_1c_su2,ansatz_1d_su2
0,7.5810546875,4.498046875,7.345703125,7.30078125,7.2890625,4.498046875,7.5126953125,7.439453125
1,7.6806640625,4.50390625,7.6103515625,7.4208984375,7.646484375,4.50390625,7.19140625,7.6669921875
2,7.7314453125,4.5078125,7.4130859375,7.291015625,7.228515625,4.5078125,7.3896484375,8.064453125
3,7.46484375,4.486328125,7.21875,7.2705078125,7.7060546875,4.486328125,7.4306640625,7.0
4,7.5263671875,4.4765625,7.3701171875,7.58203125,7.236328125,4.4765625,7.662109375,7.4404296875
5,7.6923828125,4.525390625,7.5234375,7.201171875,7.5654296875,4.525390625,7.2626953125,7.6513671875
6,7.599609375,4.490234375,7.4365234375,7.5048828125,7.3349609375,4.490234375,7.34375,7.658203125
7,7.6728515625,4.5,7.37109375,7.0419921875,7.296875,4.5,7.39453125,7.279296875
8,7.4384765625,4.5390625,7.5126953125,7.4931640625,7.28515625,4.5390625,7.498046875,7.533203125
9,7.78125,4.53515625,7.423828125,7.0419921875,7.3720703125,4.53515625,7.2666015625,7.3828125
10,7.4296875,4.529296875,7.279296875,7.330078125,7.25,4.529296875,7.5908203125,7.9052734375
11,7.6875,4.515625,7.7041015625,7.2392578125,7.556640625,4.515625,7.2421875,6.99609375
12,7.53515625,4.52734375,7.5029296875,7.1611328125,7.3818359375,4.52734375,7.6279296875,7.1796875
13,7.623046875,4.53125,7.419921875,7.515625,7.44921875,4.53125,7.359375,7.8525390625
14,7.6103515625,4.474609375,7.37890625,6.962890625,7.478515625,4.474609375,7.580078125,7.3203125
15,7.59765625,4.48046875,7.7119140625,7.572265625,7.2734375,4.48046875,7.181640625,7.681640625
16,7.732421875,4.484375,7.3935546875,7.119140625,7.427734375,4.484375,7.6162109375,7.734375
17,7.5595703125,4.478515625,7.423828125,7.2939453125,7.080078125,4.478515625,7.12109375,7.390625
18,7.4677734375,4.544921875,7.4013671875,7.705078125,7.7041015625,4.544921875,7.4150390625,7.25
19,7.48046875,4.51171875,7.34375,6.9912109375,7.14453125,4.51171875,7.2724609375,7.5986328125
20,7.56640625,4.533203125,7.3583984375,6.8447265625,7.2431640625,4.533203125,7.1923828125,7.4453125
21,7.60546875,4.513671875,7.3349609375,7.5263671875,7.505859375,4.513671875,7.5234375,7.5966796875
22,7.533203125,4.5390625,7.34375,7.494140625,6.9638671875,4.5390625,7.2041015625,7.931640625
23,7.6904296875,4.544921875,7.283203125,6.9345703125,7.6337890625,4.544921875,7.58203125,6.919921875
24,7.6064453125,4.5234375,7.4921875,7.298828125,7.4326171875,4.5234375,7.4541015625,7.171875
25,7.6240234375,4.51953125,7.3671875,7.2373046875,7.2919921875,4.51953125,7.4052734375,8.0009765625
26,7.654296875,4.5078125,7.349609375,7.3671875,7.466796875,4.5078125,7.58203125,7.4013671875
27,7.6552734375,4.515625,7.462890625,7.173828125,7.21875,4.515625,7.1181640625,7.703125
28,7.7177734375,4.462890625,7.416015625,7.1962890625,7.326171875,4.462890625,7.12109375,7.6953125
29,7.576171875,4.50390625,7.4775390625,7.3779296875,7.2646484375,4.50390625,7.626953125,7.3583984375
30,7.7685546875,4.529296875,7.3544921875,7.17578125,7.537109375,4.529296875,7.400390625,7.7578125
31,7.5380859375,4.54296875,7.564453125,7.3271484375,7.3349609375,4.54296875,7.39453125,7.326171875
32,7.4921875,4.478515625,7.40625,7.2646484375,7.3447265625,4.478515625,7.58984375,7.734375
33,7.6865234375,4.52734375,7.4658203125,7.4521484375,7.3896484375,4.52734375,7.12109375,7.4892578125
34,7.6728515625,4.515625,7.4482421875,7.28515625,7.4521484375,4.515625,7.6328125,7.869140625
35,7.3603515625,4.529296875,7.5048828125,7.2919921875,7.423828125,4.529296875,7.2861328125,7.1611328125
36,7.6416015625,4.5078125,7.3525390625,7.232421875,7.5712890625,4.5078125,7.1689453125,7.646484375
37,7.64453125,4.494140625,7.3017578125,7.3642578125,7.37890625,4.494140625,7.6923828125,7.2109375
38,7.50390625,4.513671875,7.4599609375,7.623046875,7.64453125,4.513671875,7.6611328125,7.3837890625
39,7.5732421875,4.5234375,7.494140625,6.9560546875,7.1591796875,4.5234375,7.158203125,7.5947265625
40,7.640625,4.51171875,7.4931640625,7.1630859375,7.6318359375,4.51171875,7.2529296875,7.015625
41,7.5009765625,4.490234375,7.353515625,7.2861328125,7.041015625,4.490234375,7.607421875,8.044921875
42,7.5654296875,4.517578125,7.38671875,6.9658203125,7.6220703125,4.517578125,7.6123046875,7.16015625
43,7.5556640625,4.51171875,7.6015625,7.5615234375,7.369140625,4.51171875,7.10546875,7.7119140625
44,7.419921875,4.509765625,7.55078125,7.8046875,7.3173828125,4.509765625,7.345703125,7.625
45,7.6171875,4.4453125,7.23828125,6.8505859375,7.541015625,4.4453125,7.4560546875,7.2685546875
46,7.576171875,4.50390625,7.48828125,7.3779296875,7.2646484375,4.50390625,7.455078125,7.3583984375
47,7.7177734375,4.462890625,7.07421875,7.1962890625,7.326171875,4.462890625,7.4404296875,7.6953125
48,7.501953125,4.5,7.4296875,7.0947265625,6.9638671875,4.5,7.1171875,7.759765625
49,7.6611328125,4.5078125,7.3427734375,7.466796875,7.759765625,4.5078125,7.6669921875,7.2412109375
50,7.501953125,4.498046875,7.537109375,7.537109375,7.484375,4.498046875,7.345703125,7.5048828125
51,7.4755859375,4.50390625,7.3544921875,7.0849609375,7.17578125,4.50390625,7.44140625,7.498046875
52,7.5966796875,4.498046875,7.3212890625,7.0029296875,7.5810546875,4.498046875,7.3681640625,7.4287109375
53,7.513671875,4.50390625,7.263671875,7.1533203125,6.88671875,4.50390625,7.2294921875,7.681640625
54,7.5986328125,4.498046875,7.302734375,7.11328125,7.6630859375,4.498046875,7.080078125,7.3212890625
55,7.5458984375,4.50390625,7.4482421875,6.974609375,7.833984375,4.50390625,7.34375,6.9921875
56,7.2626953125,4.498046875,7.2451171875,6.912109375,7.5810546875,4.498046875,6.9794921875,6.6015625
57,7.83984375,4.50390625,7.05078125,7.220703125,7.69140625,4.50390625,6.9150390625,7.2392578125
58,8.0029296875,4.498046875,7.3427734375,6.7255859375,7.47265625,4.498046875,7.12890625,6.33984375
59,7.58203125,4.50390625,7.37890625,6.9638671875,7.7509765625,4.50390625,6.951171875,6.4384765625
60,6.5126953125,4.498046875,7.25390625,6.57421875,7.265625,4.498046875,7.1689453125,6.5439453125
61,6.529296875,4.50390625,7.326171875,6.986328125,7.431640625,4.50390625,6.947265625,6.208984375
62,6.62890625,4.498046875,7.31640625,6.75,7.21875,4.498046875,7.0869140625,6.3134765625
63,6.435546875,4.50390625,7.236328125,6.556640625,7.404296875,4.50390625,6.8310546875,6.2529296875
64,6.4755859375,4.498046875,7.181640625,6.591796875,7.1044921875,4.498046875,6.8857421875,6.2158203125
65,6.8466796875,4.50390625,7.369140625,6.6328125,7.1865234375,4.50390625,6.873046875,6.298828125
