,ansatz_2a,ansatz_2b,ansatz_3c,ansatz_3b,ansatz_4a,ansatz_4b
74,4.5791015625,4.8984375,4.576171875,4.6904296875,4.638671875,5.064453125
75,4.5234375,4.8720703125,4.5458984375,4.8935546875,4.6572265625,4.9970703125
76,4.576171875,4.8837890625,4.5615234375,4.70703125,4.6455078125,5.150390625
77,4.5439453125,4.8583984375,4.54296875,4.69140625,4.634765625,5.3369140625
78,4.5830078125,4.916015625,4.55078125,4.7265625,4.611328125,5.3046875
79,4.5693359375,4.7744140625,4.544921875,4.744140625,4.5908203125,5.103515625
80,4.55078125,4.837890625,4.5595703125,4.7431640625,4.55078125,5.1298828125
81,4.5078125,4.9072265625,4.5400390625,4.771484375,4.57421875,5.0615234375
82,4.521484375,4.8486328125,4.548828125,4.828125,4.5498046875,5.033203125
83,4.5927734375,4.826171875,4.5615234375,4.6650390625,4.5869140625,4.9296875
84,4.533203125,4.7431640625,4.5419921875,4.669921875,4.560546875,4.9375
85,4.5166015625,4.7451171875,4.5361328125,5.021484375,4.580078125,4.9189453125
86,4.5078125,4.7421875,4.5244140625,4.7255859375,4.5693359375,5.2958984375
87,4.5234375,4.7744140625,4.5498046875,4.9521484375,4.6845703125,5.138671875
88,4.5,4.80078125,4.525390625,4.7001953125,4.576171875,4.8544921875
89,4.5439453125,4.7900390625,4.5537109375,4.935546875,4.5927734375,4.84375
90,4.5068359375,4.7490234375,4.541015625,4.740234375,4.5625,4.8935546875
91,4.5517578125,4.826171875,4.5380859375,5.0322265625,4.6083984375,4.7587890625
92,4.544921875,4.9052734375,4.5244140625,4.76953125,4.591796875,4.791015625
93,4.525390625,4.6865234375,4.533203125,4.6806640625,4.5654296875,4.75
94,4.5283203125,4.763671875,4.525390625,4.701171875,4.5498046875,4.7451171875
95,4.5302734375,4.638671875,4.5478515625,4.708984375,4.5576171875,4.69140625
96,4.517578125,4.591796875,4.5166015625,4.7255859375,4.5556640625,4.6533203125
97,4.5341796875,4.615234375,4.5234375,4.666015625,4.5576171875,4.7314453125
98,4.5390625,4.658203125,4.53125,4.6962890625,4.599609375,4.6474609375
99,4.4794921875,4.6748046875,4.533203125,4.69921875,4.5576171875,4.6787109375
100,4.5029296875,4.55859375,4.525390625,4.6767578125,4.55078125,4.796875
101,4.498046875,4.6123046875,4.521484375,4.7041015625,4.5615234375,4.6875
102,4.51171875,4.59375,4.525390625,4.75,4.5478515625,4.6357421875
103,4.4990234375,4.5791015625,4.5205078125,4.728515625,4.5595703125,4.7509765625
104,4.5654296875,4.6171875,4.5283203125,4.736328125,4.552734375,4.611328125
105,4.490234375,4.6640625,4.5234375,4.7822265625,4.55859375,4.7041015625
106,4.501953125,4.57421875,4.5234375,4.708984375,4.548828125,4.6376953125
107,4.5048828125,4.6884765625,4.5263671875,4.7822265625,4.55078125,4.7158203125
108,4.5107421875,4.646484375,4.5185546875,4.6640625,4.552734375,4.638671875
109,4.482421875,4.63671875,4.5205078125,4.662109375,4.55078125,4.755859375
110,4.4970703125,4.6181640625,4.5205078125,4.7646484375,4.552734375,4.708984375
111,4.4794921875,4.54296875,4.5205078125,4.732421875,4.55078125,4.7744140625
112,4.5234375,4.5673828125,4.5224609375,4.72265625,4.552734375,4.740234375
113,4.5224609375,4.6181640625,4.5166015625,4.6787109375,4.5517578125,4.62109375
114,4.498046875,4.5869140625,4.5224609375,4.6318359375,4.5517578125,4.671875
115,4.4990234375,4.6171875,4.5185546875,4.587890625,4.55859375,4.7294921875
116,4.5166015625,4.515625,4.5224609375,4.5576171875,4.5537109375,4.6513671875
117,4.48828125,4.6005859375,4.5185546875,4.580078125,4.55078125,4.7177734375
118,4.5322265625,4.603515625,4.5166015625,4.634765625,4.5517578125,4.630859375
119,4.537109375,4.6318359375,4.5166015625,4.6298828125,4.5517578125,4.6376953125
120,4.5068359375,4.541015625,4.5166015625,4.6396484375,4.548828125,4.6025390625
121,4.494140625,4.703125,4.5224609375,4.59375,4.552734375,4.6123046875
122,4.4873046875,4.5634765625,4.5166015625,4.6083984375,4.548828125,4.724609375
123,4.4951171875,4.63671875,4.5166015625,4.5712890625,4.5498046875,4.6376953125
124,4.4833984375,4.6220703125,4.5166015625,4.5517578125,4.548828125,4.7021484375
125,4.5009765625,4.6533203125,4.5166015625,4.5078125,4.548828125,4.625
126,4.48828125,4.599609375,4.5166015625,4.56640625,4.5478515625,4.7060546875
127,4.486328125,4.6513671875,4.5166015625,4.5390625,4.548828125,4.677734375
128,4.4833984375,4.6279296875,4.5166015625,4.6337890625,4.5498046875,4.7333984375
129,4.4794921875,4.544921875,4.5166015625,4.5146484375,4.548828125,4.6015625
130,4.4873046875,4.5556640625,4.5166015625,4.5439453125,4.548828125,4.6630859375
131,4.4794921875,4.673828125,4.5166015625,4.5302734375,4.548828125,4.6552734375
132,4.4873046875,4.5556640625,4.5166015625,4.529296875,4.548828125,4.6826171875
133,4.484375,4.541015625,4.5166015625,4.5126953125,4.548828125,4.5869140625
134,4.4833984375,4.552734375,4.5166015625,4.54296875,4.548828125,4.7099609375
135,4.4794921875,4.537109375,4.5166015625,4.501953125,4.5478515625,4.5830078125
136,4.4833984375,4.58203125,4.5166015625,4.609375,4.548828125,4.6474609375
137,4.486328125,4.533203125,4.5166015625,4.5322265625,4.5478515625,4.580078125
138,4.501953125,4.5625,,4.5537109375,4.548828125,4.5732421875
139,4.4853515625,4.568359375,,4.5244140625,4.5478515625,4.6435546875
140,4.48046875,4.609375,,4.5673828125,4.5498046875,4.5849609375
141,4.482421875,4.5068359375,,4.5146484375,4.5498046875,4.5859375
142,4.4873046875,4.5810546875,,4.50390625,4.5478515625,4.5869140625
143,4.4833984375,4.505859375,,4.5732421875,4.5478515625,4.6064453125
144,4.4892578125,4.568359375,,4.578125,4.5478515625,4.5947265625
145,4.4873046875,4.5283203125,,4.5263671875,4.548828125,4.5732421875
146,4.4794921875,4.6435546875,,4.490234375,4.5478515625,4.6171875
147,4.4794921875,4.564453125,,4.5205078125,4.5478515625,4.62890625
148,4.4833984375,4.5966796875,,4.4951171875,4.5498046875,4.576171875
149,4.4873046875,4.5947265625,,4.5830078125,,4.5625
150,4.4814453125,4.64453125,,4.51953125,,4.587890625
151,4.48828125,4.5703125,,4.58203125,,4.6083984375
152,4.4794921875,4.58203125,,4.5244140625,,4.576171875
153,4.4833984375,4.5322265625,,4.525390625,,4.564453125
154,4.4794921875,4.57421875,,4.51171875,,4.60546875
155,4.4833984375,4.5341796875,,4.541015625,,4.576171875
156,4.4794921875,4.556640625,,4.517578125,,4.5380859375
157,4.4794921875,4.5947265625,,4.5361328125,,4.6494140625
158,4.4794921875,4.5185546875,,4.5263671875,,4.564453125
159,4.4794921875,4.6103515625,,4.486328125,,4.603515625
160,4.4814453125,4.51953125,,4.501953125,,4.541015625
161,4.4794921875,4.580078125,,4.4990234375,,4.55859375
162,4.4814453125,4.5146484375,,4.5068359375,,4.556640625
163,4.4794921875,4.58984375,,4.494140625,,4.6103515625
164,4.4794921875,4.5107421875,,4.5068359375,,4.5634765625
165,4.4794921875,4.5888671875,,4.478515625,,4.6279296875
166,4.4814453125,4.50390625,,4.5068359375,,4.5830078125
167,4.4794921875,4.54296875,,4.49609375,,4.5673828125
168,4.4794921875,4.5947265625,,4.4951171875,,4.5400390625
169,4.4833984375,4.578125,,4.4912109375,,4.5517578125
170,4.4814453125,4.548828125,,4.5068359375,,4.5673828125
171,4.4794921875,4.5537109375,,4.4892578125,,4.5478515625
172,4.4794921875,4.541015625,,4.48828125,,4.546875
173,4.4794921875,4.5517578125,,4.5478515625,,4.548828125
174,4.4794921875,4.5654296875,,4.490234375,,4.548828125
175,4.4794921875,4.513671875,,4.498046875,,4.5361328125
176,4.4794921875,4.5400390625,,4.52734375,,4.548828125
177,4.4794921875,4.517578125,,4.5,,4.5361328125
178,4.4814453125,4.53125,,4.4853515625,,4.572265625
179,4.4794921875,4.5126953125,,4.4755859375,,4.5400390625
180,4.4794921875,4.515625,,4.4873046875,,4.5283203125
181,4.4794921875,4.515625,,4.501953125,,4.53125
182,4.4794921875,4.5263671875,,4.4970703125,,4.5234375
183,4.4794921875,4.5009765625,,4.4736328125,,4.5361328125
184,4.4794921875,4.544921875,,4.50390625,,4.5205078125
185,4.4794921875,4.5419921875,,4.48046875,,4.546875
186,4.4794921875,4.5,,4.5107421875,,4.5537109375
187,4.4794921875,4.5107421875,,4.4921875,,4.548828125
188,4.4794921875,4.6201171875,,4.4990234375,,4.5244140625
189,4.4794921875,4.52734375,,4.4951171875,,4.5703125
190,4.4794921875,4.53515625,,4.4853515625,,4.560546875
191,4.4794921875,4.4970703125,,4.4775390625,,4.5224609375
192,4.4794921875,4.5283203125,,4.4765625,,4.5576171875
193,4.4794921875,4.5087890625,,4.4912109375,,4.5283203125
194,,4.54296875,,4.48046875,,4.5341796875
195,,4.509765625,,4.4833984375,,4.537109375
196,,4.5244140625,,4.48828125,,4.5439453125
197,,4.5400390625,,4.48828125,,4.53125
198,,4.5361328125,,4.4990234375,,4.541015625
199,,4.525390625,,4.4775390625,,4.5234375
200,,4.5244140625,,4.4716796875,,4.5224609375
201,,4.5302734375,,4.48828125,,4.5439453125
202,,4.5234375,,4.4736328125,,4.525390625
203,,4.521484375,,4.490234375,,4.53125
204,,4.49609375,,4.48046875,,4.5234375
205,,4.529296875,,4.4814453125,,4.5400390625
206,,4.509765625,,4.4775390625,,4.53125
207,,4.4931640625,,4.47265625,,4.5224609375
208,,4.4931640625,,4.4921875,,4.5302734375
209,,4.5087890625,,4.4814453125,,4.5205078125
210,,4.498046875,,4.4775390625,,4.5224609375
211,,4.4951171875,,4.49609375,,4.5205078125
212,,4.505859375,,4.486328125,,4.521484375
213,,4.5263671875,,4.4716796875,,4.5283203125
214,,4.513671875,,4.4716796875,,4.5244140625
215,,4.505859375,,4.4736328125,,4.525390625
216,,4.5,,4.478515625,,4.5263671875
217,,4.5390625,,4.4716796875,,4.517578125
218,,4.498046875,,4.478515625,,4.533203125
219,,4.5439453125,,4.4755859375,,4.5283203125
220,,4.515625,,4.4736328125,,4.51953125
221,,4.525390625,,4.4755859375,,4.529296875
222,,4.5166015625,,4.4765625,,4.51953125
223,,4.5029296875,,4.4814453125,,4.5185546875
224,,4.498046875,,4.470703125,,4.517578125
225,,4.5,,4.47265625,,4.521484375
226,,4.5,,4.484375,,4.5244140625
227,,4.525390625,,4.47265625,,4.5205078125
228,,4.513671875,,4.4912109375,,4.517578125
229,,4.509765625,,4.4833984375,,4.5244140625
230,,4.5078125,,4.4833984375,,4.5166015625
231,,4.49609375,,4.4736328125,,4.517578125
232,,4.515625,,4.48828125,,4.5166015625
233,,4.5,,4.4814453125,,4.517578125
234,,4.4990234375,,4.48046875,,4.517578125
235,,4.505859375,,4.4794921875,,4.5146484375
236,,4.5107421875,,4.47265625,,4.5224609375
237,,4.5068359375,,4.48046875,,4.51953125
238,,4.494140625,,4.470703125,,4.5146484375
239,,4.498046875,,4.4736328125,,4.5166015625
240,,4.498046875,,4.4716796875,,4.5205078125
241,,4.49609375,,4.47265625,,4.5146484375
242,,4.501953125,,4.470703125,,4.517578125
243,,4.4931640625,,4.47265625,,4.51171875
244,,4.5,,4.470703125,,4.5283203125
245,,4.5,,4.4736328125,,4.515625
246,,4.4990234375,,4.4765625,,4.5185546875
247,,4.513671875,,4.474609375,,4.51953125
248,,4.4931640625,,4.470703125,,4.5166015625
249,,4.4951171875,,4.4755859375,,4.515625
