,ansatz_0a_3f,ansatz_0b_3f,ansatz_0c_3f,ansatz_0d_3f,ansatz_1a_3f,ansatz_1b_3f,ansatz_1c_3f,ansatz_1d_3f
114,4.453125,4.498046875,4.66015625,4.453125,4.50390625,4.498046875,4.75,4.50390625
115,4.521484375,4.498046875,4.58203125,4.521484375,4.6435546875,4.498046875,4.75,4.6435546875
116,4.5126953125,4.498046875,4.8955078125,4.5126953125,4.50390625,4.498046875,4.7470703125,4.50390625
117,4.544921875,4.498046875,4.58203125,4.544921875,4.630859375,4.498046875,4.7470703125,4.630859375
118,4.5205078125,4.498046875,5.013671875,4.5205078125,4.50390625,4.498046875,4.7529296875,4.50390625
119,4.5341796875,4.498046875,4.58203125,4.5341796875,4.625,4.498046875,4.7470703125,4.625
120,4.47265625,4.498046875,4.60546875,4.47265625,4.50390625,4.498046875,4.7490234375,4.50390625
121,4.529296875,4.498046875,4.58203125,4.529296875,4.6328125,4.498046875,4.7470703125,4.6328125
122,4.548828125,4.498046875,4.60546875,4.548828125,4.50390625,4.498046875,4.763671875,4.50390625
123,4.591796875,4.498046875,4.6376953125,4.591796875,4.7080078125,4.498046875,4.7470703125,4.7080078125
124,4.5185546875,4.498046875,4.806640625,4.5185546875,4.50390625,4.498046875,4.787109375,4.50390625
125,4.533203125,4.498046875,4.62109375,4.533203125,4.8251953125,4.498046875,4.806640625,4.8251953125
126,4.4453125,4.498046875,4.8505859375,4.4453125,4.50390625,4.498046875,5.0029296875,4.50390625
127,4.5078125,4.498046875,4.705078125,4.5078125,4.6396484375,4.498046875,4.9267578125,4.6396484375
128,4.4619140625,4.498046875,4.859375,4.4619140625,4.50390625,4.498046875,4.9990234375,4.50390625
129,4.5068359375,4.498046875,4.578125,4.5068359375,4.6796875,4.498046875,4.9033203125,4.6796875
130,4.451171875,4.498046875,4.677734375,4.451171875,4.50390625,4.498046875,4.662109375,4.50390625
