,ansatz_0a_su2_3f,ansatz_0b_su2_3f,ansatz_0c_su2_3f,ansatz_0d_su2_3f,ansatz_1a_su2_3f,ansatz_1b_su2_3f,ansatz_1c_su2_3f,ansatz_1d_su2_3f
141,6.3544921875,4.50390625,6.8916015625,6.5244140625,5.9521484375,4.50390625,6.275390625,6.02734375
142,6.4208984375,4.498046875,7.060546875,6.6435546875,5.921875,4.498046875,6.552734375,5.80078125
143,6.3623046875,4.50390625,7.001953125,6.6416015625,5.755859375,4.50390625,6.1591796875,6.197265625
144,6.3994140625,4.498046875,6.9931640625,6.560546875,5.7509765625,4.498046875,6.384765625,5.98046875
145,6.384765625,4.50390625,7.0205078125,6.6865234375,5.91796875,4.50390625,6.37109375,5.9130859375
146,6.5703125,4.498046875,7.0625,6.7041015625,5.8779296875,4.498046875,6.4501953125,6.0244140625
147,6.2900390625,4.50390625,7.0126953125,6.4384765625,5.7099609375,4.50390625,6.27734375,5.87109375
148,6.5537109375,4.498046875,7.1875,6.84765625,5.9345703125,4.498046875,6.3486328125,6.00390625
149,6.1572265625,4.50390625,6.8408203125,6.4306640625,5.7021484375,4.50390625,6.3681640625,5.791015625
150,6.5029296875,4.498046875,7.01171875,6.6015625,5.8056640625,4.498046875,6.4853515625,5.7158203125
151,6.044921875,4.50390625,7.4482421875,6.6357421875,5.6865234375,4.50390625,6.1494140625,6.0263671875
152,6.1728515625,4.498046875,7.3251953125,6.5400390625,5.6220703125,4.498046875,6.544921875,6.068359375
153,6.3798828125,4.50390625,7.05859375,6.63671875,5.935546875,4.50390625,6.2255859375,5.779296875
154,6.4365234375,4.498046875,7.3037109375,6.5576171875,5.8681640625,4.498046875,6.5263671875,5.740234375
155,5.9375,4.50390625,7.154296875,6.548828125,5.8203125,4.50390625,6.2236328125,5.8544921875
156,6.08203125,4.498046875,7.46875,6.666015625,5.705078125,4.498046875,6.5068359375,6.033203125
157,6.2197265625,4.50390625,6.9599609375,6.4873046875,5.6767578125,4.50390625,6.2197265625,5.6953125
158,6.2685546875,4.498046875,7.29296875,6.505859375,5.685546875,4.498046875,6.3388671875,6.033203125
159,5.984375,4.50390625,7.123046875,6.5439453125,5.7978515625,4.50390625,6.2744140625,5.4736328125
160,6.0146484375,4.498046875,7.236328125,6.662109375,5.7646484375,4.498046875,6.2978515625,5.5625
161,6.1357421875,4.50390625,7.15625,6.5341796875,5.7138671875,4.50390625,6.330078125,5.7177734375
162,6.1240234375,4.498046875,7.2431640625,6.58203125,5.8779296875,4.498046875,6.41796875,5.818359375
163,6.08203125,4.50390625,7.1943359375,6.3974609375,5.6396484375,4.50390625,6.203125,5.61328125
164,5.974609375,4.498046875,7.2294921875,6.640625,5.6103515625,4.498046875,6.3291015625,5.78515625
165,6.0478515625,4.50390625,7.1552734375,6.51171875,5.7373046875,4.50390625,6.16015625,5.7685546875
166,5.89453125,4.498046875,7.1376953125,6.6806640625,5.7744140625,4.498046875,6.2490234375,5.8408203125
167,6.162109375,4.50390625,7.2998046875,6.6083984375,5.5654296875,4.50390625,6.2626953125,5.466796875
168,6.0048828125,4.498046875,7.18359375,6.38671875,5.7001953125,4.498046875,6.6103515625,5.615234375
169,5.896484375,4.50390625,7.099609375,6.7783203125,5.6162109375,4.50390625,6.0205078125,5.5498046875
170,6.1044921875,4.498046875,7.1826171875,6.318359375,5.6181640625,4.498046875,6.5078125,5.6513671875
171,5.9140625,4.50390625,6.8544921875,6.4755859375,5.52734375,4.50390625,6.1904296875,5.69921875
172,6.04296875,4.498046875,6.9990234375,6.5341796875,5.7177734375,4.498046875,6.458984375,5.625
173,5.9873046875,4.50390625,6.8349609375,6.4169921875,5.599609375,4.50390625,6.2548828125,5.7998046875
174,6.0390625,4.498046875,7.0537109375,6.4443359375,5.6240234375,4.498046875,6.2177734375,5.666015625
175,5.92578125,4.50390625,6.73046875,6.349609375,5.626953125,4.50390625,6.5146484375,5.58203125
176,5.859375,4.498046875,6.7529296875,6.3642578125,5.7822265625,4.498046875,6.5126953125,5.541015625
177,6.0419921875,4.50390625,6.900390625,6.376953125,5.8115234375,4.50390625,6.125,5.6376953125
178,5.9833984375,4.498046875,6.78515625,6.6650390625,5.6875,4.498046875,6.255859375,5.6025390625
179,6.1181640625,4.50390625,6.8173828125,6.33203125,5.6201171875,4.50390625,6.4169921875,5.5703125
180,6.0078125,4.498046875,6.9296875,6.5263671875,5.67578125,4.498046875,6.439453125,5.421875
181,5.8251953125,4.50390625,6.7177734375,6.40234375,5.509765625,4.50390625,6.3369140625,5.84765625
182,5.8505859375,4.498046875,6.9599609375,6.6376953125,5.751953125,4.498046875,6.3642578125,5.4765625
183,6.1337890625,4.50390625,6.7470703125,6.3916015625,5.5283203125,4.50390625,6.4248046875,5.51953125
184,5.896484375,4.498046875,6.8125,6.4921875,5.6650390625,4.498046875,6.580078125,5.6357421875
185,5.9912109375,4.50390625,6.921875,6.470703125,5.4267578125,4.50390625,5.9677734375,5.421875
186,6.224609375,4.498046875,6.94921875,6.7060546875,5.7626953125,4.498046875,5.98828125,5.509765625
187,5.884765625,4.50390625,6.7958984375,6.26953125,5.62109375,4.50390625,6.0244140625,5.4716796875
188,5.966796875,4.498046875,6.826171875,6.45703125,5.642578125,4.498046875,6.1298828125,5.509765625
189,5.939453125,4.50390625,6.8955078125,6.3994140625,5.8310546875,4.50390625,6.0576171875,5.517578125
190,6.0234375,4.498046875,7.009765625,6.5244140625,5.5009765625,4.498046875,6.2509765625,5.3876953125
191,5.767578125,4.50390625,6.845703125,6.349609375,5.5927734375,4.50390625,5.8818359375,5.603515625
192,5.9130859375,4.498046875,7.005859375,6.5791015625,5.7158203125,4.498046875,6.1259765625,5.5400390625
193,5.908203125,4.50390625,7.091796875,6.4111328125,5.47265625,4.50390625,6.0224609375,5.2626953125
194,5.7548828125,4.498046875,7.28125,6.3984375,5.591796875,4.498046875,6.2060546875,5.51171875
195,5.9462890625,4.50390625,6.630859375,6.447265625,5.5888671875,4.50390625,6.0615234375,5.5703125
196,5.8466796875,4.498046875,7.0654296875,6.4990234375,5.53515625,4.498046875,6.1484375,5.51953125
197,5.9697265625,4.50390625,6.7998046875,6.533203125,5.5517578125,4.50390625,6.1337890625,5.51953125
198,6.111328125,4.498046875,6.92578125,6.5048828125,5.568359375,4.498046875,6.36328125,5.6005859375
199,5.7451171875,4.50390625,6.7763671875,6.361328125,5.583984375,4.50390625,6.0458984375,5.1923828125
200,5.861328125,4.498046875,6.9814453125,6.541015625,5.5751953125,4.498046875,6.2197265625,5.4892578125
201,5.76171875,4.50390625,6.744140625,6.4765625,5.5146484375,4.50390625,6.056640625,5.234375
202,5.982421875,4.498046875,6.8134765625,6.55859375,5.40234375,4.498046875,6.3427734375,5.7021484375
203,5.9404296875,4.50390625,6.8623046875,6.26171875,5.67578125,4.50390625,6.0126953125,5.291015625
204,5.9580078125,4.498046875,6.6591796875,6.5791015625,5.59765625,4.498046875,6.1767578125,5.486328125
205,5.7158203125,4.50390625,7.0078125,6.2548828125,5.47265625,4.50390625,6.0888671875,5.2978515625
206,6.0537109375,4.498046875,6.7724609375,6.298828125,5.58984375,4.498046875,6.0908203125,5.4462890625
207,5.8017578125,4.50390625,6.654296875,6.388671875,5.4677734375,4.50390625,6.10546875,5.2490234375
208,5.8583984375,4.498046875,6.6708984375,6.4541015625,5.55859375,4.498046875,6.3916015625,5.4599609375
209,5.9306640625,4.50390625,6.8525390625,6.181640625,5.544921875,4.50390625,5.939453125,5.3515625
210,5.7685546875,4.498046875,6.873046875,6.3359375,5.4814453125,4.498046875,6.1064453125,5.31640625
211,5.828125,4.50390625,6.4970703125,6.279296875,5.435546875,4.50390625,5.9248046875,5.5576171875
212,5.7919921875,4.498046875,6.6494140625,6.3515625,5.4892578125,4.498046875,6.0830078125,5.5400390625
213,5.9208984375,4.50390625,6.6748046875,6.1884765625,5.5146484375,4.50390625,6.18359375,5.326171875
214,5.755859375,4.498046875,6.6748046875,6.322265625,5.548828125,4.498046875,5.9599609375,5.46484375
215,5.892578125,4.50390625,6.71875,6.30859375,5.466796875,4.50390625,6.0458984375,5.3203125
216,5.8671875,4.498046875,6.611328125,6.3388671875,5.384765625,4.498046875,6.2705078125,5.4326171875
217,5.8046875,4.50390625,6.7001953125,6.21875,5.5859375,4.50390625,5.685546875,5.380859375
218,5.796875,4.498046875,6.4130859375,6.390625,5.478515625,4.498046875,5.8701171875,5.6201171875
219,6.052734375,4.50390625,6.8203125,6.21484375,5.4833984375,4.50390625,5.876953125,5.185546875
220,5.919921875,4.498046875,6.5068359375,6.2890625,5.7060546875,4.498046875,5.84375,5.2509765625
221,5.83984375,4.50390625,6.24609375,6.212890625,5.4130859375,4.50390625,5.69921875,5.314453125
222,5.88671875,4.498046875,6.3251953125,6.3837890625,5.32421875,4.498046875,5.9306640625,5.375
223,5.673828125,4.50390625,6.2744140625,6.185546875,5.599609375,4.50390625,5.7177734375,5.1611328125
224,5.826171875,4.498046875,6.4326171875,6.4091796875,5.419921875,4.498046875,5.748046875,5.3486328125
225,5.7587890625,4.50390625,6.384765625,6.203125,5.4208984375,4.50390625,5.8076171875,5.392578125
226,5.6064453125,4.498046875,6.4677734375,6.4736328125,5.3310546875,4.498046875,5.978515625,5.505859375
227,5.875,4.50390625,6.478515625,6.10546875,5.369140625,4.50390625,5.4697265625,5.326171875
228,5.6865234375,4.498046875,6.322265625,6.4755859375,5.5546875,4.498046875,5.84765625,5.4658203125
229,5.7578125,4.50390625,6.4091796875,6.1494140625,5.2763671875,4.50390625,5.5771484375,5.1875
230,6.005859375,4.498046875,6.2607421875,6.134765625,5.23828125,4.498046875,5.7841796875,5.4833984375
231,5.6826171875,4.50390625,6.453125,6.3720703125,5.4853515625,4.50390625,5.6640625,5.23828125
232,5.736328125,4.498046875,6.333984375,6.2685546875,5.30078125,4.498046875,5.759765625,5.4228515625
233,5.7626953125,4.50390625,6.3818359375,6.0810546875,5.4248046875,4.50390625,5.6455078125,5.298828125
234,5.7080078125,4.498046875,6.4208984375,6.32421875,5.390625,4.498046875,5.8955078125,5.5283203125
235,5.7333984375,4.50390625,6.24609375,6.0595703125,5.3046875,4.50390625,5.4560546875,5.2958984375
236,5.8076171875,4.498046875,6.3271484375,6.3662109375,5.3154296875,4.498046875,5.8046875,5.283203125
237,5.775390625,4.50390625,6.3642578125,6.0869140625,5.4541015625,4.50390625,5.4580078125,5.4033203125
238,5.861328125,4.498046875,6.4423828125,6.3046875,5.41015625,4.498046875,5.7861328125,5.3857421875
239,5.6962890625,4.50390625,6.3076171875,6.173828125,5.337890625,4.50390625,5.541015625,5.3076171875
240,5.8447265625,4.498046875,6.3955078125,6.41796875,5.384765625,4.498046875,5.7373046875,5.4560546875
241,5.6875,4.50390625,6.2958984375,6.0908203125,5.40234375,4.50390625,5.5205078125,5.2802734375
242,5.7958984375,4.498046875,6.427734375,6.3154296875,5.4453125,4.498046875,5.6708984375,5.49609375
243,5.806640625,4.50390625,6.416015625,6.24609375,5.220703125,4.50390625,5.58203125,5.2626953125
244,5.80078125,4.498046875,6.5283203125,6.5322265625,5.4375,4.498046875,5.61328125,5.486328125
245,5.671875,4.50390625,6.2939453125,6.2412109375,5.2158203125,4.50390625,5.572265625,5.1904296875
246,5.7978515625,4.498046875,6.62109375,6.248046875,5.4326171875,4.498046875,5.818359375,5.5166015625
247,5.595703125,4.50390625,6.2666015625,6.3544921875,5.1796875,4.50390625,5.5126953125,5.140625
248,5.73828125,4.498046875,6.578125,6.4541015625,5.3310546875,4.498046875,5.65625,5.169921875
249,5.76953125,4.50390625,6.4375,6.0849609375,5.21875,4.50390625,5.6669921875,5.2646484375
250,5.828125,4.498046875,6.6796875,6.41015625,5.275390625,4.498046875,5.6748046875,5.3330078125
251,5.8017578125,4.50390625,6.482421875,6.1171875,5.1416015625,4.50390625,5.6240234375,5.2734375
252,5.6962890625,4.498046875,6.5712890625,6.203125,5.2861328125,4.498046875,5.828125,5.2099609375
253,5.8037109375,4.50390625,6.76953125,6.32421875,5.1591796875,4.50390625,5.6728515625,5.41015625
254,5.8681640625,4.498046875,6.5126953125,6.4697265625,5.1123046875,4.498046875,5.6328125,5.43359375
255,5.5078125,4.50390625,6.6708984375,5.9619140625,5.3486328125,4.50390625,5.9052734375,5.13671875
256,5.69140625,4.498046875,6.51953125,6.2470703125,5.208984375,4.498046875,5.849609375,5.5224609375
