,ansatz_0a_su2_2f,ansatz_0b_su2_2f,ansatz_0c_su2_2f,ansatz_0d_su2_2f,ansatz_1a_su2_2f,ansatz_1b_su2_2f,ansatz_1c_su2_2f,ansatz_1d_su2_2f
81,4.54296875,4.498046875,6.125,5.4794921875,5.5673828125,4.498046875,5.5029296875,5.115234375
82,4.66796875,4.498046875,6.373046875,5.5732421875,5.5517578125,4.498046875,5.5107421875,5.0986328125
83,4.580078125,4.498046875,6.037109375,5.517578125,5.5693359375,4.498046875,5.6474609375,5.1416015625
84,4.5263671875,4.498046875,6.5439453125,5.5703125,5.5556640625,4.498046875,5.5439453125,5.150390625
85,4.5693359375,4.498046875,6.259765625,5.568359375,5.55859375,4.498046875,5.4716796875,5.1142578125
86,4.505859375,4.498046875,6.48046875,5.5830078125,5.5322265625,4.498046875,5.48046875,5.109375
87,4.498046875,4.498046875,5.9951171875,5.6142578125,5.544921875,4.498046875,5.51171875,5.1240234375
88,4.6796875,4.498046875,6.0537109375,5.6533203125,5.53515625,4.498046875,5.5029296875,5.1025390625
89,4.576171875,4.498046875,5.966796875,5.5146484375,5.546875,4.498046875,5.513671875,5.1494140625
90,4.546875,4.498046875,6.0390625,5.64453125,5.54296875,4.498046875,5.5166015625,5.1123046875
91,4.55078125,4.498046875,6.0556640625,5.5927734375,5.5380859375,4.498046875,5.4921875,5.134765625
92,4.505859375,4.498046875,5.880859375,5.4970703125,5.55859375,4.498046875,5.4873046875,5.146484375
93,4.5849609375,4.498046875,6.0625,5.541015625,5.5498046875,4.498046875,5.5712890625,5.1474609375
94,4.544921875,4.498046875,6.14453125,5.4921875,5.5771484375,4.498046875,5.482421875,5.146484375
95,4.509765625,4.498046875,5.8466796875,5.498046875,5.5361328125,4.498046875,5.603515625,5.1220703125
96,4.59375,4.498046875,6.1025390625,5.525390625,5.5234375,4.498046875,5.5166015625,5.1279296875
97,4.5859375,4.498046875,5.8984375,5.501953125,5.5283203125,4.498046875,5.529296875,5.1357421875
98,4.5234375,4.498046875,5.7646484375,5.5712890625,5.5390625,4.498046875,5.4794921875,5.1298828125
99,4.5576171875,4.498046875,6.01953125,5.5,5.5400390625,4.498046875,5.4443359375,5.119140625
100,4.560546875,4.498046875,6.0693359375,5.4814453125,5.548828125,4.498046875,5.4453125,5.1142578125
101,4.564453125,4.498046875,5.8466796875,5.5126953125,5.544921875,4.498046875,5.408203125,5.0888671875
102,4.533203125,4.498046875,5.8359375,5.4755859375,5.5439453125,4.498046875,5.4375,5.1083984375
103,4.52734375,4.498046875,5.7998046875,5.4990234375,5.5322265625,4.498046875,5.482421875,5.1181640625
104,4.5,4.498046875,5.8916015625,5.5009765625,5.5546875,4.498046875,5.373046875,5.0927734375
105,4.529296875,4.498046875,5.814453125,5.5146484375,5.541015625,4.498046875,5.5107421875,5.111328125
106,4.5048828125,4.498046875,5.72265625,5.498046875,5.53515625,4.498046875,5.3603515625,5.1005859375
107,4.509765625,4.498046875,5.8154296875,5.4921875,5.5302734375,4.498046875,5.3837890625,5.08203125
108,4.478515625,4.498046875,5.9287109375,5.5234375,5.537109375,4.498046875,5.3828125,5.0830078125
109,4.4814453125,,5.703125,5.505859375,5.5302734375,,5.484375,5.1162109375
110,4.490234375,,5.8291015625,5.4951171875,5.5390625,,5.3935546875,5.099609375
111,4.5,,5.7353515625,5.484375,5.5458984375,,5.359375,5.123046875
112,4.564453125,,5.76953125,5.5185546875,5.537109375,,5.2939453125,5.0927734375
113,4.4853515625,,5.779296875,5.50390625,5.537109375,,5.2275390625,5.08203125
114,4.5517578125,,6.0029296875,5.4892578125,5.5458984375,,5.25,5.0888671875
115,4.5087890625,,5.78125,5.4951171875,5.5400390625,,5.29296875,5.0888671875
116,4.48828125,,6.1943359375,5.5263671875,5.5498046875,,5.275390625,5.0888671875
117,4.5,,5.783203125,5.48828125,5.5361328125,,5.298828125,5.09375
118,4.4892578125,,5.8994140625,5.5009765625,5.5341796875,,5.267578125,5.080078125
119,4.5107421875,,5.9169921875,5.4892578125,5.54296875,,5.2939453125,5.1044921875
120,4.537109375,,5.6787109375,5.51171875,5.5302734375,,5.2236328125,5.0673828125
121,4.5009765625,,5.912109375,5.4931640625,5.5244140625,,5.2001953125,5.0908203125
122,4.5244140625,,5.8056640625,5.515625,5.5341796875,,5.2177734375,5.0888671875
123,4.5166015625,,5.9990234375,5.5029296875,5.5283203125,,5.1943359375,5.0986328125
124,4.4736328125,,5.4892578125,5.4931640625,5.541015625,,5.240234375,5.07421875
125,4.4833984375,,5.474609375,5.490234375,5.5302734375,,5.150390625,5.0888671875
126,4.486328125,,5.5185546875,5.4892578125,5.533203125,,5.115234375,5.0751953125
127,4.4921875,,5.5419921875,5.4970703125,5.525390625,,5.15625,5.0751953125
128,4.4892578125,,5.5517578125,5.486328125,5.5302734375,,5.103515625,5.0830078125
129,4.48046875,,5.5361328125,5.4814453125,5.5244140625,,5.1376953125,5.076171875
130,4.484375,,5.857421875,5.4873046875,5.5244140625,,5.1337890625,5.0771484375
131,4.4775390625,,5.603515625,5.484375,5.5244140625,,5.0546875,5.0810546875
132,4.5087890625,,5.921875,5.5,5.5234375,,5.068359375,5.0869140625
133,4.478515625,,5.62109375,5.4794921875,5.53125,,5.103515625,5.091796875
134,4.4970703125,,5.4384765625,5.5078125,5.5244140625,,5.029296875,5.078125
135,4.4775390625,,5.4775390625,5.4765625,5.525390625,,5.046875,5.078125
136,4.4765625,,5.5537109375,5.4892578125,5.525390625,,5.0595703125,5.076171875
137,4.47265625,,5.556640625,5.4765625,5.533203125,,5.146484375,5.0791015625
138,4.53125,,5.455078125,5.48046875,5.5283203125,,5.0615234375,5.0751953125
139,4.48046875,,5.4609375,5.490234375,5.5234375,,5.1640625,5.068359375
140,4.4833984375,,5.7587890625,5.4794921875,5.5224609375,,5.1220703125,5.0859375
141,4.4765625,,5.5498046875,5.478515625,5.5224609375,,5.1513671875,5.0712890625
142,4.5048828125,,5.509765625,5.4814453125,5.5302734375,,5.021484375,5.0830078125
143,4.4736328125,,5.62109375,5.4716796875,5.5234375,,5.0634765625,5.0791015625
144,4.4765625,,5.767578125,5.4814453125,5.5263671875,,5.095703125,5.064453125
145,4.474609375,,5.423828125,5.4755859375,5.525390625,,5.072265625,5.0810546875
146,4.474609375,,5.5615234375,5.470703125,5.5224609375,,5.0400390625,5.072265625
147,4.474609375,,5.5625,5.484375,5.5224609375,,5.0546875,5.0810546875
148,4.47265625,,5.3759765625,5.4794921875,5.5244140625,,5.0458984375,5.0712890625
149,4.4833984375,,5.365234375,5.4794921875,5.5234375,,4.9951171875,5.072265625
150,4.4765625,,5.599609375,5.4736328125,5.5234375,,5.0634765625,5.0732421875
151,4.484375,,5.478515625,5.48046875,5.5224609375,,4.7978515625,5.078125
152,4.48828125,,5.6240234375,5.4755859375,5.5244140625,,4.8349609375,5.080078125
153,4.4775390625,,5.3701171875,5.4765625,5.52734375,,4.849609375,5.0673828125
154,4.47265625,,5.2431640625,5.4814453125,5.5234375,,4.8310546875,5.0703125
155,4.4794921875,,5.310546875,5.47265625,5.5224609375,,4.779296875,5.0625
156,4.470703125,,5.2236328125,5.4736328125,5.5224609375,,4.7587890625,5.0673828125
157,4.484375,,5.3095703125,5.47265625,5.5224609375,,4.833984375,5.064453125
158,4.470703125,,5.6279296875,5.478515625,5.5224609375,,4.8583984375,5.068359375
159,4.4765625,,5.4423828125,5.4736328125,5.5224609375,,4.806640625,5.0634765625
160,4.474609375,,5.412109375,5.4755859375,5.5224609375,,4.810546875,5.080078125
161,4.47265625,,5.421875,5.474609375,5.5224609375,,4.826171875,5.0634765625
162,4.470703125,,5.3388671875,5.4775390625,5.5224609375,,4.7216796875,5.068359375
163,4.474609375,,5.4365234375,5.4794921875,5.5234375,,4.693359375,5.0615234375
164,4.47265625,,5.572265625,5.478515625,5.5224609375,,4.779296875,5.068359375
165,4.47265625,,5.5009765625,5.4765625,5.5224609375,,4.7607421875,5.0693359375
166,4.46875,,5.4013671875,5.474609375,5.5224609375,,4.748046875,5.064453125
167,4.46875,,5.3037109375,5.4755859375,5.5224609375,,4.76953125,5.072265625
168,4.4765625,,5.30078125,5.4755859375,5.5224609375,,4.7822265625,5.064453125
169,4.46875,,5.4169921875,5.4755859375,5.5224609375,,4.6650390625,5.072265625
170,4.474609375,,5.115234375,5.47265625,5.5224609375,,4.7978515625,5.0712890625
171,4.470703125,,5.265625,5.47265625,5.5224609375,,4.7724609375,5.0625
172,4.470703125,,5.28515625,5.470703125,5.5224609375,,4.7646484375,5.064453125
173,4.46875,,5.138671875,5.470703125,5.5224609375,,4.72265625,5.064453125
174,4.470703125,,5.2587890625,5.47265625,5.5224609375,,4.70703125,5.0654296875
175,4.478515625,,5.23828125,5.47265625,5.5224609375,,4.67578125,5.0693359375
176,4.46875,,5.201171875,5.470703125,5.5224609375,,4.6435546875,5.0634765625
177,4.46875,,5.2197265625,5.470703125,,,4.5908203125,5.0693359375
178,4.47265625,,5.3125,5.474609375,,,4.72265625,5.064453125
179,4.46875,,5.0087890625,5.470703125,,,4.6396484375,5.064453125
180,4.482421875,,5.1162109375,5.470703125,,,4.6533203125,5.0625
181,4.4697265625,,5.0244140625,5.470703125,,,4.6142578125,5.0634765625
182,4.46875,,5.24609375,5.470703125,,,4.7412109375,5.0634765625
183,4.470703125,,5.103515625,5.46875,,,4.6552734375,5.064453125
184,4.46875,,5.3564453125,5.46875,,,4.6064453125,5.0634765625
185,4.46875,,5.171875,5.470703125,,,4.6484375,5.0634765625
186,4.46875,,5.1318359375,5.470703125,,,4.75,5.0625
187,4.46875,,5.0673828125,5.47265625,,,4.625,5.0615234375
188,4.46875,,5.3916015625,5.46875,,,4.75390625,5.0615234375
189,4.46875,,5.0546875,5.474609375,,,4.63671875,5.0654296875
190,4.46875,,5.353515625,5.46875,,,4.6357421875,5.064453125
191,4.46875,,5.2373046875,5.4716796875,,,4.5869140625,5.0615234375
192,4.46875,,5.322265625,5.46875,,,4.6533203125,5.0634765625
193,4.46875,,4.966796875,5.47265625,,,4.6220703125,5.0615234375
194,4.46875,,4.966796875,5.470703125,,,4.703125,5.0634765625
195,4.46875,,5.14453125,5.47265625,,,4.640625,5.0625
196,4.46875,,4.9873046875,5.470703125,,,4.6171875,5.0615234375
197,4.46875,,5.0107421875,5.47265625,,,4.6455078125,5.0615234375
198,4.46875,,5.0087890625,5.46875,,,4.6669921875,5.0615234375
199,4.46875,,4.927734375,5.46875,,,4.5927734375,5.0615234375
200,4.46875,,4.939453125,5.470703125,,,4.609375,5.0615234375
201,4.46875,,4.943359375,5.470703125,,,4.60546875,5.0615234375
202,4.46875,,5.13671875,5.46875,,,4.6181640625,5.0625
203,4.46875,,5.0166015625,5.470703125,,,4.6435546875,5.0615234375
204,4.46875,,5.0029296875,5.46875,,,4.6474609375,5.0615234375
205,4.46875,,5.0869140625,5.470703125,,,4.6318359375,5.0615234375
206,4.46875,,4.9951171875,5.46875,,,4.615234375,5.0625
207,4.46875,,4.921875,5.46875,,,4.6455078125,5.0615234375
208,4.46875,,4.9345703125,5.46875,,,4.6103515625,5.0625
209,4.46875,,4.9072265625,5.46875,,,4.6328125,5.0615234375
210,4.46875,,4.9345703125,5.46875,,,4.6142578125,5.0615234375
211,4.46875,,4.9580078125,5.46875,,,4.6376953125,5.0615234375
212,4.46875,,4.8974609375,5.46875,,,4.5986328125,5.0615234375
213,4.46875,,4.8310546875,5.46875,,,4.634765625,
214,,,4.8623046875,5.46875,,,4.6181640625,
215,,,4.7626953125,5.46875,,,4.63671875,
216,,,4.7529296875,5.46875,,,4.5810546875,
217,,,4.7314453125,5.46875,,,4.630859375,
218,,,4.7431640625,5.46875,,,4.609375,
219,,,4.7001953125,5.46875,,,4.63671875,
220,,,4.7607421875,5.46875,,,4.5986328125,
221,,,4.8896484375,5.46875,,,4.6591796875,
222,,,4.712890625,,,,4.611328125,
223,,,4.720703125,,,,4.58984375,
224,,,4.6552734375,,,,4.587890625,
225,,,4.6630859375,,,,4.6240234375,
226,,,4.701171875,,,,4.6103515625,
227,,,4.7998046875,,,,4.5810546875,
228,,,4.6826171875,,,,4.5810546875,
229,,,4.7333984375,,,,4.58984375,
230,,,4.6982421875,,,,4.58984375,
231,,,4.6708984375,,,,4.5888671875,
232,,,4.76171875,,,,4.595703125,
233,,,4.689453125,,,,4.583984375,
234,,,4.6728515625,,,,4.6171875,
235,,,4.7626953125,,,,4.59765625,
236,,,4.64453125,,,,4.6083984375,
237,,,4.734375,,,,4.6044921875,
238,,,4.689453125,,,,4.5869140625,
239,,,4.736328125,,,,4.6005859375,
240,,,4.65234375,,,,4.5986328125,
241,,,4.6220703125,,,,4.5947265625,
242,,,4.6640625,,,,4.5849609375,
243,,,4.744140625,,,,4.587890625,
244,,,4.666015625,,,,4.625,
245,,,4.630859375,,,,4.5771484375,
246,,,4.71875,,,,4.6328125,
247,,,4.7880859375,,,,4.5771484375,
248,,,4.65234375,,,,4.611328125,
249,,,4.7041015625,,,,4.599609375,
250,,,4.6982421875,,,,4.583984375,
251,,,4.72265625,,,,4.6005859375,
252,,,4.6611328125,,,,4.5966796875,
253,,,4.693359375,,,,4.6015625,
254,,,4.68359375,,,,4.5859375,
255,,,4.7998046875,,,,4.5732421875,
256,,,4.658203125,,,,4.58984375,
257,,,4.6494140625,,,,4.6337890625,
258,,,4.66796875,,,,4.583984375,
259,,,4.5966796875,,,,4.5927734375,
260,,,4.634765625,,,,4.5751953125,
261,,,4.6123046875,,,,4.5947265625,
262,,,4.6669921875,,,,4.587890625,
263,,,4.638671875,,,,4.59765625,
264,,,4.6591796875,,,,4.587890625,
265,,,4.578125,,,,4.603515625,
266,,,4.6220703125,,,,4.578125,
267,,,4.607421875,,,,4.587890625,
268,,,4.609375,,,,4.5908203125,
269,,,4.6025390625,,,,4.580078125,
270,,,4.6611328125,,,,4.5810546875,
271,,,4.5673828125,,,,4.58203125,
272,,,4.60546875,,,,4.576171875,
273,,,4.55859375,,,,4.5966796875,
274,,,4.55859375,,,,4.5908203125,
275,,,4.6064453125,,,,4.587890625,
276,,,4.5595703125,,,,4.5927734375,
277,,,4.5693359375,,,,4.5849609375,
278,,,4.6025390625,,,,4.59375,
279,,,4.5751953125,,,,4.5712890625,
280,,,4.5859375,,,,4.580078125,
281,,,4.5498046875,,,,4.5771484375,
282,,,4.6220703125,,,,4.58984375,
283,,,4.552734375,,,,4.572265625,
284,,,4.6103515625,,,,4.583984375,
285,,,4.5966796875,,,,4.5810546875,
286,,,4.564453125,,,,4.5830078125,
287,,,4.5458984375,,,,4.5751953125,
288,,,4.6337890625,,,,4.5810546875,
289,,,4.5966796875,,,,4.5771484375,
290,,,4.6318359375,,,,4.5908203125,
291,,,4.5615234375,,,,4.5693359375,
292,,,4.556640625,,,,4.56640625,
293,,,4.62109375,,,,4.5859375,
294,,,4.578125,,,,4.609375,
295,,,4.56640625,,,,4.5712890625,
296,,,4.6455078125,,,,4.6064453125,
297,,,4.5947265625,,,,4.578125,
298,,,4.587890625,,,,4.5947265625,
299,,,4.6162109375,,,,4.5771484375,
