,ansatz_0a_su2,ansatz_0b_su2,ansatz_0c_su2,ansatz_0d_su2,ansatz_1a_su2,ansatz_1b_su2,ansatz_1c_su2,ansatz_1d_su2
0,7.591796875,4.498046875,7.40625,7.26953125,7.3583984375,4.498046875,7.4013671875,7.5693359375
1,7.5107421875,4.498046875,7.505859375,6.802734375,7.3544921875,4.498046875,6.859375,6.875
2,7.7978515625,4.498046875,7.4169921875,6.7646484375,7.2822265625,4.498046875,6.931640625,7.1279296875
3,7.458984375,4.498046875,7.2080078125,7.0048828125,7.123046875,4.498046875,6.888671875,7.0732421875
4,7.9296875,4.498046875,7.28515625,6.7607421875,7.2080078125,4.498046875,6.8271484375,6.7978515625
5,7.548828125,4.498046875,7.423828125,7.0419921875,6.619140625,4.498046875,6.841796875,7.2392578125
6,7.369140625,4.498046875,7.5927734375,7.001953125,6.7578125,4.498046875,6.4091796875,6.0634765625
7,7.205078125,4.498046875,7.310546875,7.0009765625,6.9072265625,4.498046875,6.462890625,6.353515625
8,7.5791015625,4.498046875,7.2490234375,6.8857421875,6.3466796875,4.498046875,6.408203125,6.6337890625
9,7.5380859375,4.498046875,7.21875,6.44140625,6.658203125,4.498046875,6.380859375,5.89453125
10,6.9013671875,4.498046875,7.2109375,6.2978515625,6.861328125,4.498046875,6.3662109375,5.7607421875
11,6.9140625,4.498046875,7.1708984375,6.2880859375,6.10546875,4.498046875,6.3125,5.962890625
12,6.9208984375,4.498046875,7.1591796875,6.31640625,5.8583984375,4.498046875,6.2978515625,6.03125
13,6.6025390625,4.498046875,7.0107421875,6.369140625,5.46875,4.498046875,6.6875,5.4580078125
14,6.9375,4.498046875,7.0966796875,6.5439453125,5.5068359375,4.498046875,6.087890625,5.8701171875
15,6.533203125,4.498046875,7.10546875,6.8173828125,5.4462890625,4.498046875,6.1533203125,5.611328125
16,6.775390625,4.498046875,7.0673828125,5.8037109375,5.5146484375,4.498046875,5.9267578125,5.126953125
17,6.5947265625,4.498046875,7.029296875,6.12109375,5.419921875,4.498046875,6.23046875,5.1513671875
18,6.6611328125,4.498046875,7.0126953125,5.7333984375,5.25,4.498046875,5.6396484375,5.2001953125
19,6.4755859375,4.498046875,7.0107421875,5.78125,5.2802734375,4.498046875,5.6298828125,5.1728515625
20,6.544921875,4.498046875,6.9619140625,5.8759765625,5.61328125,4.498046875,5.7021484375,5.17578125
21,6.259765625,4.498046875,7.0498046875,6.087890625,5.275390625,4.498046875,5.6708984375,5.0068359375
22,6.3798828125,4.498046875,6.9736328125,5.8466796875,5.5615234375,4.498046875,5.5830078125,5.5107421875
23,6.1953125,4.498046875,7.1025390625,5.703125,5.5234375,4.498046875,5.5361328125,5.337890625
24,5.87109375,4.498046875,7.1083984375,5.62890625,5.4638671875,4.498046875,5.5791015625,4.896484375
25,6.0107421875,4.498046875,6.9150390625,5.828125,5.126953125,4.498046875,5.419921875,4.9833984375
26,5.830078125,4.498046875,7.29296875,5.611328125,5.1796875,4.498046875,5.486328125,5.265625
27,6.0107421875,4.498046875,6.3583984375,5.6103515625,5.220703125,4.498046875,5.625,4.85546875
28,6.0185546875,4.498046875,6.7626953125,5.8818359375,5.0322265625,4.498046875,5.58984375,5.2265625
29,5.9873046875,4.498046875,6.376953125,5.6806640625,4.994140625,4.498046875,5.5576171875,4.8779296875
30,5.9599609375,4.498046875,6.21875,5.3203125,5.1357421875,4.498046875,5.3779296875,4.9267578125
31,5.8330078125,4.498046875,6.5029296875,5.3466796875,4.8818359375,4.498046875,5.431640625,4.91015625
32,5.7685546875,4.498046875,6.216796875,5.4130859375,4.8076171875,4.498046875,5.7529296875,4.9384765625
33,5.6953125,4.498046875,6.212890625,5.294921875,4.8388671875,4.498046875,5.37109375,4.921875
34,5.791015625,4.498046875,6.220703125,5.3037109375,4.8837890625,4.498046875,5.4892578125,4.826171875
35,5.6611328125,4.498046875,6.220703125,5.294921875,4.8720703125,4.498046875,5.4501953125,4.8896484375
36,5.7802734375,4.498046875,6.201171875,5.427734375,4.9033203125,4.498046875,5.6162109375,4.87890625
37,5.8349609375,4.498046875,6.197265625,5.3408203125,4.759765625,4.498046875,5.388671875,4.7490234375
38,5.6953125,4.498046875,6.7568359375,5.283203125,4.865234375,4.498046875,5.4140625,4.6650390625
39,5.6552734375,4.498046875,6.0078125,5.3427734375,4.81640625,4.498046875,5.4365234375,4.71484375
40,5.73046875,4.498046875,6.185546875,5.3388671875,4.7216796875,4.498046875,5.3232421875,4.6337890625
41,5.7001953125,4.498046875,6.078125,5.341796875,4.837890625,4.498046875,5.0986328125,4.6865234375
42,5.7724609375,4.498046875,6.1376953125,5.267578125,4.716796875,4.498046875,5.3671875,4.7021484375
43,5.66015625,4.498046875,5.9267578125,5.26171875,4.7626953125,4.498046875,5.095703125,4.642578125
44,5.6640625,4.498046875,5.890625,5.3623046875,4.73046875,4.498046875,4.974609375,4.7021484375
45,5.6923828125,4.498046875,5.890625,5.3076171875,4.77734375,4.498046875,5.0107421875,4.8642578125
46,5.658203125,4.498046875,5.875,5.2763671875,4.8076171875,4.498046875,5.2998046875,4.71875
47,5.662109375,4.498046875,5.890625,5.3037109375,4.7412109375,4.498046875,4.96484375,4.716796875
48,5.71484375,4.498046875,6.0537109375,5.150390625,4.681640625,4.498046875,5.0927734375,4.740234375
49,5.640625,4.498046875,5.9111328125,5.1015625,4.673828125,4.498046875,4.958984375,4.701171875
50,5.62109375,4.498046875,5.3759765625,5.0830078125,4.7041015625,4.498046875,4.87890625,4.66015625
51,5.6650390625,4.498046875,6.193359375,5.0908203125,4.6611328125,4.498046875,4.9013671875,4.646484375
52,5.65625,4.498046875,5.5771484375,5.041015625,4.634765625,4.498046875,5.0458984375,4.60546875
53,5.681640625,4.498046875,5.4794921875,5.0908203125,4.6279296875,4.498046875,4.8251953125,4.646484375
