,ansatz_0a_3f,ansatz_0b_3f,ansatz_0c_3f,ansatz_0d_3f,ansatz_1a_3f,ansatz_1b_3f,ansatz_1c_3f,ansatz_1d_3f
88,4.7421875,4.498046875,5.591796875,4.7421875,6.22265625,4.498046875,5.576171875,6.22265625
89,4.6708984375,4.50390625,6.0732421875,4.6708984375,5.7568359375,4.50390625,5.513671875,5.7568359375
90,4.876953125,4.498046875,5.4462890625,4.876953125,5.8818359375,4.498046875,5.509765625,5.8818359375
91,4.583984375,4.50390625,5.6982421875,4.583984375,6.1494140625,4.50390625,5.47265625,6.1494140625
92,4.7177734375,4.498046875,5.3056640625,4.7177734375,5.8984375,4.498046875,5.5048828125,5.8984375
93,4.6767578125,4.50390625,6.09765625,4.6767578125,5.69921875,4.50390625,5.4765625,5.69921875
94,4.7509765625,4.498046875,5.3388671875,4.7509765625,6.0439453125,4.498046875,5.7060546875,6.0439453125
95,4.66796875,4.50390625,5.513671875,4.66796875,5.6884765625,4.50390625,5.5185546875,5.6884765625
96,4.6669921875,4.498046875,5.2880859375,4.6669921875,5.96875,4.498046875,5.482421875,5.96875
97,4.701171875,4.50390625,5.3720703125,4.701171875,5.494140625,4.50390625,5.7705078125,5.494140625
98,4.70703125,4.498046875,5.4716796875,4.70703125,5.7802734375,4.498046875,5.3876953125,5.7802734375
99,4.7470703125,4.50390625,5.4267578125,4.7470703125,5.2783203125,4.50390625,5.64453125,5.2783203125
100,4.8056640625,4.498046875,5.162109375,4.8056640625,5.5654296875,4.498046875,5.587890625,5.5654296875
101,4.7392578125,4.50390625,5.5322265625,4.7392578125,5.0927734375,4.50390625,5.41796875,5.0927734375
102,4.8193359375,4.498046875,5.337890625,4.8193359375,5.158203125,4.498046875,5.6875,5.158203125
103,4.6044921875,4.50390625,5.3046875,4.6044921875,5.197265625,4.50390625,5.2314453125,5.197265625
104,4.853515625,4.498046875,5.4765625,4.853515625,5.109375,4.498046875,5.447265625,5.109375
105,4.5576171875,4.50390625,5.10546875,4.5576171875,5.310546875,4.50390625,5.3955078125,5.310546875
106,4.5888671875,4.498046875,5.4326171875,4.5888671875,5.3525390625,4.498046875,5.4814453125,5.3525390625
107,4.5810546875,4.50390625,5.1865234375,4.5810546875,5.0498046875,4.50390625,5.30859375,5.0498046875
108,4.5595703125,4.498046875,5.2421875,4.5595703125,5.2080078125,4.498046875,5.2724609375,5.2080078125
109,4.546875,4.50390625,5.25,4.546875,5.009765625,4.50390625,5.376953125,5.009765625
110,4.4873046875,4.498046875,5.2548828125,4.4873046875,5.314453125,4.498046875,5.25,5.314453125
111,4.6064453125,4.50390625,5.1865234375,4.6064453125,4.869140625,4.50390625,5.275390625,4.869140625
112,4.689453125,4.498046875,5.099609375,4.689453125,5.0625,4.498046875,5.5947265625,5.0625
113,4.6142578125,4.50390625,5.3134765625,4.6142578125,5.0166015625,4.50390625,5.1142578125,5.0166015625
114,4.6708984375,4.498046875,5.23046875,4.6708984375,5.126953125,4.498046875,5.4189453125,5.126953125
115,4.638671875,4.50390625,5.38671875,4.638671875,5.029296875,4.50390625,5.083984375,5.029296875
116,4.7060546875,4.498046875,5.2490234375,4.7060546875,5.02734375,4.498046875,5.2998046875,5.02734375
117,4.6083984375,4.50390625,5.009765625,4.6083984375,5.1748046875,4.50390625,5.2412109375,5.1748046875
118,4.7314453125,4.498046875,5.3330078125,4.7314453125,4.98046875,4.498046875,4.9609375,4.98046875
119,4.638671875,4.50390625,5.1796875,4.638671875,5.03515625,4.50390625,5.3115234375,5.03515625
120,4.72265625,4.498046875,5.4287109375,4.72265625,5.154296875,4.498046875,5.0048828125,5.154296875
121,4.546875,4.50390625,5.0712890625,4.546875,5.408203125,4.50390625,5.2783203125,5.408203125
122,4.708984375,4.498046875,5.150390625,4.708984375,5.107421875,4.498046875,4.9990234375,5.107421875
123,4.6728515625,4.50390625,5.15234375,4.6728515625,5.0712890625,4.50390625,5.205078125,5.0712890625
124,4.716796875,4.498046875,5.1103515625,4.716796875,5.0400390625,4.498046875,5.2509765625,5.0400390625
125,4.6103515625,4.50390625,4.9169921875,4.6103515625,4.923828125,4.50390625,4.876953125,4.923828125
126,4.5703125,4.498046875,4.9306640625,4.5703125,5.0673828125,4.498046875,4.966796875,5.0673828125
127,4.5361328125,4.50390625,5.1962890625,4.5361328125,4.9921875,4.50390625,5.0517578125,4.9921875
128,4.6240234375,4.498046875,5.19921875,4.6240234375,4.9208984375,4.498046875,4.908203125,4.9208984375
129,4.6015625,4.50390625,4.86328125,4.6015625,5.0361328125,4.50390625,5.1259765625,5.0361328125
130,4.51953125,4.498046875,5.2099609375,4.51953125,5.0546875,4.498046875,5.017578125,5.0546875
131,4.6396484375,4.50390625,4.74609375,4.6396484375,5.083984375,4.50390625,4.958984375,5.083984375
132,4.7958984375,4.498046875,4.9287109375,4.7958984375,4.9873046875,4.498046875,5.0107421875,4.9873046875
133,4.6357421875,4.50390625,4.9931640625,4.6357421875,4.85546875,4.50390625,4.890625,4.85546875
134,4.6142578125,4.498046875,5.056640625,4.6142578125,5.0771484375,4.498046875,5.1240234375,5.0771484375
135,4.6279296875,4.50390625,4.9541015625,4.6279296875,5.3076171875,4.50390625,4.9423828125,5.3076171875
136,4.5302734375,4.498046875,5.080078125,4.5302734375,5.25,4.498046875,5.1279296875,5.25
137,4.5400390625,4.50390625,4.7919921875,4.5400390625,4.71484375,4.50390625,4.9208984375,4.71484375
138,4.625,4.498046875,5.009765625,4.625,4.96875,4.498046875,5.1318359375,4.96875
139,4.552734375,4.50390625,4.8818359375,4.552734375,4.794921875,4.50390625,4.7822265625,4.794921875
140,4.62890625,4.498046875,5.21875,4.62890625,4.693359375,4.498046875,4.9736328125,4.693359375
141,4.576171875,4.50390625,4.8720703125,4.576171875,4.9853515625,4.50390625,4.8837890625,4.9853515625
142,4.712890625,4.498046875,4.857421875,4.712890625,4.7158203125,4.498046875,5.0234375,4.7158203125
143,4.6201171875,4.50390625,4.826171875,4.6201171875,4.7607421875,4.50390625,4.783203125,4.7607421875
144,4.498046875,4.498046875,5.0419921875,4.498046875,4.595703125,4.498046875,4.83203125,4.595703125
145,4.509765625,4.50390625,4.634765625,4.509765625,5.1025390625,4.50390625,5.236328125,5.1025390625
146,4.6904296875,4.498046875,4.9375,4.6904296875,4.8984375,4.498046875,4.791015625,4.8984375
147,4.6064453125,4.50390625,4.8408203125,4.6064453125,4.587890625,4.50390625,5.0068359375,4.587890625
148,4.6494140625,4.498046875,4.8818359375,4.6494140625,4.748046875,4.498046875,4.939453125,4.748046875
149,4.626953125,4.50390625,4.8515625,4.626953125,4.5751953125,4.50390625,4.8544921875,4.5751953125
150,4.73046875,4.498046875,5.0205078125,4.73046875,4.80859375,4.498046875,4.837890625,4.80859375
151,4.55859375,4.50390625,4.8310546875,4.55859375,4.6806640625,4.50390625,4.85546875,4.6806640625
152,4.6982421875,4.498046875,5.0810546875,4.6982421875,4.638671875,4.498046875,4.8173828125,4.638671875
153,4.6240234375,4.50390625,4.6650390625,4.6240234375,4.6845703125,4.50390625,4.69140625,4.6845703125
154,4.572265625,4.498046875,4.9599609375,4.572265625,4.5830078125,4.498046875,4.7470703125,4.5830078125
155,4.546875,4.50390625,4.673828125,4.546875,4.6201171875,4.50390625,4.859375,4.6201171875
156,4.5859375,4.498046875,4.7998046875,4.5859375,4.6474609375,4.498046875,4.7470703125,4.6474609375
157,4.6572265625,4.50390625,4.759765625,4.6572265625,4.578125,4.50390625,4.875,4.578125
158,4.642578125,4.498046875,4.873046875,4.642578125,4.6572265625,4.498046875,4.76171875,4.6572265625
159,4.6005859375,4.50390625,4.650390625,4.6005859375,4.623046875,4.50390625,4.919921875,4.623046875
160,4.56640625,4.498046875,4.9755859375,4.56640625,4.84765625,4.498046875,4.8291015625,4.84765625
161,4.5810546875,4.50390625,4.572265625,4.5810546875,4.6962890625,4.50390625,4.853515625,4.6962890625
162,4.560546875,4.498046875,4.6171875,4.560546875,4.7109375,4.498046875,5.0146484375,4.7109375
163,4.521484375,4.50390625,4.677734375,4.521484375,4.642578125,4.50390625,4.673828125,4.642578125
164,4.65625,4.498046875,4.6650390625,4.65625,4.623046875,4.498046875,4.7822265625,4.623046875
165,4.6025390625,4.50390625,4.6484375,4.6025390625,4.603515625,4.50390625,4.7607421875,4.603515625
166,4.64453125,4.498046875,4.853515625,4.64453125,4.654296875,4.498046875,4.748046875,4.654296875
167,4.720703125,4.50390625,4.7685546875,4.720703125,4.69921875,4.50390625,4.9482421875,4.69921875
168,4.5400390625,4.498046875,4.6337890625,4.5400390625,4.5341796875,4.498046875,4.8623046875,4.5341796875
169,4.5849609375,4.50390625,4.603515625,4.5849609375,4.5712890625,4.50390625,4.6494140625,4.5712890625
170,4.6845703125,4.498046875,4.80078125,4.6845703125,4.6748046875,4.498046875,4.7412109375,4.6748046875
171,4.662109375,4.50390625,4.6650390625,4.662109375,4.79296875,4.50390625,4.7119140625,4.79296875
172,4.5185546875,4.498046875,4.763671875,4.5185546875,4.56640625,4.498046875,4.8203125,4.56640625
173,4.4619140625,4.50390625,4.6171875,4.4619140625,4.6259765625,4.50390625,4.6630859375,4.6259765625
174,4.685546875,4.498046875,4.5439453125,4.685546875,4.5849609375,4.498046875,4.7041015625,4.5849609375
175,4.7177734375,4.50390625,4.693359375,4.7177734375,4.619140625,4.50390625,4.7587890625,4.619140625
176,4.55859375,4.498046875,4.802734375,4.55859375,4.640625,4.498046875,4.78125,4.640625
177,4.5361328125,4.50390625,4.5908203125,4.5361328125,4.5556640625,4.50390625,4.734375,4.5556640625
178,4.578125,4.498046875,4.7080078125,4.578125,4.5947265625,4.498046875,4.69140625,4.5947265625
179,4.560546875,4.50390625,4.779296875,4.560546875,4.60546875,4.50390625,4.6923828125,4.60546875
180,4.6845703125,4.498046875,4.611328125,4.6845703125,4.6513671875,4.498046875,4.7392578125,4.6513671875
181,4.609375,4.50390625,4.634765625,4.609375,4.8349609375,4.50390625,4.951171875,4.8349609375
182,4.5810546875,4.498046875,4.7607421875,4.5810546875,4.529296875,4.498046875,4.6474609375,4.529296875
183,4.6025390625,4.50390625,4.654296875,4.6025390625,4.57421875,4.50390625,4.6630859375,4.57421875
184,4.478515625,4.498046875,4.736328125,4.478515625,4.5751953125,4.498046875,4.794921875,4.5751953125
185,4.5390625,4.50390625,4.6328125,4.5390625,4.58203125,4.50390625,4.556640625,4.58203125
186,4.6435546875,4.498046875,4.6240234375,4.6435546875,4.56640625,4.498046875,4.76953125,4.56640625
187,4.6181640625,4.50390625,4.587890625,4.6181640625,4.5205078125,4.50390625,4.6513671875,4.5205078125
188,4.5908203125,4.498046875,4.6376953125,4.5908203125,4.67578125,4.498046875,4.86328125,4.67578125
189,4.6337890625,4.50390625,4.5927734375,4.6337890625,4.5634765625,4.50390625,4.6259765625,4.5634765625
190,4.6015625,4.498046875,4.7001953125,4.6015625,4.6962890625,4.498046875,4.7734375,4.6962890625
191,4.6142578125,4.50390625,4.654296875,4.6142578125,4.6875,4.50390625,4.6826171875,4.6875
192,4.5771484375,4.498046875,4.6591796875,4.5771484375,4.5732421875,4.498046875,4.6552734375,4.5732421875
193,4.5185546875,4.50390625,4.6640625,4.5185546875,4.603515625,4.50390625,4.708984375,4.603515625
194,4.7333984375,4.498046875,4.6015625,4.7333984375,4.6552734375,4.498046875,4.708984375,4.6552734375
195,4.6123046875,4.50390625,4.55859375,4.6123046875,4.67578125,4.50390625,4.701171875,4.67578125
196,4.5908203125,4.498046875,4.7158203125,4.5908203125,4.564453125,4.498046875,4.7333984375,4.564453125
197,4.630859375,4.50390625,4.68359375,4.630859375,4.5126953125,4.50390625,4.84765625,4.5126953125
198,4.583984375,4.498046875,4.7509765625,4.583984375,4.65234375,4.498046875,4.765625,4.65234375
199,4.5546875,4.50390625,4.6376953125,4.5546875,4.6611328125,4.50390625,4.6748046875,4.6611328125
200,4.6748046875,4.498046875,4.69140625,4.6748046875,4.53515625,4.498046875,4.6865234375,4.53515625
201,4.65234375,4.50390625,4.73046875,4.65234375,4.6259765625,4.50390625,4.6240234375,4.6259765625
202,4.5859375,4.498046875,4.8212890625,4.5859375,4.5390625,4.498046875,4.7646484375,4.5390625
203,4.49609375,4.50390625,4.6796875,4.49609375,4.484375,4.50390625,4.6376953125,4.484375
204,4.6435546875,4.498046875,4.5224609375,4.6435546875,4.609375,4.498046875,4.904296875,4.609375
205,4.61328125,4.50390625,4.5888671875,4.61328125,4.5322265625,4.50390625,4.6689453125,4.5322265625
206,4.7255859375,4.498046875,4.5859375,4.7255859375,4.5849609375,4.498046875,4.6318359375,4.5849609375
207,4.716796875,4.50390625,4.669921875,4.716796875,4.4921875,4.50390625,4.576171875,4.4921875
208,4.701171875,4.498046875,4.6572265625,4.701171875,4.654296875,4.498046875,4.7392578125,4.654296875
209,4.705078125,4.50390625,4.66796875,4.705078125,4.5986328125,4.50390625,4.6591796875,4.5986328125
210,4.71484375,4.498046875,4.6826171875,4.71484375,4.6572265625,4.498046875,4.71875,4.6572265625
211,4.6591796875,4.50390625,4.6396484375,4.6591796875,4.5478515625,4.50390625,4.587890625,4.5478515625
212,4.650390625,4.498046875,4.6953125,4.650390625,4.80078125,4.498046875,4.73828125,4.80078125
213,4.62109375,4.50390625,4.7333984375,4.62109375,4.642578125,4.50390625,4.6201171875,4.642578125
214,4.5126953125,4.498046875,4.7109375,4.5126953125,4.59765625,4.498046875,4.7080078125,4.59765625
215,4.509765625,4.50390625,4.5927734375,4.509765625,4.5732421875,4.50390625,4.6171875,4.5732421875
216,4.576171875,4.498046875,4.658203125,4.576171875,4.552734375,4.498046875,4.697265625,4.552734375
217,4.55078125,4.50390625,4.53125,4.55078125,4.5107421875,4.50390625,4.708984375,4.5107421875
218,4.5810546875,4.498046875,4.662109375,4.5810546875,4.5908203125,4.498046875,4.7138671875,4.5908203125
219,4.5244140625,4.50390625,4.6005859375,4.5244140625,4.5966796875,4.50390625,4.642578125,4.5966796875
220,4.677734375,4.498046875,4.70703125,4.677734375,4.5322265625,4.498046875,4.7685546875,4.5322265625
221,4.6962890625,4.50390625,4.603515625,4.6962890625,4.568359375,4.50390625,4.7431640625,4.568359375
222,4.6005859375,4.498046875,4.6025390625,4.6005859375,4.6953125,4.498046875,4.6611328125,4.6953125
223,4.615234375,4.50390625,4.654296875,4.615234375,4.5869140625,4.50390625,4.6171875,4.5869140625
224,4.5283203125,4.498046875,4.5810546875,4.5283203125,4.568359375,4.498046875,4.65625,4.568359375
225,4.560546875,4.50390625,4.6201171875,4.560546875,4.5595703125,4.50390625,4.599609375,4.5595703125
226,4.6103515625,4.498046875,4.7724609375,4.6103515625,4.5947265625,4.498046875,4.6708984375,4.5947265625
227,4.583984375,4.50390625,4.6611328125,4.583984375,4.5234375,4.50390625,4.6904296875,4.5234375
228,4.6416015625,4.498046875,4.7275390625,4.6416015625,4.59375,4.498046875,4.705078125,4.59375
229,4.64453125,4.50390625,4.55078125,4.64453125,4.501953125,4.50390625,4.68359375,4.501953125
230,4.5556640625,4.498046875,4.703125,4.5556640625,4.599609375,4.498046875,4.53125,4.599609375
231,4.6005859375,4.50390625,4.591796875,4.6005859375,4.52734375,4.50390625,4.673828125,4.52734375
232,4.6728515625,4.498046875,4.7734375,4.6728515625,4.681640625,4.498046875,4.6015625,4.681640625
233,4.7294921875,4.50390625,4.650390625,4.7294921875,4.6171875,4.50390625,4.6171875,4.6171875
234,4.796875,4.498046875,4.6728515625,4.796875,4.7177734375,4.498046875,4.7099609375,4.7177734375
235,4.69140625,4.50390625,4.640625,4.69140625,4.6220703125,4.50390625,4.6005859375,4.6220703125
236,4.5341796875,4.498046875,4.6376953125,4.5341796875,4.529296875,4.498046875,4.73828125,4.529296875
237,4.6005859375,4.50390625,4.6123046875,4.6005859375,4.4921875,4.50390625,4.666015625,4.4921875
238,4.57421875,4.498046875,4.591796875,4.57421875,4.6015625,4.498046875,4.73828125,4.6015625
239,4.5712890625,4.50390625,4.55078125,4.5712890625,4.689453125,4.50390625,4.619140625,4.689453125
240,4.541015625,4.498046875,4.642578125,4.541015625,4.587890625,4.498046875,4.576171875,4.587890625
241,4.5078125,4.50390625,4.6259765625,4.5078125,4.54296875,4.50390625,4.708984375,4.54296875
242,4.5947265625,4.498046875,4.6044921875,4.5947265625,4.673828125,4.498046875,4.6767578125,4.673828125
243,4.6044921875,4.50390625,4.6484375,4.6044921875,4.626953125,4.50390625,4.6923828125,4.626953125
244,4.6484375,4.498046875,4.7431640625,4.6484375,4.5634765625,4.498046875,4.630859375,4.5634765625
245,4.5693359375,4.50390625,4.662109375,4.5693359375,4.5537109375,4.50390625,4.759765625,4.5537109375
246,4.6943359375,4.498046875,4.662109375,4.6943359375,4.5830078125,4.498046875,4.6552734375,4.5830078125
247,4.6357421875,4.50390625,4.6318359375,4.6357421875,4.544921875,4.50390625,4.5732421875,4.544921875
248,4.6259765625,4.498046875,4.6552734375,4.6259765625,4.66015625,4.498046875,4.658203125,4.66015625
249,4.5927734375,4.50390625,4.6376953125,4.5927734375,4.5478515625,4.50390625,4.64453125,4.5478515625
250,4.5810546875,4.498046875,4.57421875,4.5810546875,4.5400390625,4.498046875,4.7109375,4.5400390625
251,4.5322265625,4.50390625,4.576171875,4.5322265625,4.53515625,4.50390625,4.7275390625,4.53515625
252,4.5849609375,4.498046875,4.6376953125,4.5849609375,4.5654296875,4.498046875,4.80859375,4.5654296875
253,4.56640625,4.50390625,4.580078125,4.56640625,4.5849609375,4.50390625,4.677734375,4.5849609375
254,4.7080078125,4.498046875,4.576171875,4.7080078125,4.5712890625,4.498046875,4.556640625,4.5712890625
255,4.6513671875,4.50390625,4.5703125,4.6513671875,4.5830078125,4.50390625,4.60546875,4.5830078125
256,4.646484375,4.498046875,4.59375,4.646484375,4.685546875,4.498046875,4.6240234375,4.685546875
257,4.576171875,4.50390625,4.529296875,4.576171875,4.5791015625,4.50390625,4.48828125,4.5791015625
258,4.6796875,4.498046875,4.626953125,4.6796875,4.7080078125,4.498046875,4.6796875,4.7080078125
259,4.6396484375,4.50390625,4.6162109375,4.6396484375,4.6396484375,4.50390625,4.623046875,4.6396484375
260,4.6787109375,4.498046875,4.6640625,4.6787109375,4.6259765625,4.498046875,4.7119140625,4.6259765625
261,4.6171875,4.50390625,4.6826171875,4.6171875,4.5751953125,4.50390625,4.59375,4.5751953125
262,4.5068359375,4.498046875,4.6171875,4.5068359375,4.5517578125,4.498046875,4.640625,4.5517578125
