,ansatz_0a,ansatz_0b,ansatz_0c,ansatz_0d,ansatz_1a,ansatz_1b,ansatz_1c,ansatz_1d
0,6.716796875,3.7490234375,7.32421875,6.716796875,6.8134765625,3.7490234375,7.880859375,6.8134765625
1,6.2744140625,3.7490234375,7.125,6.2744140625,6.451171875,3.7490234375,7.828125,6.451171875
2,5.78515625,3.7490234375,6.8544921875,5.78515625,6.2763671875,3.7490234375,7.642578125,6.2763671875
3,5.2568359375,3.7490234375,6.619140625,5.2568359375,6.59765625,3.7490234375,7.8369140625,6.59765625
4,5.2666015625,3.7490234375,6.3974609375,5.2666015625,6.6787109375,3.7490234375,7.5556640625,6.6787109375
5,5.7822265625,3.7490234375,6.23046875,5.7822265625,5.7568359375,3.7490234375,7.6728515625,5.7568359375
6,5.7646484375,3.7490234375,6.1484375,5.7646484375,5.2822265625,3.7490234375,7.630859375,5.2822265625
7,5.2568359375,3.7490234375,6.525390625,5.2568359375,5.2822265625,3.7490234375,7.353515625,5.2822265625
8,5.2568359375,3.7490234375,6.2646484375,5.2568359375,5.2822265625,3.7490234375,7.4248046875,5.2822265625
9,5.2568359375,3.7490234375,6.3271484375,5.2568359375,5.2822265625,3.7490234375,7.0419921875,5.2822265625
10,5.2568359375,3.7490234375,6.037109375,5.2568359375,5.2822265625,3.7490234375,7.0,5.2822265625
11,5.2568359375,3.7490234375,6.1044921875,5.2568359375,5.2822265625,3.7490234375,6.9326171875,5.2822265625
12,5.2568359375,3.7490234375,5.9541015625,5.2568359375,5.2822265625,3.7490234375,6.9970703125,5.2822265625
13,5.1611328125,3.7490234375,5.9541015625,5.1611328125,5.2822265625,3.7490234375,6.9326171875,5.2822265625
14,4.8984375,3.7490234375,5.9541015625,4.8984375,5.2822265625,3.7490234375,6.9326171875,5.2822265625
15,4.5927734375,3.7490234375,5.9541015625,4.5927734375,5.2822265625,3.7490234375,6.9326171875,5.2822265625
16,4.927734375,3.7490234375,5.9541015625,4.927734375,5.2822265625,3.7490234375,6.9326171875,5.2822265625
17,5.060546875,3.7490234375,5.9541015625,5.060546875,5.2822265625,3.7490234375,6.9326171875,5.2822265625
18,5.05078125,3.7490234375,5.9541015625,5.05078125,5.2822265625,3.7490234375,6.9326171875,5.2822265625
19,4.11328125,3.7490234375,6.177734375,4.11328125,5.2822265625,3.7490234375,6.9326171875,5.2822265625
20,3.927734375,3.7490234375,5.505859375,3.927734375,5.2822265625,3.7490234375,6.9326171875,5.2822265625
21,3.9951171875,3.7490234375,5.84375,3.9951171875,5.2822265625,3.7490234375,6.9326171875,5.2822265625
22,3.9521484375,3.7490234375,5.92578125,3.9521484375,5.2724609375,3.7490234375,6.9326171875,5.2724609375
23,4.03125,3.7490234375,5.9501953125,4.03125,4.787109375,3.7490234375,6.9326171875,4.787109375
24,4.3251953125,3.7490234375,5.052734375,4.3251953125,5.13671875,3.7490234375,6.9326171875,5.13671875
25,4.02734375,3.7490234375,5.0498046875,4.02734375,5.2138671875,3.7490234375,6.9326171875,5.2138671875
26,4.248046875,3.7490234375,5.0673828125,4.248046875,4.7587890625,3.7490234375,6.9326171875,4.7587890625
27,3.927734375,3.7490234375,5.068359375,3.927734375,4.703125,3.7490234375,6.9326171875,4.703125
28,3.984375,3.7490234375,5.0595703125,3.984375,4.560546875,3.7490234375,6.84375,4.560546875
29,3.927734375,3.7490234375,5.068359375,3.927734375,4.4755859375,3.7490234375,6.37890625,4.4755859375
30,3.939453125,3.7490234375,5.0556640625,3.939453125,4.3056640625,3.7490234375,6.5673828125,4.3056640625
31,3.927734375,3.7490234375,4.3056640625,3.927734375,4.6982421875,3.7490234375,6.5361328125,4.6982421875
32,3.927734375,3.7490234375,4.19140625,3.927734375,4.5078125,3.7490234375,6.541015625,4.5078125
33,3.927734375,3.7490234375,4.30078125,3.927734375,4.1728515625,3.7490234375,6.333984375,4.1728515625
34,3.9990234375,3.7490234375,4.125,3.9990234375,4.1728515625,3.7490234375,6.3515625,4.1728515625
35,4.228515625,3.7490234375,4.3818359375,4.228515625,4.1171875,3.7490234375,6.3515625,4.1171875
36,3.943359375,3.7490234375,4.0751953125,3.943359375,4.1171875,3.7490234375,6.3330078125,4.1171875
37,3.8779296875,3.7490234375,3.970703125,3.8779296875,4.3662109375,3.7490234375,6.337890625,4.3662109375
38,3.8583984375,3.7490234375,3.9873046875,3.8583984375,4.1171875,3.7490234375,6.2763671875,4.1171875
