,ansatz_0a,ansatz_0b,ansatz_0c,ansatz_0d,ansatz_1a,ansatz_1b,ansatz_1c,ansatz_1d
0,6.3916015625,3.7490234375,7.486328125,6.3916015625,6.2470703125,3.7490234375,7.8017578125,6.2470703125
1,7.0751953125,3.751953125,7.03125,7.0751953125,7.2724609375,3.751953125,7.935546875,7.2724609375
2,7.0712890625,3.75390625,7.2080078125,7.0712890625,6.7470703125,3.75390625,7.9765625,6.7470703125
3,6.3955078125,3.7431640625,7.1474609375,6.3955078125,6.8056640625,3.7431640625,7.5751953125,6.8056640625
4,6.681640625,3.73828125,7.060546875,6.681640625,6.5302734375,3.73828125,7.7490234375,6.5302734375
5,6.5869140625,3.7626953125,7.5595703125,6.5869140625,7.1552734375,3.7626953125,7.9423828125,7.1552734375
6,6.8994140625,3.7451171875,7.326171875,6.8994140625,7.2216796875,3.7451171875,7.8203125,7.2216796875
7,6.490234375,3.75,7.1669921875,6.490234375,6.2890625,3.75,7.7236328125,6.2890625
8,6.435546875,3.76953125,7.3515625,6.435546875,6.2802734375,3.76953125,7.7802734375,6.2802734375
9,7.005859375,3.767578125,7.1845703125,7.005859375,7.220703125,3.767578125,7.9111328125,7.220703125
10,6.8408203125,3.7646484375,7.6142578125,6.8408203125,6.96875,3.7646484375,8.0322265625,6.96875
11,6.54296875,3.7578125,6.96875,6.54296875,6.650390625,3.7578125,7.57421875,6.650390625
12,7.080078125,3.763671875,6.962890625,7.080078125,6.765625,3.763671875,7.8115234375,6.765625
13,6.34375,3.765625,7.560546875,6.34375,6.8193359375,3.765625,7.8837890625,6.8193359375
14,6.9873046875,3.7373046875,7.4375,6.9873046875,7.2080078125,3.7373046875,7.8369140625,7.2080078125
15,6.4755859375,3.740234375,7.1748046875,6.4755859375,6.3134765625,3.740234375,7.822265625,6.3134765625
16,6.587890625,3.7421875,7.263671875,6.587890625,6.93359375,3.7421875,7.82421875,6.93359375
17,6.8037109375,3.7392578125,7.2294921875,6.8037109375,6.7939453125,3.7392578125,7.865234375,6.7939453125
18,6.5537109375,3.7724609375,7.0712890625,6.5537109375,6.5537109375,3.7724609375,7.98046875,6.5537109375
19,6.861328125,3.755859375,7.439453125,6.861328125,7.0751953125,3.755859375,7.8876953125,7.0751953125
20,6.5927734375,3.7666015625,7.3046875,6.5927734375,6.9970703125,3.7666015625,7.5078125,6.9970703125
21,6.8349609375,3.7568359375,7.2177734375,6.8349609375,6.564453125,3.7568359375,8.1513671875,6.564453125
