,ansatz_2a,ansatz_2b,ansatz_3c,ansatz_3b,ansatz_4a,ansatz_4b
340,4.5439453125,4.6806640625,4.55859375,4.7509765625,5.9384765625,4.6953125
341,4.544921875,4.5869140625,4.5791015625,4.5595703125,5.9072265625,4.6689453125
342,4.5546875,4.6484375,4.5556640625,4.65625,5.908203125,4.751953125
343,4.5517578125,4.5712890625,4.5849609375,4.572265625,5.8984375,4.6083984375
344,4.57421875,4.634765625,4.603515625,4.6376953125,5.9921875,4.740234375
345,4.513671875,4.578125,4.5087890625,4.6337890625,5.84765625,4.6455078125
346,4.560546875,4.6748046875,4.58984375,4.650390625,5.9033203125,4.6728515625
347,4.51171875,4.619140625,4.5966796875,4.5859375,5.8974609375,4.6279296875
348,4.5615234375,4.5751953125,4.58984375,4.6455078125,5.9462890625,4.740234375
349,4.51953125,4.5322265625,4.55078125,4.6044921875,5.8701171875,4.677734375
350,4.5732421875,4.5634765625,4.578125,4.6103515625,5.9619140625,4.609375
351,4.4775390625,4.6435546875,4.560546875,4.6025390625,5.86328125,4.6689453125
352,4.580078125,4.576171875,4.52734375,4.69921875,5.9609375,4.6611328125
353,4.494140625,4.576171875,4.55078125,4.5654296875,5.787109375,4.66796875
354,4.6142578125,4.65234375,4.5546875,4.7021484375,5.8974609375,4.7177734375
355,4.4833984375,4.583984375,4.5244140625,4.5810546875,5.87109375,4.6083984375
356,4.5654296875,4.6181640625,4.548828125,4.669921875,5.927734375,4.6904296875
357,4.548828125,4.5478515625,4.5068359375,4.5615234375,5.8037109375,4.6572265625
358,4.5087890625,4.6484375,4.6005859375,4.71875,5.9423828125,4.6728515625
359,4.5224609375,4.5361328125,4.5810546875,4.564453125,5.796875,4.6728515625
360,4.576171875,4.62890625,4.576171875,4.66796875,5.9287109375,4.6650390625
361,4.498046875,4.56640625,4.546875,4.568359375,5.822265625,4.693359375
362,4.5419921875,4.5859375,4.6376953125,4.640625,5.8046875,4.6171875
363,4.546875,4.623046875,4.5654296875,4.578125,5.8974609375,4.6591796875
364,4.5751953125,4.5703125,4.533203125,4.650390625,5.880859375,4.7041015625
365,4.5703125,4.6220703125,4.5107421875,4.560546875,5.8603515625,4.6328125
366,4.595703125,4.5751953125,4.5849609375,4.609375,5.9345703125,4.6826171875
367,4.509765625,4.5712890625,4.5576171875,4.5390625,5.8271484375,4.6669921875
368,4.5234375,4.583984375,4.560546875,4.6416015625,5.8662109375,4.6630859375
369,4.494140625,4.6328125,4.55078125,4.5556640625,5.8857421875,4.646484375
370,4.61328125,4.6083984375,4.55078125,4.6669921875,5.8720703125,4.755859375
371,4.5380859375,4.609375,4.6298828125,4.6259765625,5.875,4.6064453125
372,4.5908203125,4.6435546875,4.5634765625,4.5966796875,5.9150390625,4.66015625
373,4.5546875,4.5751953125,4.546875,4.6484375,5.833984375,4.69140625
374,4.5205078125,4.625,4.5029296875,4.5966796875,5.8779296875,4.67578125
375,4.51953125,4.6376953125,4.5166015625,4.5625,5.8212890625,4.599609375
376,4.5595703125,4.61328125,4.5849609375,4.681640625,5.84375,4.7197265625
377,4.525390625,4.6396484375,4.5537109375,4.548828125,5.837890625,4.58203125
378,4.552734375,4.5546875,4.5595703125,4.646484375,5.814453125,4.6328125
379,4.5546875,4.560546875,4.5302734375,4.5625,5.87890625,4.666015625
380,4.5859375,4.5908203125,4.5458984375,4.642578125,5.900390625,4.72265625
381,4.5654296875,4.5771484375,4.5986328125,4.6015625,5.85546875,4.59375
382,4.525390625,4.630859375,4.59765625,4.607421875,5.865234375,4.6376953125
383,4.515625,4.56640625,4.60546875,4.5556640625,5.876953125,4.6015625
384,4.5869140625,4.6044921875,4.5732421875,4.6142578125,5.97265625,4.646484375
385,4.6005859375,4.6123046875,4.576171875,4.568359375,5.7744140625,4.677734375
386,4.576171875,4.5947265625,4.544921875,4.6259765625,5.8974609375,4.6396484375
387,4.5517578125,4.5654296875,4.568359375,4.6025390625,5.8310546875,4.6416015625
388,4.5625,4.6318359375,4.6064453125,4.615234375,5.9765625,4.59375
389,4.5126953125,4.5537109375,4.576171875,4.630859375,5.8076171875,4.69140625
390,4.55078125,4.697265625,4.5634765625,4.6103515625,5.8896484375,4.7138671875
391,4.587890625,4.5693359375,4.5791015625,4.640625,5.7353515625,4.658203125
392,4.5478515625,4.599609375,4.5302734375,4.6552734375,5.79296875,4.6376953125
393,4.5205078125,4.62109375,4.544921875,4.578125,5.80859375,4.5947265625
394,4.5712890625,4.626953125,4.5732421875,4.6494140625,5.869140625,4.6201171875
395,4.556640625,4.533203125,4.544921875,4.60546875,5.818359375,4.662109375
396,4.59375,4.5771484375,4.5966796875,4.607421875,5.9208984375,4.701171875
397,4.5458984375,4.603515625,4.533203125,4.62890625,5.7978515625,4.60546875
398,4.564453125,4.60546875,4.54296875,4.6494140625,5.8359375,4.701171875
399,4.6044921875,4.5791015625,4.5498046875,4.5244140625,5.7919921875,4.5595703125
400,4.5654296875,4.609375,4.5732421875,4.6484375,5.8115234375,4.6728515625
401,4.521484375,4.57421875,4.6083984375,4.5693359375,5.853515625,4.59375
402,4.568359375,4.6064453125,4.6298828125,4.6142578125,5.814453125,4.638671875
403,4.603515625,4.5888671875,4.5712890625,4.5625,5.7861328125,4.5869140625
404,4.5693359375,4.6279296875,4.595703125,4.6201171875,5.8828125,4.65234375
405,4.4970703125,4.5654296875,4.5908203125,4.5859375,5.7578125,4.634765625
406,4.5693359375,4.6474609375,4.552734375,4.6171875,5.9267578125,4.6484375
407,4.513671875,4.572265625,4.5419921875,4.5849609375,5.7275390625,4.6552734375
408,4.5888671875,4.54296875,4.50390625,4.6416015625,5.86328125,4.7353515625
409,4.580078125,4.5439453125,4.5439453125,4.59765625,5.775390625,4.626953125
410,4.591796875,4.5830078125,4.591796875,4.5908203125,5.8271484375,4.6806640625
411,4.5380859375,4.611328125,4.525390625,4.6015625,5.6904296875,4.5966796875
412,4.5625,4.6162109375,4.59375,4.62109375,5.83203125,4.6904296875
413,4.5439453125,4.5673828125,4.5869140625,4.6025390625,5.736328125,4.5595703125
414,4.5341796875,4.62109375,4.546875,4.7138671875,5.7490234375,4.6640625
415,4.5263671875,4.5859375,4.54296875,4.609375,5.7421875,4.6142578125
416,4.537109375,4.609375,4.5703125,4.66796875,5.7353515625,4.625
417,4.533203125,4.61328125,4.564453125,4.541015625,5.814453125,4.6103515625
418,4.6015625,4.521484375,4.6455078125,4.5693359375,5.697265625,4.7080078125
419,4.6025390625,4.5869140625,4.541015625,4.5546875,5.767578125,4.5771484375
420,4.53125,4.6904296875,4.5244140625,4.64453125,5.7734375,4.671875
421,4.509765625,4.5439453125,4.5302734375,4.552734375,5.767578125,4.5830078125
422,4.5458984375,4.580078125,4.556640625,4.6240234375,5.798828125,4.68359375
423,4.52734375,4.5859375,4.546875,4.5625,5.7041015625,4.5439453125
424,4.5751953125,4.6005859375,4.5703125,4.66796875,5.6806640625,4.578125
425,4.5927734375,4.603515625,4.5419921875,4.61328125,5.830078125,4.607421875
426,4.52734375,4.572265625,4.5087890625,4.625,5.8056640625,4.66796875
427,4.5224609375,4.5439453125,4.5224609375,4.59375,5.775390625,4.5927734375
428,4.529296875,4.5205078125,4.5693359375,4.603515625,5.73046875,4.658203125
429,4.5556640625,4.5859375,4.568359375,4.60546875,5.7119140625,4.5986328125
430,4.58984375,4.5810546875,4.5458984375,4.6396484375,5.8134765625,4.580078125
431,4.58984375,4.580078125,4.595703125,4.646484375,5.6630859375,4.65625
432,4.53515625,4.5966796875,4.6044921875,4.623046875,5.7734375,4.6044921875
433,4.4853515625,4.541015625,4.5791015625,4.6044921875,5.740234375,4.6025390625
434,4.595703125,4.5712890625,4.578125,4.6171875,5.75,4.5810546875
435,4.5400390625,4.48828125,4.5244140625,4.58984375,5.736328125,4.607421875
436,4.53125,4.5947265625,4.5068359375,4.68359375,5.8603515625,4.6875
437,4.509765625,4.63671875,4.5654296875,4.6142578125,5.6904296875,4.5732421875
438,4.537109375,4.6259765625,4.5390625,4.6923828125,5.70703125,4.5830078125
439,4.5087890625,4.6044921875,4.53125,4.58984375,5.7275390625,4.6025390625
440,4.501953125,4.5712890625,4.5517578125,4.6923828125,5.8203125,4.6015625
441,4.5458984375,4.5498046875,4.5234375,4.544921875,5.759765625,4.5859375
442,4.5380859375,4.6142578125,4.6083984375,4.55859375,5.779296875,4.630859375
443,4.5263671875,4.5947265625,4.552734375,4.6201171875,5.76953125,4.6337890625
444,4.505859375,4.623046875,4.5693359375,4.6728515625,5.7412109375,4.6494140625
445,4.5234375,4.59765625,4.5927734375,4.546875,5.7666015625,4.5732421875
446,4.564453125,4.6201171875,4.5244140625,4.6591796875,5.794921875,4.634765625
447,4.564453125,4.607421875,4.5634765625,4.630859375,5.720703125,4.638671875
448,4.5439453125,4.6767578125,4.5625,4.5791015625,5.7392578125,4.6923828125
449,4.5517578125,4.56640625,4.556640625,4.5595703125,5.775390625,4.55078125
450,4.5498046875,4.5908203125,4.564453125,4.6982421875,5.787109375,4.6240234375
451,4.5673828125,4.548828125,4.5732421875,4.6142578125,5.779296875,4.6630859375
452,4.5166015625,4.5615234375,4.5263671875,4.6162109375,5.8427734375,4.611328125
453,4.4755859375,4.576171875,4.54296875,4.62109375,5.681640625,4.6083984375
454,4.5478515625,4.58984375,4.5966796875,4.701171875,5.814453125,4.650390625
455,4.5634765625,4.5244140625,4.560546875,4.599609375,5.759765625,4.6240234375
456,4.5537109375,4.60546875,4.5439453125,4.6044921875,5.8212890625,4.671875
457,4.5498046875,4.564453125,4.53515625,4.5927734375,5.5712890625,4.623046875
458,4.572265625,4.513671875,4.59765625,4.61328125,5.6904296875,4.66015625
459,4.5263671875,4.5654296875,4.5849609375,4.6005859375,5.7255859375,4.560546875
460,4.564453125,4.5869140625,4.576171875,4.64453125,5.6787109375,4.6611328125
461,4.5673828125,4.5576171875,4.5654296875,4.552734375,5.6806640625,4.6171875
462,4.5732421875,4.55078125,4.5537109375,4.625,5.720703125,4.6396484375
463,4.56640625,4.59375,4.5634765625,4.6025390625,5.689453125,4.6318359375
464,4.5576171875,4.5791015625,4.5810546875,4.677734375,5.6767578125,4.595703125
465,4.5654296875,4.5615234375,4.5703125,4.607421875,5.73828125,4.626953125
466,4.5048828125,4.5830078125,4.478515625,4.5634765625,5.7333984375,4.642578125
467,4.537109375,4.5361328125,4.52734375,4.6171875,5.65234375,4.6162109375
468,4.533203125,4.609375,4.5830078125,4.5556640625,5.6845703125,4.5625
469,4.5146484375,4.5517578125,4.5556640625,4.625,5.6962890625,4.5888671875
470,4.576171875,4.5615234375,4.5478515625,4.6884765625,5.720703125,4.712890625
471,4.591796875,4.517578125,4.5439453125,4.5361328125,5.7080078125,4.5546875
472,4.5546875,4.6064453125,4.5615234375,4.568359375,5.763671875,4.564453125
473,4.5771484375,4.6416015625,4.5595703125,4.5751953125,5.677734375,4.62890625
474,4.53125,4.576171875,4.51171875,4.6669921875,5.73046875,4.6826171875
475,4.5244140625,4.609375,4.5498046875,4.5498046875,5.609375,4.5771484375
476,4.5361328125,4.5517578125,4.61328125,4.626953125,5.7216796875,4.634765625
477,4.525390625,4.556640625,4.5341796875,4.6083984375,5.66796875,4.5673828125
478,4.546875,4.5703125,4.5703125,4.6142578125,5.7021484375,4.583984375
479,4.51171875,4.5947265625,4.5224609375,4.5849609375,5.703125,4.6044921875
480,4.5859375,4.6318359375,4.5224609375,4.685546875,5.744140625,4.6640625
481,4.5478515625,4.55078125,4.5068359375,4.5419921875,5.6103515625,4.5908203125
482,4.533203125,4.60546875,4.541015625,4.689453125,5.6484375,4.6328125
483,4.6181640625,4.5947265625,4.5400390625,4.5615234375,5.677734375,4.5859375
484,4.4736328125,4.5908203125,4.537109375,4.5439453125,5.728515625,4.5908203125
485,4.5771484375,4.5478515625,4.5859375,4.5498046875,5.6103515625,4.611328125
486,4.611328125,4.61328125,4.552734375,4.5810546875,5.6962890625,4.6591796875
487,4.6103515625,4.607421875,4.546875,4.5732421875,5.615234375,4.55859375
488,4.5595703125,4.619140625,4.53515625,4.5556640625,5.7099609375,4.6552734375
489,4.55078125,4.6123046875,4.5517578125,4.580078125,5.6328125,4.66796875
490,4.5830078125,4.58984375,4.6005859375,4.611328125,5.7158203125,4.6875
491,4.517578125,4.65234375,4.5537109375,4.5908203125,5.646484375,4.626953125
492,4.5732421875,4.703125,4.578125,4.5712890625,5.6708984375,4.6435546875
493,4.5234375,4.6171875,4.5771484375,4.515625,5.64453125,4.548828125
494,4.5615234375,4.6708984375,4.583984375,4.6142578125,5.6875,4.6337890625
495,4.498046875,4.548828125,4.6083984375,4.5908203125,5.6162109375,4.625
496,4.5458984375,4.55859375,4.556640625,4.6767578125,5.673828125,4.62890625
497,4.5458984375,4.576171875,4.5166015625,4.5595703125,5.6572265625,4.5927734375
498,4.548828125,4.619140625,4.6083984375,4.6572265625,5.6865234375,4.6181640625
499,4.583984375,4.5888671875,4.591796875,4.5791015625,5.6650390625,4.58203125
500,4.5380859375,4.5869140625,4.54296875,4.623046875,5.689453125,4.560546875
501,4.5771484375,4.578125,4.5341796875,4.541015625,5.6357421875,4.609375
502,4.4990234375,4.5634765625,4.548828125,4.5888671875,5.6845703125,4.591796875
503,4.515625,4.6083984375,4.5791015625,4.603515625,5.623046875,4.6005859375
504,4.5537109375,4.591796875,4.5556640625,4.6201171875,5.7041015625,4.6162109375
505,4.5947265625,4.5859375,4.5458984375,4.57421875,5.6015625,4.611328125
506,4.591796875,4.61328125,4.55078125,4.5693359375,5.6748046875,4.5771484375
507,4.552734375,4.578125,4.548828125,4.576171875,5.6123046875,4.62890625
508,4.5771484375,4.6181640625,4.5888671875,4.634765625,5.693359375,4.6279296875
509,4.533203125,4.6025390625,4.5888671875,4.5751953125,5.611328125,4.56640625
510,4.5,4.576171875,4.5849609375,4.6044921875,5.677734375,4.5947265625
511,4.5029296875,4.580078125,4.544921875,4.5927734375,5.5908203125,4.60546875
512,4.53515625,4.5146484375,4.6005859375,4.6328125,5.712890625,4.6171875
513,4.5986328125,4.56640625,4.5751953125,4.529296875,5.6357421875,4.64453125
514,4.5185546875,4.51953125,4.5791015625,4.6416015625,5.640625,4.658203125
515,4.53515625,4.63671875,4.6064453125,4.6162109375,5.6416015625,4.6025390625
516,4.5048828125,4.646484375,4.529296875,4.6533203125,5.583984375,4.6181640625
517,4.5341796875,4.5673828125,4.4921875,4.5322265625,5.6533203125,4.5576171875
518,4.509765625,4.6201171875,4.548828125,4.6142578125,5.654296875,4.638671875
519,4.541015625,4.546875,4.5869140625,4.5830078125,5.666015625,4.5810546875
520,4.50390625,4.5703125,4.52734375,4.716796875,5.6708984375,4.671875
521,4.5478515625,4.5625,4.515625,4.5634765625,5.5908203125,4.5419921875
522,4.5498046875,4.6396484375,4.5498046875,4.6025390625,5.650390625,4.6123046875
523,4.5712890625,4.57421875,4.5791015625,4.5693359375,5.642578125,4.5556640625
524,4.564453125,4.4775390625,4.5927734375,4.63671875,5.603515625,4.67578125
525,4.5029296875,4.5947265625,4.546875,4.537109375,5.650390625,4.5419921875
526,4.5537109375,4.5908203125,4.587890625,4.6357421875,5.748046875,4.64453125
527,4.546875,4.6220703125,4.5390625,4.5546875,5.578125,4.5830078125
528,4.533203125,4.5615234375,4.517578125,4.6005859375,5.6962890625,4.6103515625
529,4.591796875,4.560546875,4.5654296875,4.5361328125,5.5703125,4.5576171875
530,4.6298828125,4.58984375,4.5732421875,4.61328125,5.689453125,4.5947265625
531,4.537109375,4.6240234375,4.5400390625,4.560546875,5.6318359375,4.6142578125
532,4.59765625,4.564453125,4.5234375,4.58203125,5.62109375,4.64453125
533,4.5419921875,4.5810546875,4.546875,4.5146484375,5.6123046875,4.5771484375
534,4.4912109375,4.63671875,4.5234375,4.6640625,5.6484375,4.6259765625
535,4.5361328125,4.56640625,4.552734375,4.60546875,5.6064453125,4.5517578125
536,4.5244140625,4.6376953125,4.51953125,4.58984375,5.55859375,4.591796875
537,4.5205078125,4.572265625,4.5654296875,4.5869140625,5.6181640625,4.5888671875
538,4.5791015625,4.6044921875,4.572265625,4.6376953125,5.658203125,4.62890625
539,4.521484375,4.5419921875,4.5556640625,4.5537109375,5.611328125,4.5771484375
540,4.494140625,4.5966796875,4.58203125,4.5673828125,5.62109375,4.6259765625
541,4.54296875,4.6005859375,4.576171875,4.533203125,5.6064453125,4.58203125
542,4.578125,4.71484375,4.5830078125,4.5625,5.57421875,4.5986328125
543,4.599609375,4.595703125,4.5439453125,4.58203125,5.640625,4.583984375
544,4.5478515625,4.5576171875,4.5673828125,4.5478515625,5.646484375,4.6142578125
545,4.56640625,4.5625,4.5400390625,4.564453125,5.568359375,4.5576171875
546,4.5908203125,4.591796875,4.5302734375,4.5439453125,5.6259765625,4.6103515625
547,4.599609375,4.572265625,4.53515625,4.568359375,5.609375,4.583984375
548,4.5791015625,4.5283203125,4.556640625,4.5966796875,5.6357421875,4.615234375
549,4.5537109375,4.5810546875,4.5341796875,4.5810546875,5.5927734375,4.5634765625
550,4.4912109375,4.53515625,4.501953125,4.486328125,5.5498046875,4.5380859375
