,ansatz_0a_su2,ansatz_0b_su2,ansatz_0c_su2,ansatz_0d_su2,ansatz_1a_su2,ansatz_1b_su2,ansatz_1c_su2,ansatz_1d_su2
0,6.814453125,3.7490234375,6.6171875,6.556640625,6.5693359375,3.7490234375,6.7783203125,6.666015625
1,6.8115234375,3.751953125,6.8515625,6.6923828125,6.9208984375,3.751953125,6.4345703125,6.8818359375
2,6.8623046875,3.75390625,6.6884765625,6.4970703125,6.55078125,3.75390625,6.65234375,7.263671875
3,6.673828125,3.7431640625,6.4404296875,6.525390625,6.9365234375,3.7431640625,6.658203125,6.220703125
4,6.681640625,3.73828125,6.58203125,6.7626953125,6.484375,3.73828125,6.8681640625,6.642578125
5,6.861328125,3.7626953125,6.7705078125,6.5078125,6.890625,3.7626953125,6.494140625,6.841796875
6,6.79296875,3.7451171875,6.6953125,6.7626953125,6.5859375,3.7451171875,6.5634765625,6.9072265625
7,6.7890625,3.75,6.6298828125,6.2802734375,6.6767578125,3.75,6.64453125,6.416015625
8,6.6650390625,3.76953125,6.76171875,6.7802734375,6.5654296875,3.76953125,6.748046875,6.83203125
9,6.9013671875,3.767578125,6.6640625,6.2451171875,6.708984375,3.767578125,6.5,6.505859375
10,6.615234375,3.7646484375,6.5283203125,6.5732421875,6.5166015625,3.7646484375,6.8623046875,7.111328125
11,6.8486328125,3.7578125,6.951171875,6.484375,6.8408203125,3.7578125,6.4580078125,6.2119140625
12,6.7314453125,3.763671875,6.7626953125,6.4287109375,6.6474609375,3.763671875,6.85546875,6.408203125
13,6.775390625,3.765625,6.65234375,6.732421875,6.7421875,3.765625,6.599609375,6.9853515625
14,6.7548828125,3.7373046875,6.6337890625,6.27734375,6.7451171875,3.7373046875,6.8056640625,6.521484375
15,6.7978515625,3.740234375,6.9267578125,6.8076171875,6.5341796875,3.740234375,6.412109375,6.9365234375
16,6.8564453125,3.7421875,6.640625,6.3896484375,6.724609375,3.7421875,6.8671875,6.9150390625
17,6.763671875,3.7392578125,6.6396484375,6.564453125,6.3974609375,3.7392578125,6.3662109375,6.66796875
18,6.626953125,3.7724609375,6.6923828125,6.96484375,6.9560546875,3.7724609375,6.6630859375,6.5087890625
19,6.6767578125,3.755859375,6.5810546875,6.2490234375,6.423828125,3.755859375,6.517578125,6.7861328125
20,6.7138671875,3.7666015625,6.59765625,6.1552734375,6.6162109375,3.7666015625,6.455078125,6.609375
21,6.794921875,3.7568359375,6.5869140625,6.736328125,6.732421875,3.7568359375,6.7626953125,6.802734375
22,6.6904296875,3.76953125,6.5908203125,6.712890625,6.296875,3.76953125,6.462890625,7.1845703125
23,6.8369140625,3.7724609375,6.5146484375,6.25390625,6.908203125,3.7724609375,6.8076171875,6.1181640625
24,6.7744140625,3.76171875,6.7490234375,6.537109375,6.6904296875,3.76171875,6.7060546875,6.392578125
25,6.7900390625,3.759765625,6.6220703125,6.5126953125,6.5546875,3.759765625,6.6220703125,7.1259765625
26,6.8076171875,3.75390625,6.5888671875,6.673828125,6.8154296875,3.75390625,6.8251953125,6.5947265625
27,6.8271484375,3.7578125,6.7314453125,6.39453125,6.49609375,3.7578125,6.3740234375,6.89453125
28,6.83203125,3.7314453125,6.6796875,6.5146484375,6.6630859375,3.7314453125,6.3955078125,6.8681640625
29,6.755859375,3.751953125,6.697265625,6.62109375,6.5263671875,3.751953125,6.861328125,6.5927734375
30,6.9052734375,3.7646484375,6.6015625,6.4736328125,6.8798828125,3.7646484375,6.6171875,6.9013671875
31,6.7353515625,3.771484375,6.818359375,6.5634765625,6.6005859375,3.771484375,6.654296875,6.548828125
32,6.6552734375,3.7392578125,6.654296875,6.5703125,6.6455078125,3.7392578125,6.833984375,6.986328125
33,6.8330078125,3.763671875,6.71875,6.6396484375,6.6396484375,3.763671875,6.35546875,6.6357421875
34,6.8515625,3.7578125,6.6943359375,6.5126953125,6.7080078125,3.7578125,6.8330078125,7.0830078125
35,6.5478515625,3.7646484375,6.7275390625,6.544921875,6.7158203125,3.7646484375,6.5234375,6.361328125
36,6.814453125,3.75390625,6.603515625,6.5498046875,6.8154296875,3.75390625,6.4111328125,6.828125
37,6.7958984375,3.7470703125,6.54296875,6.5283203125,6.607421875,3.7470703125,6.927734375,6.4306640625
38,6.666015625,3.7568359375,6.7138671875,6.919921875,6.908203125,3.7568359375,6.9091796875,6.619140625
39,6.767578125,3.76171875,6.7744140625,6.2314453125,6.48046875,3.76171875,6.3798828125,6.76953125
40,6.80859375,3.755859375,6.732421875,6.4384765625,6.90234375,3.755859375,6.4775390625,6.2265625
41,6.6884765625,3.7451171875,6.6103515625,6.5400390625,6.3232421875,3.7451171875,6.81640625,7.21875
42,6.7421875,3.7587890625,6.63671875,6.2607421875,6.9052734375,3.7587890625,6.857421875,6.3671875
43,6.7607421875,3.755859375,6.8408203125,6.783203125,6.5791015625,3.755859375,6.3203125,6.92578125
44,6.6279296875,3.7548828125,6.7822265625,6.9736328125,6.560546875,3.7548828125,6.62109375,6.90234375
45,6.7822265625,3.72265625,6.47265625,6.1416015625,6.8076171875,3.72265625,6.7216796875,6.4541015625
46,6.755859375,3.751953125,6.75390625,6.62109375,6.5263671875,3.751953125,6.701171875,6.5927734375
47,6.83203125,3.7314453125,6.32421875,6.5146484375,6.6630859375,3.7314453125,6.6533203125,6.8681640625
48,6.6923828125,3.75,6.6796875,6.35546875,6.2763671875,3.75,6.373046875,7.0087890625
49,6.8193359375,3.75390625,6.544921875,6.7275390625,7.029296875,3.75390625,6.8896484375,6.4423828125
50,6.744140625,3.7490234375,6.7744140625,6.7958984375,6.7373046875,3.7490234375,6.5966796875,6.7939453125
51,6.62109375,3.751953125,6.60546875,6.333984375,6.4853515625,3.751953125,6.6572265625,6.6396484375
52,6.1015625,3.7490234375,6.623046875,6.5283203125,6.8173828125,3.7490234375,6.6376953125,6.5146484375
53,6.2060546875,3.751953125,6.541015625,6.64453125,6.0498046875,3.751953125,6.505859375,6.830078125
54,6.3681640625,3.7490234375,6.5078125,6.568359375,6.9453125,3.7490234375,6.41796875,6.451171875
55,5.9033203125,3.751953125,6.755859375,6.60546875,6.990234375,3.751953125,6.6318359375,6.041015625
56,6.9169921875,3.7490234375,6.7158203125,6.3408203125,7.015625,3.7490234375,6.287109375,5.7333984375
57,6.916015625,3.751953125,6.3115234375,6.640625,6.9404296875,3.751953125,6.3564453125,6.138671875
58,6.9853515625,3.7490234375,6.79296875,6.14453125,6.9580078125,3.7490234375,6.419921875,5.4482421875
59,6.7724609375,3.751953125,6.884765625,6.3818359375,7.0361328125,3.751953125,6.28125,5.822265625
60,6.642578125,3.7490234375,6.8310546875,5.9384765625,6.7314453125,3.7490234375,6.4912109375,5.654296875
61,6.6640625,3.751953125,6.6748046875,6.353515625,7.1328125,3.751953125,6.15625,5.255859375
62,6.6494140625,3.7490234375,6.7958984375,6.103515625,6.3955078125,3.7490234375,6.3564453125,5.310546875
63,6.515625,3.751953125,6.6767578125,5.755859375,6.5888671875,3.751953125,6.12109375,5.34375
64,6.5771484375,3.7490234375,6.8837890625,5.8623046875,6.2392578125,3.7490234375,6.1328125,5.13671875
65,6.3701171875,3.751953125,6.7548828125,5.81640625,6.65625,3.751953125,6.1728515625,5.4267578125
66,6.419921875,3.7490234375,6.986328125,5.9599609375,6.3037109375,3.7490234375,6.0966796875,5.505859375
67,6.5380859375,3.751953125,6.6513671875,5.775390625,6.0234375,3.751953125,6.1171875,4.90625
68,6.4248046875,3.7490234375,6.7412109375,5.572265625,6.1640625,3.7490234375,6.2607421875,4.880859375
69,6.275390625,3.751953125,6.6494140625,6.0849609375,5.9404296875,3.751953125,5.95703125,5.0439453125
70,6.30078125,3.7490234375,6.640625,5.3505859375,5.8046875,3.7490234375,6.12109375,4.8212890625
71,6.2763671875,3.751953125,6.7412109375,5.580078125,6.12109375,3.751953125,5.935546875,5.0390625
72,6.4541015625,3.7490234375,6.669921875,5.3935546875,5.7373046875,3.7490234375,5.9111328125,4.7333984375
73,6.1328125,3.751953125,6.50390625,5.2744140625,5.880859375,3.751953125,6.078125,4.974609375
74,6.32421875,3.7490234375,6.6328125,5.3359375,5.9521484375,3.7490234375,5.830078125,4.8857421875
75,6.181640625,3.751953125,6.4755859375,5.3779296875,5.65234375,3.751953125,6.0888671875,4.70703125
76,6.2353515625,3.7490234375,6.6650390625,5.3359375,5.642578125,3.7490234375,5.951171875,4.8037109375
77,6.12109375,3.751953125,6.4716796875,5.3486328125,5.796875,3.751953125,5.7158203125,4.7646484375
78,6.2041015625,3.7490234375,6.5263671875,5.361328125,5.796875,3.7490234375,5.7646484375,5.119140625
79,6.2099609375,3.751953125,6.61328125,5.33984375,5.53515625,3.751953125,5.80859375,4.4599609375
80,6.283203125,3.7490234375,6.328125,5.2919921875,5.544921875,3.7490234375,5.7138671875,4.421875
81,6.05078125,3.751953125,6.5888671875,5.408203125,5.73828125,3.751953125,5.859375,4.5966796875
82,6.3505859375,3.7490234375,6.3359375,5.376953125,5.548828125,3.7490234375,5.8037109375,4.40625
83,5.923828125,3.751953125,6.0302734375,5.263671875,5.6455078125,3.751953125,5.69921875,4.470703125
84,5.9638671875,3.7490234375,6.3232421875,5.4755859375,5.619140625,3.7490234375,5.5869140625,4.6865234375
85,5.7197265625,3.751953125,6.0771484375,5.1689453125,5.447265625,3.751953125,5.8486328125,4.3388671875
86,6.0546875,3.7490234375,6.4296875,5.4267578125,5.6767578125,3.7490234375,5.474609375,4.5322265625
87,5.744140625,3.751953125,5.6865234375,5.1982421875,5.39453125,3.751953125,5.740234375,4.3564453125
88,6.1103515625,3.7490234375,6.15234375,5.130859375,5.4951171875,3.7490234375,5.65234375,4.5048828125
89,6.2861328125,3.751953125,6.4384765625,5.4189453125,5.458984375,3.751953125,5.4072265625,4.349609375
90,5.859375,3.7490234375,6.2158203125,5.3232421875,5.5205078125,3.7490234375,5.537109375,4.44140625
91,6.189453125,3.751953125,6.107421875,5.052734375,5.4052734375,3.751953125,5.4580078125,4.34375
92,5.79296875,3.7490234375,6.2138671875,5.10546875,5.5283203125,3.7490234375,5.3798828125,4.4658203125
93,5.75,3.751953125,6.0947265625,5.259765625,5.51171875,3.751953125,5.5673828125,4.38671875
94,5.84765625,3.7490234375,6.0078125,5.283203125,5.6318359375,3.7490234375,5.5107421875,4.3701171875
95,5.7060546875,3.751953125,6.19140625,4.970703125,5.3515625,3.751953125,5.380859375,4.4091796875
96,5.892578125,3.7490234375,5.8427734375,5.130859375,5.54296875,3.7490234375,5.4248046875,4.490234375
97,5.775390625,3.751953125,6.224609375,5.1083984375,5.3515625,3.751953125,5.3857421875,4.326171875
98,5.9775390625,3.7490234375,5.8271484375,4.6884765625,5.333984375,3.7490234375,5.5595703125,4.490234375
99,5.7578125,3.751953125,6.091796875,5.544921875,5.4140625,3.751953125,5.2802734375,4.322265625
100,5.8486328125,3.7490234375,5.7001953125,4.583984375,5.392578125,3.7490234375,5.1962890625,4.5185546875
101,5.837890625,3.751953125,5.9697265625,4.5458984375,5.376953125,3.751953125,5.49609375,4.283203125
102,5.7880859375,3.7490234375,5.9130859375,4.623046875,5.46875,3.7490234375,5.3212890625,4.4453125
103,5.8974609375,3.751953125,5.630859375,4.501953125,5.2958984375,3.751953125,5.18359375,4.3037109375
