,seed_28,seed_170,seed_225,seed_188,seed_18,seed_38,seed_48,seed_58
0,20.85123253009916,18.700045744715627,17.267390512257812,14.229642508583813,14.044901763196384,21.17008557991072,17.460052254113577,22.85381785946338
1,20.739240956147988,18.2278498800049,16.97434543046861,14.012273708424301,13.856411635747838,20.771567780738998,17.67331489157603,21.59495127447331
2,22.701043950721434,18.981003607658057,18.517754806406387,14.750677773564583,12.4907050364475,19.387823362314958,16.18597721436979,20.514416379685148
3,20.47405510711051,18.023108148824104,17.150699563072244,12.966564797141006,12.383300007248595,19.73137738386368,16.009048629526607,20.605647877060708
4,19.252317453212065,18.394364078191817,15.062420163236705,14.876541750321813,13.002605203781012,17.976357455890003,14.230518883056092,20.274551251715835
5,18.876387311027578,18.090456171679072,14.80379428560046,14.215969452386819,13.21180261652839,18.30984642292409,14.119765135744354,19.43155829993716
6,16.886815837095575,15.695971515203919,12.986100066724312,15.688522363670275,13.587135836997444,16.67239822368898,12.847700118315924,21.22408171611953
7,16.44268251207075,15.521116202595044,13.247248635420585,14.010857643186073,13.588248874715003,16.591055221331114,13.870202757438015,19.84544801341006
8,16.07406348400508,16.8431069625658,14.034250051696526,14.854886401458657,13.95576406648379,15.89641433372907,14.729532056554099,17.88334541178623
9,16.8278734081919,16.886996397576688,12.984684748492466,12.94072247565986,11.363845687216473,16.210399726395778,12.723917957606032,17.634375873680117
10,17.049364148793575,17.71043680279641,11.81653811761547,11.847588303962743,13.028896051981075,14.74647328244515,14.074063671417106,16.644279188730895
11,16.52723128113124,15.888652255737643,12.264579311798666,12.21640190949014,11.34320265389116,14.709620923234938,12.764551295040082,17.05169847962637
12,14.080873915634113,13.47232774781077,11.457540188805343,12.74986771898913,11.006283196424231,15.409642305983445,13.309605069570372,18.48691554050777
13,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
14,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
15,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
16,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
17,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
18,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
19,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
20,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
21,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
22,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
23,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
24,14.080873915634113,13.47232774781077,11.457540188805343,11.847588303962743,11.006283196424231,14.709620923234938,12.723917957606032,16.644279188730895
25,14.345092484481762,13.231426986475284,10.674142627141116,11.483365739515781,10.568827109736565,14.644023277625982,12.441555466572098,16.27619828405058
26,16.027716146262154,13.99709449941985,11.787878455703893,11.590637789726657,10.297574567897765,15.73545113985307,11.948656603471155,14.30047499738172
27,13.665718144287386,12.952007774361894,11.407100445802676,10.790626528421955,10.121427319138602,14.443638244397578,11.995686916540867,14.553321028672157
28,13.20425580749841,12.14066722411436,11.316779027604053,12.886009698666827,10.605058850530305,14.893923781554786,11.7866856193841,12.49758482961414
29,13.51364985150573,11.911572265206962,10.473594004680484,11.575335076426317,10.797021062759818,13.835382851907225,11.698634826503742,13.035995432316337
30,12.47097825770942,11.451948694128845,9.547102561036674,12.891946757492518,11.054984523502664,13.391492078315485,9.139846640142226,13.886354109511997
31,11.810874976343396,10.796178309584981,10.211208603481028,11.368224523047372,10.93986771832876,13.533088768438521,9.862298849042697,12.70274303041932
32,12.75959458752414,11.83818766738327,10.430264260728777,12.539072499154509,11.740695116301149,12.5705450520822,10.603810047224412,11.755378588575352
33,12.693875498544523,11.85703639377402,9.19248798694609,10.791809673648546,10.321935123029109,13.289746658773492,8.441101195352122,11.42685526127055
34,12.758142632182526,12.755229843037851,8.141481315976664,10.136327279354266,11.784895599821334,11.604128512232704,9.640055938970619,11.302025945013517
35,12.232217037667038,10.853713162299034,9.077485703092007,10.414133975824473,10.114322092533595,11.378452800589422,8.58604376830392,11.579673633966626
36,10.298053373158915,9.523439510086916,9.283415684101698,10.632838383259648,11.539015523884043,12.136791959249562,9.357703131865259,12.880265506982674
37,8.057118479911207,8.215060313909602,7.2501251390442985,8.040882865249383,9.773140972529786,10.500012776553303,6.489077583089443,8.807803818403546
38,9.78538788423982,8.714052228878442,7.3446276203710195,8.171660112367894,9.706004231726613,11.452743529398502,7.759859986434139,8.797300082306332
39,8.02679589741913,8.682476703115647,7.2129945013046175,7.6963945123763695,9.052478964513133,10.486178086974455,6.754193350715816,8.684193698113392
40,7.391451055641927,9.677980166732379,7.9835606730418025,7.799841582366606,8.915550058058106,11.218282481239392,6.317701925491559,7.152367985293696
41,8.162161381925351,8.19970181240058,6.723775396019991,7.892479054213715,8.820549389969058,10.679250819703212,6.30476823916066,7.077019032892777
42,7.41049273945718,9.226456064253835,7.3811226969563055,8.238897672147493,9.033471374352857,11.766699910689812,5.681144547024458,7.580097266675583
43,7.331576470749678,8.010775568454273,6.096734545943455,7.7083671493718695,10.457290607746783,10.739156576082783,6.0506101232499,8.13349687962287
44,5.685005310364976,8.012114955139054,5.966888904820991,7.737679473242366,8.69397765350353,9.605381303227826,6.0855712180474155,7.571473722332766
45,7.197787793993457,8.348777921407802,5.4580266559254484,7.747017222902002,9.889084929748826,9.721708971162753,5.866956075901045,7.1904829956433165
46,6.27788664178145,9.035866659985924,5.462105034254984,7.856112296785501,8.082862301691836,9.353593281368722,5.522186284019374,7.469637852225295
47,6.033719490132427,8.185007924746621,5.477490434231144,8.091990018835274,6.863818100858326,9.264875244177539,5.280245917704667,7.714433569288336
48,6.2696126894098665,7.393422450636802,5.914559139437642,7.0048845945112115,7.043533895489888,8.549919205137538,5.404650885621189,7.19636371586304
49,4.558582678396719,7.393422450636802,5.4580266559254484,7.0048845945112115,6.996823937413324,8.220246104660454,5.538534122579787,6.382343949661348
50,4.588164076598731,8.044982371668501,6.0871573642225885,7.558130203344643,7.254666257749581,7.802192537040052,6.078109669593571,6.382343949661348
51,4.47864215807477,7.393422450636802,5.4580266559254484,7.0048845945112115,7.088791107901646,8.654850415442175,5.280245917704667,7.398627779581583
52,5.401671120974524,8.673268856827866,5.131147520559173,7.241616289150761,7.998157067081332,7.802192537040052,5.3648897862366764,6.382343949661348
53,4.47864215807477,7.393422450636802,5.131147520559173,7.0048845945112115,6.863818100858326,7.579128388520277,5.280245917704667,6.377724881271183
54,5.401169147431211,7.418318209086578,5.3348726262066615,7.0122587832108545,7.232827038536066,7.579128388520277,5.2966802138701325,6.377724881271183
55,4.47864215807477,7.393422450636802,5.131147520559173,7.0048845945112115,6.863818100858326,7.808816068692684,5.280245917704667,6.382341431878061
56,4.580806153908662,8.092778622568037,4.997304125025545,7.129811202908217,7.481997358943195,7.579128388520277,5.36653988153476,6.377724881271183
57,4.47864215807477,7.393422450636802,4.997304125025545,7.0048845945112115,6.863818100858326,7.614111159910227,5.280245917704667,6.4531640585911525
58,4.487023078360039,7.293411460300599,5.026308902634501,7.171042621515402,6.920412447899687,7.579128388520277,5.3451489000131485,6.377724881271183
59,4.47864215807477,7.293411460300599,4.997304125025545,7.0048845945112115,6.863818100858326,7.597939927096895,5.280245917704667,6.400704263607719
60,4.466576216169462,7.448114668311731,5.198156469288012,7.207443403268611,8.109823773004127,7.579128388520277,5.375257534407363,6.377724881271183
61,4.466576216169462,7.293411460300599,4.997304125025545,7.0048845945112115,6.863818100858326,7.662833396726571,5.280245917704667,6.484465393634607
62,4.641650321764905,7.521340569618335,5.108130867129818,7.398380677073337,6.964139261519973,7.579128388520277,5.629673799096892,6.377724881271183
63,4.466576216169462,7.293411460300599,4.997304125025545,6.733856293060286,6.863818100858326,7.67502480710295,5.452635473654161,6.840352276841421
64,4.618444775568764,7.285195359299038,5.311769529929679,6.6530416020241105,6.990219725656467,7.579128388520277,6.358510659148323,6.839240372939148
65,4.466576216169462,7.534308091600571,4.97972742447563,6.601498717673013,6.863818100858326,7.9243465601930865,5.699288853799921,6.802476471578365
66,5.021448617840354,7.677593865604965,5.472799319266033,6.858252344186059,6.942646311205266,7.8126740406952715,5.277923013368816,6.874485708746427
67,4.658428976029602,7.2075482295461075,5.418079786394523,6.723091626006659,6.863818100858326,8.072174127260189,5.751909294184093,7.195090521530073
68,5.059792098813996,5.668621634382147,5.9147778215123505,6.863236504313612,6.888740777766194,7.277138264705452,5.766745017166682,5.840924721442226
69,4.622305738532712,5.675580257473528,4.845784456476464,6.513987881235179,6.860888090117903,7.968561745979747,5.325931400422438,6.339219251578487
70,5.769996654396159,5.660355078038925,5.673534270908523,7.145928548623307,6.964308312971838,7.401153091215752,6.3656459851287,5.6926020444399335
71,4.7508050046326415,5.511806220926596,5.355293621273976,6.849078211130853,6.92719363783544,7.238625112624645,5.100179448639106,5.474224195264464
72,4.674254260887081,5.933269354512567,4.550423546662142,7.463728496743563,7.47685739910243,7.232072890718991,5.841947095187351,5.803365172319868
73,4.562820035218296,5.4159372511880965,4.394434493646888,6.7801235107064315,6.8947887839672415,7.550816132739557,5.346559255356359,5.768292638691601
74,4.224014851322934,5.564049538792677,4.988763175477151,6.4078824626574535,7.905706631627597,7.335440543189003,5.100547595205804,5.861909620518393
75,4.252087251097209,5.344464045753976,4.408774127089078,6.466686861841473,6.8895552171480015,6.525657866856086,4.742515392246587,5.111709701417253
76,3.823336457762215,5.703177989980358,4.560647426245023,5.769232421344264,8.2005181085142,7.902128297723134,5.7001732902572755,4.920739790488896
77,3.9110272146303626,5.567681860941358,4.268867959152992,5.6689040685491845,7.252608925380175,6.261033726195269,5.314060267294573,5.4540682985627775
78,4.313608270623206,5.280178801329324,4.658358471301367,6.63510282125828,6.403612955034293,7.176510479432605,4.575684330820964,5.325112387234559
79,4.228026454954416,5.262636374149616,4.427294018411461,5.724244124361153,6.865847867725364,6.393191909392996,4.851806263414055,4.528335602914515
80,4.200329374922929,5.865594958710541,4.605483648970671,5.490666707999705,6.397950033391075,6.925512047454571,4.262968417511557,4.485499385025592
81,3.9388930943786353,5.438458195628846,4.287033805393495,5.443647187078648,6.689611088226502,6.438513641734035,4.419775192967988,5.104073613466905
82,3.7952707709987594,5.38729251102292,4.282997974839583,5.414755335058557,6.7302335309963945,7.566022654542997,4.762083791330226,4.540130686598523
83,3.8848170147281116,4.538114983218764,4.483023174258263,5.07926432171705,6.89765400383711,6.1757944696787055,4.399024738878345,4.792752609651014
84,3.953938207576719,4.584054257102303,4.92737459489601,5.527968867845635,6.641865892295468,6.640558971363157,4.281644970264604,4.316014793160177
85,4.051560627314558,5.358657349031339,4.715193672841748,5.234915040339973,6.96260292028972,6.000130022333968,4.183479310087292,4.454623712394213
86,4.304594111956964,4.876193576398691,4.676040828160748,5.744735205207749,6.4396522196353985,5.523855268177642,5.311628131383597,4.430699046438187
87,3.893245682653173,5.28407800669854,4.268867959152992,5.176308806991454,7.059858093388947,5.462981081114462,4.6831703582983755,4.468017483050965
88,3.9318527455387726,4.576412845938749,4.298616549694502,5.230354740616194,6.524384346696611,5.257522194397581,4.590399796249358,4.488625971265899
89,3.5529559909814874,4.884551484856403,4.268867959152992,5.112120132919011,6.7108623788797175,5.257522194397581,4.198038895894121,3.9567691306858754
