,ev_op_Hp15,ev_op_Hp20,ev_op_H,ev_op_Hp15_2f,ev_op_Hp20_2f,ev_op_H_2f,ev_op_Hp15_3f,ev_op_Hp20_3f,ev_op_H_3f,ev_op_Hp15_4f,ev_op_Hp20_4f,ev_op_H_4f
0,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
1,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
2,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
3,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
4,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
5,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
6,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
7,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
8,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
9,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
10,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
11,7.36669921875,6.60546875,7.1767578125,5.892578125,6.0498046875,6.765625,5.5439453125,7.21044921875,6.56689453125,5.53271484375,6.8427734375,7.55712890625
