,ev_op_Hp15,ev_op_Hp20,ev_op_H,ev_op_Hp15_2f,ev_op_Hp20_2f,ev_op_H_2f,ev_op_Hp15_3f,ev_op_Hp20_3f,ev_op_H_3f,ev_op_Hp15_4f,ev_op_Hp20_4f,ev_op_H_4f
0,3.2745577271717594,4.8760163220099555,5.983873860332526,4.955891904509064,5.261331046287466,5.200141374869418,3.528006138796921,5.726944090246362,5.541563054970389,4.99480545003479,5.316618244581314,5.409590468641184
1,3.1625600510967637,6.001302895412625,5.983873860332526,3.7217115287910305,5.378918555645069,5.200141374869418,4.171167561890613,5.555906014906881,5.541563054970389,4.024595467770627,5.504573578995472,5.409590468641184
2,3.2745577271717594,5.640882867557444,5.983873860332526,4.955891904509064,5.346820024547418,5.200141374869418,4.299985404552594,5.2275907780510575,5.541563054970389,4.99480545003479,5.507660421069825,5.409590468641184
3,3.749726837787216,4.803996123476704,5.983873860332526,4.56181842516109,5.327194107307695,5.200141374869418,3.267346944376697,5.661383731937707,5.541563054970389,3.1539780539694244,5.131904470577995,5.409590468641184
4,5.481116407903884,4.6707510168872215,5.983873860332526,3.6146256419525145,5.141550061107286,5.200141374869418,4.552577502306803,4.95568887695858,5.541563054970389,3.90690127839928,5.592372458043209,5.409590468641184
5,4.10570577319823,5.487385797114318,5.983873860332526,4.339509566591268,5.321286840420473,5.200141374869418,3.5334686398851165,4.982873667631478,5.541563054970389,3.3916414574555818,5.606103549486409,5.409590468641184
6,3.454118797353721,5.199564336677431,5.983873860332526,3.019718768736805,5.122255135097581,5.200141374869418,3.7571710232851117,5.135136093858822,5.541563054970389,3.999450618841341,5.578182829017236,5.409590468641184
7,3.0626856462612424,5.07442344685761,5.983873860332526,3.139198167740121,5.033145577863924,5.200141374869418,3.1543842445160224,5.603657699077353,5.541563054970389,3.5725033364162644,5.558501169394179,5.409590468641184
8,3.0626856462612424,5.4411531084827685,5.983873860332526,3.019718768736805,5.375552020564973,5.200141374869418,3.1543842445160224,5.407941433778722,5.541563054970389,3.1539780539694244,5.425191353390538,5.409590468641184
9,3.274842360376055,4.905489740794742,5.983873860332526,3.037891313218036,4.61947939900332,5.200141374869418,3.494670752393857,5.370397297832526,5.541563054970389,3.5987666187544596,4.692720819572574,5.409590468641184
10,2.935303039127663,4.621292186955904,5.742016167305018,3.320721679556875,4.952168458195556,5.269883784797168,3.5974296599712807,4.9506160307711955,5.47253037295437,3.459451315851294,5.1838293070595505,5.020234165237621
11,2.935303039127663,5.1281400127741925,5.761038145260277,3.019718768736805,5.372676823467962,5.467407626958578,3.1543842445160224,5.065432394629124,5.391792566286572,3.1539780539694244,4.8110382129830915,4.9779079297745135
12,2.935303039127663,4.609438525156632,5.680505588222493,3.019718768736805,5.162621636055019,5.597566376523301,3.1543842445160224,5.248473086242153,5.90093027219709,3.1539780539694244,5.3348520921396485,5.471895223863996
13,3.1496214664867312,4.57550857283681,4.759324051379694,3.037891313218036,5.009727049747576,5.355775829147819,3.494670752393857,5.0718806284165865,5.156681771935923,3.5987666187544596,5.2953248056450715,5.2642283397240295
14,3.3386169672702315,4.7510716470665075,4.3559035109462005,3.2810222257137527,4.522858995669334,5.355775829147819,3.776283359766666,5.047748830605825,5.480471739010278,5.176169303316506,4.898267554730984,5.2642283397240295
15,3.1595035841747574,4.568611399982521,5.175021408121523,2.9237813386575975,4.55573022706294,5.524292358722172,3.340838382007282,5.233437080475243,5.46293559559976,4.707810142474847,4.992719917196199,5.593415049660521
16,3.2367861775331823,4.582146208826534,5.3176834963004875,3.8152850417391573,5.098944200361247,5.825599698293852,4.6303870766233794,5.205625622693203,5.456786658186815,2.747180827167478,5.262348688000571,5.375171682298952
17,4.468959208739479,4.593150087547814,4.898883799660521,3.764230144476777,4.49835110058317,5.310518236877589,3.55160294772799,4.886743699904207,5.6317901322466835,3.3197254569551875,5.146190086546848,5.063966298898784
18,3.3050972323292824,4.812267364227917,4.962974588178965,2.7232940275067845,4.821685248193773,5.32668413605502,5.000115658034469,5.0335320973189335,4.959524992296277,3.544590951492796,5.153540371735765,5.023706556667799
19,2.7652458350016107,4.973469409013845,5.379908529334953,5.214486139558658,4.6757123673180425,5.301339869080743,4.254889072401706,5.548038257573143,5.490048931907202,2.654131802206723,5.271322009335843,5.4613550260924795
20,2.8265748623779836,4.700784724059871,4.638739573424436,4.732162755462219,4.758114920830423,5.42163645393018,3.8962787080432073,5.155857705692882,5.216810985397817,3.1511370556885976,5.544523467226703,5.256537058452264
21,2.571280027746362,5.096124192875163,4.384382297723707,3.2365485905726463,5.9750706197118975,5.221237279226133,3.1789406519846253,5.604532499782363,5.6315313623128676,4.098124375108822,5.402730134009388,5.245960924834632
22,2.714913185454369,5.521087005048705,4.406216150787785,2.9603778998301737,4.953161003568935,5.553805187412946,3.410468889841589,4.8382980675269405,5.24125549077298,2.2212158033817992,4.960209285254211,5.555981428381798
23,2.765141377067399,4.838516525178396,5.235694227889969,2.7232940275067845,4.572472126610357,5.386214203995472,3.1543842445160224,5.183230578864888,5.199116018105825,2.2212158033817992,5.525276568549845,5.300101547636652
24,2.5700447630353582,5.048082946291745,3.451131213113674,2.8116154543435186,5.06672528518892,5.904928482307692,3.0996029796526705,4.968091773480985,5.153297720120953,3.8232910494864085,5.394940361834062,5.163794830758174
25,2.5990341415607636,5.833683623476704,5.456935748106716,2.9185108224450587,5.383454044437707,5.169366729979131,2.9038721189066323,4.738664092226704,5.276995242035111,4.0212066331825325,5.172991200339484,5.588394753677752
26,2.5700447630353582,4.975333281032364,3.451131213113674,2.7232940275067845,4.617399212700161,5.683933009052913,2.9038721189066323,4.7692352245169145,5.402567768345229,2.2212158033817992,5.332699413649032,5.480971694420226
27,3.424282421592159,4.674496356371845,5.186623665433497,2.7232940275067845,4.3899405715964415,5.820635911625163,2.9038721189066323,5.061010341791426,4.922695659905989,2.2212158033817992,5.5642269522980605,5.00523354254442
28,2.5651037041913467,4.696702483047491,3.451131213113674,2.8508351089178725,4.202050781250002,5.1353404411124615,3.5097476909383496,4.740155419742402,5.142635119363675,3.8232910494864085,5.157771770390861,4.978920428120632
29,2.561325068266913,4.095857911059302,3.519223753525405,3.3004714637230643,4.242490473602829,5.29767306752694,3.698878238966749,5.018538005418691,5.496824051379694,2.8951950262228885,5.43604335635008,4.869637591399673
30,2.561325068266913,2.6152800338177933,3.451131213113674,3.2220321545743564,5.022716650700731,5.140608385641504,2.7287169832433666,4.767251239314972,5.406064489184387,3.4043800035254055,5.68608221348366,5.003979994167799
