,ev_op_Hp20
0,6.10986328125
1,7.09423828125
2,6.57177734375
3,7.17333984375
4,7.36181640625
5,6.322265625
6,6.50830078125
7,7.1220703125
8,6.3486328125
9,6.890625
10,6.91552734375
11,6.3681640625
12,6.17041015625
13,7.2314453125
14,7.39990234375
15,7.078125
16,7.6123046875
17,6.2353515625
18,6.90625
19,7.251953125
20,6.6826171875
21,6.36279296875
22,7.29931640625
23,6.6796875
24,6.888671875
25,7.697265625
26,7.01513671875
27,6.7470703125
28,7.05224609375
29,7.58349609375
30,6.4228515625
31,6.34375
32,6.609375
33,6.6865234375
34,6.9326171875
35,6.103515625
36,6.8662109375
37,6.79833984375
38,6.8466796875
39,6.05224609375
40,6.3056640625
41,6.7685546875
42,6.83349609375
43,6.662109375
44,7.08642578125
45,6.5712890625
46,6.57861328125
47,6.46240234375
48,6.92822265625
49,7.01171875
50,6.96533203125
51,6.646484375
52,6.56640625
53,5.51513671875
54,5.806640625
55,5.478515625
56,6.07470703125
57,5.4873046875
58,6.45263671875
59,5.41796875
60,5.36865234375
61,5.6259765625
62,6.25146484375
63,5.3681640625
64,6.359375
65,6.2841796875
66,6.7216796875
67,5.69970703125
68,5.537109375
69,5.33203125
70,5.5400390625
71,6.0439453125
72,5.95361328125
73,5.22021484375
74,5.150390625
75,6.892578125
76,5.76123046875
77,4.69921875
78,5.51025390625
79,5.70458984375
80,4.494140625
81,6.02734375
82,5.310546875
83,4.52197265625
84,5.78125
85,3.8955078125
86,5.58447265625
87,5.39892578125
88,5.58544921875
89,5.369140625
90,4.68896484375
91,5.7578125
92,5.115234375
93,4.900390625
94,5.03076171875
95,5.45947265625
96,5.4736328125
97,4.748046875
98,4.67041015625
99,4.62353515625
100,5.0146484375
101,4.77685546875
102,4.39697265625
103,4.72412109375
104,3.8544921875
105,5.3486328125
106,6.13916015625
107,4.23974609375
108,6.2294921875
109,6.1767578125
110,6.19384765625
111,5.68603515625
112,5.43603515625
113,6.5830078125
114,4.73193359375
115,5.3583984375
116,5.169921875
117,5.36279296875
118,4.76904296875
119,5.08056640625
120,4.46923828125
121,5.150390625
122,4.4853515625
123,5.03125
124,5.5478515625
125,3.25
126,3.4111328125
127,3.83984375
128,4.169921875
129,3.119140625
130,5.1435546875
131,4.080078125
132,4.88037109375
133,5.1064453125
134,5.3056640625
135,4.35693359375
136,5.42431640625
137,4.95849609375
138,4.583984375
139,5.04833984375
140,4.697265625
141,4.689453125
142,4.91796875
143,4.94384765625
144,4.25048828125
145,5.263671875
146,2.5869140625
147,5.67529296875
148,4.66552734375
149,5.802734375
150,5.08740234375
151,4.5390625
152,4.80224609375
153,5.1552734375
154,4.49267578125
155,4.83837890625
156,5.54736328125
157,3.63818359375
158,5.388671875
159,5.3818359375
160,5.41015625
161,5.21142578125
162,4.59423828125
163,5.58154296875
164,5.439453125
165,3.45068359375
166,2.54931640625
