,ev_op_Hp20
0,6.55224609375
1,5.74951171875
2,6.1572265625
3,6.23193359375
4,5.22705078125
5,6.69287109375
6,5.9404296875
7,6.30859375
8,6.50439453125
9,6.30908203125
10,6.8232421875
11,5.4375
12,5.875
13,6.7255859375
14,6.326171875
15,6.06201171875
16,6.11474609375
17,5.447265625
18,5.84423828125
19,6.953125
20,6.4404296875
21,6.1005859375
22,6.3740234375
23,6.4228515625
24,6.27001953125
25,5.4921875
26,6.14208984375
27,6.48095703125
28,6.17138671875
29,6.05126953125
30,5.5849609375
31,6.4921875
32,5.60009765625
33,6.53662109375
34,6.1220703125
35,6.29052734375
36,6.6181640625
37,5.8291015625
38,5.638671875
39,6.00048828125
40,5.6064453125
41,5.44921875
42,6.39697265625
43,5.23193359375
44,6.32470703125
45,6.45556640625
46,6.53515625
47,6.3037109375
48,5.5244140625
49,6.6201171875
50,6.564453125
51,6.07470703125
52,5.43505859375
53,5.61669921875
54,5.7685546875
55,4.96337890625
56,5.1376953125
57,4.31201171875
58,4.03857421875
59,3.9912109375
60,3.43115234375
61,4.3193359375
62,3.982421875
63,3.88916015625
64,4.646484375
65,4.55517578125
66,3.52490234375
67,4.66015625
68,4.40185546875
69,3.0390625
70,4.1044921875
71,4.25927734375
72,4.0966796875
73,4.22119140625
74,3.56787109375
75,4.3798828125
76,4.02783203125
77,4.14990234375
78,4.08740234375
79,4.5400390625
80,4.75634765625
81,3.6083984375
82,4.431640625
83,3.384765625
84,4.22412109375
85,2.9716796875
86,3.73876953125
87,4.04150390625
88,3.97705078125
89,4.16796875
90,3.5576171875
91,4.01904296875
92,4.1171875
93,4.001953125
94,3.58203125
95,3.89501953125
96,3.1083984375
97,4.0458984375
98,3.5712890625
99,3.7763671875
100,3.89697265625
101,3.203125
102,3.4794921875
103,4.1337890625
104,3.2841796875
105,4.302734375
106,4.94287109375
107,2.84033203125
108,4.71435546875
109,4.357421875
110,5.0810546875
111,3.59228515625
112,3.86083984375
113,3.26513671875
